Gene Name,Evo Rate
Rv3040c,0.0961
Rv1486c,0.0951
pcaA,0.095
Rv3661,0.0505
mmaA2,0.1011
Rv1455,0.1668
Rv3041c,0.0687
Rv3057c,0.0846
rpsB,0.0283
Rv2877c,0.1349
Rv3538,0.1006
umaA,0.0685
pip,0.6235
fadB2,0.0455
Rv0375c,0.0903
Rv1865c,0.1334
pssA,0.0685
lpqZ,0.1403
htpX,0.039
mmaA1,0.0513
Rv0148,0.0449
bpoC,0.0876
Rv1003,0.1522
Rv3207c,0.0726
mapB,0.0428
Rv3463,0.127
nadC,0.0978
echA12,0.0545
Rv0383c,0.0878
sseB,0.123
Rv2867c,0.0801
pirG,0.1565
hisG,0.0664
Rv3099c,0.1449
viuB,0.1076
nat,0.1325
espG1,0.1487
cysT,0.0852
Rv2325c,0.1138
Rv2971,0.0966
Rv0093c,0.1934
Rv3224,0.043
Rv1140,0.1728
che1,0.1458
tesB2,0.1663
Rv0024,0.1966
folD,0.0455
panB,0.0637
yrbE4B,0.0294
qcrC,0.0523
Rv2118c,0.0575
Rv2039c,0.0826
Rv1482c,0.3218
Rv0498,0.039
rplB,0.0232
htdX,0.0664
Rv2417c,0.1468
Rv2033c,0.0886
Rv0480c,0.095
folP1,0.1201
rfbD,0.0485
Rv3438,0.1194
Rv3005c,0.1683
Rv0183,0.1153
Rv2028c,0.4053
Rv2409c,0.0933
Rv2119,0.0626
Rv3510c,0.0693
Rv1072,0.0836
cysA3,0.0504
cysA2,0.0504
Rv2136c,0.0825
echA15,0.0412
Rv1245c,0.0953
drrC,0.1419
Rv0077c,0.092
fdhD,0.0985
Rv1716,0.0978
ptbB,0.1296
pstB,0.0658
espG2,0.4078
PE27,0.2142
Rv0361,0.1885
desA2,0.091
Rv0687,0.0619
Rv0765c,0.0847
Rv3079c,0.7025
Rv3415c,0.1468
Rv1405c,0.1055
pyrF,0.1198
rpsC,0.0192
glpQ1,0.0307
echA21,0.0382
sugB,0.0528
uspB,0.0669
Rv3030,0.105
Rv3813c,0.0848
Rv0079,0.2071
Rv2622,0.1417
Rv3672c,0.1355
mku,0.0519
Rv1339,0.0561
Rv2407,0.0872
rfbE,0.0317
citE,0.0915
Rv0249c,0.077
Rv2507,0.2007
cysW,0.0852
Rv3600c,0.0304
Rv0406c,0.1489
trpC,0.0375
Rv2624c,0.3728
Rv2257c,0.1049
Rv2750,0.0979
Rv3277,0.0375
murI,0.0502
Rv0831c,0.147
tsf,0.0414
Rv1433,0.1603
Rv2248,0.3926
Rv2235,0.1056
fabG2,0.0668
35kd_ag,0.0599
Rv2743c,0.1057
Rv2952,0.0377
Rv0817c,0.135
Rv0839,0.141
impA,0.1256
trpA,0.0569
inhA,0.0411
aroE,0.0653
echA7,0.0885
Rv0792c,0.1412
Rv1460,0.0957
Rv2509,0.0526
deoD,0.077
Rv2464c,0.0796
Rv1648,0.286
tlyA,0.1177
Rv3134c,0.3788
Rv1544,0.108
hisF,0.0329
cysQ,0.0949
Rv0295c,0.0766
mapA,0.0695
Rv1463,0.0366
birA,0.1437
fixA,0.0136
Rv3658c,0.2094
dppC,0.067
Rv3213c,0.0383
Rv2042c,0.1447
yrbE4A,0.0127
Rv0686,0.0999
recO,0.0383
yrbE1A,0.0412
thiD,0.0937
ppgK,0.0844
Rv3587c,0.0632
rnhB,0.0678
Rv1637c,0.0565
pnp,0.1092
tatD,0.0969
Rv3677c,0.0718
Rv0044c,0.0944
Rv0466,0.0597
modB,0.0824
echA19,0.0504
echA5,0.0509
thyA,0.0581
Rv0927c,0.0525
Rv1356c,0.1642
sdhB,0.0338
Rv2133c,0.0915
nuoJ,0.0716
Rv2372c,0.1145
Rv1086,0.0374
Rv0877,0.0991
Rv1249c,0.1977
cut3,0.1713
Rv3559c,0.0354
Rv0012,0.1063
echA1,0.0499
Rv3400,0.1105
tesA,0.1285
Rv1363c,0.2063
sigF,0.0561
modA,0.1773
tam,0.1036
Rv0332,0.1464
Rv1353c,0.1449
Rv3814c,0.148
tpi,0.0636
pyrH,0.0224
Rv1457c,0.0546
hsaE,0.0737
wbbL2,0.181
Rv3137,0.0906
Rv3530c,0.0672
wag31,0.0583
cdh,0.2102
tsnR,0.1459
ccdA,0.0847
Rv0776c,0.1319
rphA,0.0369
Rv1719,0.1435
Rv2696c,0.1415
Rv3549c,0.0612
Rv0359,0.1464
Rv3816c,0.0716
Rv0128,0.1514
ribD,0.1516
Rv3839,0.1394
Rv2148c,0.1341
phoT,0.036
Rv2189c,0.2159
trcR,0.0575
echA8,0.0418
Rv0941c,0.1754
sigE,0.0802
Rv0911,0.1353
Rv3591c,0.1063
Rv0036c,0.0997
truA,0.0994
Rv1863c,0.1063
glpQ2,0.1477
echA14,0.0727
Rv3662c,0.1182
lpqR,0.1568
Rv0446c,0.0939
Rv0023,0.0723
Rv0090,0.1306
Rv0818,0.0566
Rv2969c,0.1949
Rv1928c,0.084
Rv1687c,0.1745
mtn,0.2568
Rv1517,0.5635
echA17,0.0613
dprE2,0.0442
Rv3723,0.1593
Rv1711,0.0736
Rv0224c,0.0787
cysH,0.0976
Rv3912,0.2347
Rv1056,0.0554
tcrA,0.4023
Rv0883c,0.1155
Rv0945,0.0801
Rv2686c,0.1231
Rv1491c,0.1794
nuoE,0.0873
clpC2,0.1032
Rv3226c,0.131
Rv0999,0.2126
end,0.0493
thiG,0.048
Rv2884,0.1673
Rv1597,0.1933
cobM,0.0797
Rv3817,0.147
Rv0484c,0.0649
ldtA,0.1363
Rv1864c,0.1488
Rv3815c,0.1235
Rv2603c,0.0186
Rv0695,0.1389
Rv0372c,0.0849
Rv3552,0.0735
atpB,0.0667
Rv2675c,0.0704
thyX,0.0521
rslA,0.1401
Rv2219,0.0668
Rv1144,0.0626
Rv1691,0.0616
Rv1913,0.1652
yfiH,0.0764
cobS,0.1383
gpm1,0.0522
Rv0184,0.056
Rv2073c,0.0743
Rv0769,0.0478
mutT4,0.0798
prcA,0.0203
scoA,0.0592
Rv0986,0.1778
Rv0247c,0.042
devB,0.1408
Rv2182c,0.0921
fabG1,0.1824
Rv0259c,0.1989
phoP,0.0246
Rv1828,0.045
echA20,0.0457
Rv2418c,0.0723
Rv2573,0.1131
narI,0.0894
Rv3050c,0.054
hisA,0.0457
nth,0.0522
Rv2959c,0.1292
Rv2927c,0.0381
Rv2229c,0.1202
dapB,0.0455
Rv1742,0.1646
Rv2765,0.1582
lprG,0.1481
Rv2091c,0.1612
Rv0178,0.2163
cobK,0.1699
Rv0043c,0.1024
Rv3916c,0.0821
Rv3238c,0.1258
Rv0181c,0.1269
PPE36,0.1152
echA6,0.063
Rv3342,0.07
lpqU,0.0712
Rv1748,0.2643
Rv0494,0.0877
Rv0730,0.0781
Rv0207c,0.097
Rv1085c,0.0898
Rv0790c,0.129
Rv3493c,0.1227
Rv0275c,0.1754
Rv1478,0.1069
Rv0560c,0.1295
Rv3717,0.0652
Rv0756c,0.151
Rv2147c,0.0481
Rv3631,0.0692
sodC,0.1697
Rv0674,0.1049
rnc,0.0508
pra,0.1759
Rv1337,0.0857
lpqG,0.1517
Rv2525c,0.0855
proZ,0.0928
Rv2993c,0.0545
nusG,0.0315
Rv1151c,0.0606
Rv2687c,0.1966
Rv3434c,0.2487
Rv0634c,0.0656
Rv2972c,0.1099
lppH,0.2133
Rv3821,0.4552
Rv2054,0.1052
prrA,0.0114
lpqD,0.1549
Rv0452,0.0575
Rv2558,0.0492
nuoC,0.0522
Rv1593c,0.0563
Rv2206,0.1533
Rv3519,0.0781
Rv2135c,0.0839
lexA,0.0438
rplA,0.0162
Rv2695,0.1419
Rv1610,0.1971
grpE,0.1177
menH,0.0708
Rv0472c,0.0402
mgtC,0.065
Rv1816,0.0952
tcrX,0.0374
Rv2989,0.0846
Rv3702c,0.1095
lppX,0.1016
Rv3699,0.0706
Rv1100,0.1377
Rv3668c,0.1262
rskA,0.1739
rpe,0.0512
trpG,0.1005
Rv3837c,0.1328
psd,0.1021
scpB,0.0907
Rv3210c,0.0637
Rv2728c,0.1703
ispD,0.1959
cobQ2,0.0535
echA3,0.0677
Rv0653c,0.1163
Rv2676c,0.0371
lipB,0.0908
Rv2536,0.1861
cut2,0.2125
ideR,0.0285
cmk,0.1197
Rv2286c,0.101
trmD,0.0483
Rv1566c,0.1218
Rv2203,0.1516
Rv3268,0.1137
proW,0.1048
Rv3766,0.0909
cysE,0.1419
Rv0200,0.145
Rv3481c,0.1829
Rv0232,0.0676
ftsE,0.0283
Rv1024,0.1218
mtrA,0.0019
lpqN,0.1647
Rv2716,0.0833
mpt64,0.1854
Rv0784,0.085
mprA,0.0142
Rv1874,0.1114
sirR,0.0521
Rv3208,0.0623
Rv0364,0.1524
ung,0.0551
Rv1158c,0.1829
pptT,0.0974
lppM,0.0666
TB22.2,0.099
Rv3673c,0.1484
ceoB,0.0514
regX3,0.0037
lpqT,0.2021
Rv0813c,0.0701
Rv1265,0.068
bioD,0.172
kdpE,0.04
Rv0324,0.0706
Rv1321,0.0448
Rv1686c,0.0743
Rv1830,0.034
Rv1534,0.1413
Rv1856c,0.0791
Rv2618,0.1218
Rv1216c,0.2463
lipV,0.173
Rv2621c,0.2389
deoC,0.1064
lprP,0.1981
purQ,0.0363
crp,0.0134
gid,0.1232
pdxH,0.1819
Rv2581c,0.0912
Rv2557,0.2152
Rv0323c,0.394
rplD,0.0563
Rv2693c,0.1629
Rv0306,0.0819
gpgP,0.0957
thiE,0.1172
Rv2469c,0.0657
Rv3282,0.201
Rv3271c,0.1005
Rv1591,0.2067
Rv1815,0.137
Rv0448c,0.1298
phoY2,0.0257
Rv3295,0.0612
hycP,0.1561
Rv1362c,0.1682
rpsE,0.0515
ceoC,0.0464
Rv0320,0.2192
Rv0540,0.1298
Rv0199,0.1377
Rv3850,0.0744
Rv0990c,0.0931
fucA,0.1025
Rv0802c,0.1098
Rv0309,0.0776
Rv1332,0.1093
Rv3013,0.0717
scoB,0.0555
dedA,0.0643
mutT3,0.0818
Rv1301,0.0769
devR,0.0587
cfp21,0.3393
pgsA1,0.1202
rplC,0.0262
Rv3690,0.1624
Rv2474c,0.1081
Rv2700,0.075
sigH,0.2379
narL,0.0129
Rv0526,0.0805
Rv3058c,0.1611
hpt,0.0704
ethR,0.0987
Rv1147,0.1472
rplY,0.1081
Rv0358,0.2033
Rv2506,0.1023
orn,0.0725
purN,0.0914
Rv1220c,0.0551
Rv2825c,0.086
clpP2,0.0056
Rv2983,0.0927
Rv3705c,0.0997
Rv2197c,0.2332
Rv0158,0.0311
Rv3241c,0.055
hupB,0.0672
Rv1929c,0.1984
tmk,0.1554
Rv0356c,0.0966
lpqQ,0.354
Rv3368c,0.0805
Rv0825c,0.1048
Rv3160c,0.1241
Rv0398c,0.1967
Rv0767c,0.1329
Rv2036,0.1607
Rv1154c,0.1254
Rv3242c,0.1126
Rv0175,0.2379
Rv1219c,0.0877
sigD,0.0366
Rv1377c,0.1007
Rv1109c,0.1439
nadD,0.0702
Rv2260,0.0773
Rv3421c,0.1303
Rv1870c,0.1425
Rv3249c,0.0531
Rv0195,0.2045
Rv2968c,0.1343
Rv2680,0.063
Rv0970,0.3718
Rv0264c,0.1546
Rv1733c,0.4828
hisB,0.0531
Rv0539,0.0439
Rv0421c,0.1049
Rv2799,0.101
pgsA2,0.1299
pgsA3,0.1259
cobH,0.0671
gmk,0.065
Rv2466c,0.0827
Rv0775,0.042
upp,0.1117
Rv3008,0.3462
Rv1685c,0.0654
Rv1700,0.0912
sodA,0.0871
cobO,0.0768
Rv2926c,0.1334
canB,0.0789
Rv2170,0.0989
Rv2597,0.1237
Rv0779c,0.163
hisH,0.0918
Rv1626,0.0446
Rv1000c,0.0741
Rv2732c,0.1025
Rv0238,0.0834
Rv1341,0.0735
Rv3055,0.1
tagA,0.0922
rimJ,0.0583
Rv1890c,0.1795
idi,0.3549
ctaE,0.0281
mpg,0.1096
recR,0.0314
gpm2,0.1398
Rv3066,0.164
folE,0.0741
Rv0525,0.0679
Rv0038,0.0449
lspA,0.0487
lprE,0.1399
rmlC,0.098
Rv1556,0.0902
Rv1255c,0.1327
ribC,0.084
infC,0.0471
rpsD,0.0207
mobA,0.1372
narJ,0.1038
Rv1986,0.2274
Rv0135c,0.1449
lppC,0.2354
Rv1126c,0.2056
Rv0078,0.0493
Rv1167c,0.1654
Rv0133,0.1443
Rv0328,0.1095
Rv3557c,0.0805
Rv0966c,0.1108
Rv3173c,0.2697
clpP1,0.017
Rv1401,0.1192
Rv3755c,0.1041
hbhA,0.0606
Rv1885c,0.2805
kstR,0.0388
Rv2949c,0.2265
snoP,0.0618
Rv0691c,0.1091
leuD,0.0508
Rv1233c,0.3114
Rv0992c,0.1385
def,0.0555
lprI,0.2118
rplV,0.0917
Rv0371c,0.1675
Rv0089,0.135
Rv1019,0.0108
ruvA,0.0811
Rv2240c,0.1035
Rv0681,0.0342
Rv2613c,0.0691
Rv2912c,0.0756
Rv2134c,0.0402
Rv1624c,0.1595
ahpC,0.0577
Rv1156,0.0534
Rv0196,0.102
PPE41,0.2506
Rv1314c,0.0966
Rv0274,0.0641
pyrR,0.066
Rv3647c,0.0723
Rv3491,0.109
Rv3657c,0.1628
pth,0.0726
Rv3832c,0.2701
dcd,0.0515
Rv0464c,0.1923
lppK,0.2791
Rv2405,0.1428
Rv2250c,0.1526
ruvC,0.0668
Rv1065,0.0838
folK,0.1916
Rv2966c,0.1285
Rv1531,0.1026
Rv3405c,0.1834
Rv1205,0.1653
rplE,0.0412
Rv0052,0.224
efp,0.0175
sigK,0.1094
Rv1780,0.054
Rv1474c,0.0446
hsaB,0.068
Rv3920c,0.0936
Rv0004,0.1654
Rv1476,0.1047
pncA,0.2186
lpqJ,0.1581
lprB,0.1104
frr,0.0336
sigC,0.0913
Rv2499c,0.0772
espD,0.1237
nuoB,0.0121
Rv0177,0.2466
Rv3054c,0.1596
fcoT,0.1996
Rv3361c,0.1203
Rv0380c,0.0397
Rv0487,0.1261
espH,0.2366
Rv2842c,0.1301
Rv2367c,0.0354
msrA,0.0829
Rv1732c,0.0588
Rv0513,0.1873
lpqE,0.1759
Rv0219,0.1427
ppiA,0.0373
Rv2843,0.1353
Rv0762c,0.0884
moaB2,0.0113
Rv2980,0.1858
bfrB,0.0947
aac,0.0787
adk,0.0522
rplQ,0.0813
Rv0047c,0.0173
PPE9,0.7596
lprC,0.0941
Rv1231c,0.1599
pyrE,0.0562
Rv2779c,0.0838
rplF,0.0341
PPE57,0.6659
rplJ,0.0197
Rv3780,0.0596
ahpD,0.1264
sigL,0.0525
Rv2256c,0.0286
Rv3847,0.0196
rimM,0.1481
TB18.6,0.0545
aroK,0.0773
Rv3572,0.1112
Rv1234,0.0346
lppP,0.1599
fxsA,0.2497
Rv0901,0.2042
Rv0481c,0.1242
Rv0461,0.2234
cobU,0.0867
recX,0.076
purE,0.1
argA,0.072
Rv2668,0.1017
mpt53,0.1123
Rv3278c,0.0656
Rv3669,0.0779
atpF,0.0912
Rv0443,0.1024
Rv0556,0.1038
Rv0245,0.0347
Rv0369c,0.1011
moaC2,0.0766
argR,0.1115
Rv2554c,0.1224
Rv0185,0.1232
Rv1571,0.1309
Rv3231c,0.0754
Rv3906c,0.1095
Rv2179c,0.0575
ilvN,0.0719
Rv0744c,0.5013
cfp2,0.1913
Rv3422c,0.1094
Rv2468c,0.0912
Rv0201c,0.218
Rv0138,0.1005
Rv0919,0.0432
hadC,0.0934
Rv0504c,0.0646
Rv1139c,0.1262
Rv2616,0.1782
Rv3733c,0.1239
Rv3753c,0.0313
ogt,0.1038
Rv2719c,0.2414
Rv0679c,0.2203
Rv0737,0.0462
Rv1382,0.1705
tpx,0.0791
Rv2683,0.0978
Rv2598,0.1657
greA,0.0175
Rv1829,0.0144
ssb,0.0321
Rv2717c,0.1159
Rv0431,0.1582
Rv0310c,0.101
Rv3258c,0.1346
Rv2327,0.079
ptpA,0.1022
Rv2991,0.074
Rv1628c,0.0803
Rv0566c,0.0316
Rv0459,0.1009
canA,0.088
Rv0580c,0.1412
Rv0875c,0.1461
ppa,0.0294
rpiB,0.0324
Rv1465,0.0783
rpsP,0.0522
Rv2844,0.1344
garA,0.0396
Rv3583c,0.0009
Rv2478c,0.1052
TB18.5,0.0971
secE1,0.1683
Rv3788,0.071
kdtB,0.0574
Rv1287,0.0524
Rv1303,0.1347
Rv2698,0.0918
Rv3237c,0.0978
smpB,0.0761
Rv3165c,0.1405
ribH,0.1099
Rv1404,0.1178
mog,0.1195
Rv2120c,0.1011
Rv0307c,0.1224
Rv3304,0.0226
lpqH,0.083
Rv0374c,0.0609
bfrA,0.0246
ispF,0.1423
dfrA,0.1372
hsp,0.1152
Rv0082,0.0804
mpt63,0.2063
Rv3605c,0.06
Rv2239c,0.0532
rimI,0.1074
hadA,0.065
Rv1276c,0.1568
Rv0857,0.2096
Rv1419,0.1382
rraA,0.05
Rv2772c,0.095
bcp,0.0921
nusB,0.0952
rpsG,0.0082
Rv1906c,0.158
Rv2778c,0.1642
Rv2851c,0.0703
Rv1025,0.065
fhaB,0.0309
dut,0.0373
bcpB,0.0727
Rv3688c,0.0403
nrdR,0.0274
rseA,0.1102
Rv1919c,0.1313
Rv1417,0.1203
spoU,0.0815
Rv1883c,0.1039
ahpE,0.0778
Rv2514c,0.1326
Rv2775,0.289
Rv0887c,0.0692
rplI,0.0466
Rv3752c,0.0316
Rv0080,0.1218
Rv1322A,0.1054
mscL,0.1356
ddn,0.2058
Rv0163,0.0945
htdZ,0.0677
Rv3678c,0.0956
rpsI,0.0255
lrpA,0.0805
nrdI,0.0697
Rv2771c,0.406
Rv3527,0.1493
ephG,0.19
Rv0912,0.1755
Rv0455c,0.193
Rv1558,0.0706
Rv2709,0.1253
Rv2324,0.0531
Rv2638,0.1966
rplM,0.0321
Rv1155,0.0457
Rv1632c,0.0661
furA,0.0667
aroD,0.0601
Rv1312,0.0641
Rv1875,0.0911
Rv0426c,0.218
Rv3718c,0.0833
Rv0854,0.1393
mec,0.0679
TB15.3,0.0395
Rv2617c,0.0977
Rv1171,0.2196
rplO,0.04
Rv2175c,0.0609
Rv0360c,0.0796
Rv0008c,0.153
Rv3162c,0.177
rsbW,0.1309
Rv3180c,0.0338
Rv1262c,0.0805
Rv1081c,0.1351
Rv1487,0.1014
Rv3369,0.0818
hspX,0.1226
sdhD,0.0836
Rv0121c,0.1292
Rv0771,0.0436
TB16.3,0.0433
Rv0910,0.0713
Rv1897c,0.134
Rv3284,0.055
Rv1546,0.1243
Rv0188,0.1386
Rv3217c,0.1535
Rv2599,0.1692
Rv0880,0.0559
Rv2166c,0.0281
hrp1,0.1275
Rv1987,0.0962
Rv2406c,0.0428
vapC38,0.1494
Rv2360c,0.1629
hadB,0.0149
Rv0441c,0.126
rplK,0.0257
Rv2704,0.1156
mutT2,0.1107
Rv2620c,0.1317
Rv0010c,0.1112
moaE2,0.0679
thiX,0.2035
Rv0474,0.0452
mmpS4,0.1374
Rv2219A,0.1956
lppE,0.2127
Rv1847,0.1382
Rv0390,0.0979
lpqV,0.2317
Rv2551c,0.2085
panD,0.0627
whiB5,0.1158
rpsK,0.039
vapC36,0.1141
Rv2887,0.112
Rv2199c,0.0209
Rv3259,0.0358
Rv0760c,0.0823
Rv2475c,0.0528
rplP,0.0187
blaI,0.0584
Rv2923c,0.1092
Rv3836,0.0661
Rv2074,0.044
Rv0049,0.0426
glbN,0.1188
Rv1598c,0.0984
mazF7,0.2923
Rv0141c,0.1475
msrB,0.0473
Rv3412,0.032
ndkA,0.0476
Rv1976c,0.2149
cspB,0.0565
vapC5,0.6801
smtB,0.1228
Rv1891,0.0926
vapC26,0.6391
Rv1903,0.0957
Rv2061c,0.0948
gcvH,0.0725
vapC40,0.4972
hns,0.2364
Rv2169c,0.0576
vapC15,0.0576
cdd,0.3283
folB,0.1201
Rv3716c,0.0843
Rv3143,0.1117
Rv2600,0.2784
rpsH,0.0095
Rv1616,0.1742
Rv3069,0.0987
espR,0.0897
Rv2183c,0.1939
tatB,0.1137
Rv1066,0.0701
Rv0523c,0.1235
acpS,0.0265
zur,0.0443
lpqS,0.3646
rplL,0.0256
Rv3750c,0.1961
Rv3705A,0.345
Rv3541c,0.0663
Rv0870c,0.0751
Rv3354,0.2583
Rv2186c,0.0916
Rv2556c,0.091
Rv0807,0.1461
rplT,0.0405
Rv3032A,0.0874
Rv2705c,0.2005
nuoA,0.0496
Rv0546c,0.0646
Rv2898c,0.0856
glbO,0.0673
Rv0313,0.0842
Rv3747,0.2357
lprD,0.097
hspR,0.0937
Rv2642,0.5241
Rv0140,0.1412
Rv2420c,0.0518
Rv3070,0.1117
Rv3675,0.2796
Rv3289c,0.1067
trxB1,0.0891
Rv0680c,0.1105
rpsM,0.0237
rpsL,0.0034
Rv0333,0.1046
Rv0401,0.123
Rv2446c,0.1373
rplN,0.0033
Rv1209,0.1242
Rv2272,0.1056
rplR,0.0331
rsfB,0.1596
Rv2694c,0.0532
Rv1824,0.0172
Rv1152,0.0267
atpC,0.039
Rv3789,0.1097
Rv0025,0.2133
Rv1342c,0.1524
csoR,0.069
Rv1767,0.2002
Rv2144c,0.2397
Rv1489,0.4138
nirD,0.0469
Rv3073c,0.1515
whiB4,0.0665
Rv2204c,0.029
Rv1810,0.4046
Rv2619c,0.069
trxC,0.0731
hisI,0.0523
Rv0039c,0.2126
yajC,0.117
espL,0.254
Rv1466,0.0527
acpM,0.03
Rv3632,0.0573
fdxC,0.0205
Rv0081,0.0968
rplS,0.014
Rv2365c,0.0718
lsr2,0.0378
Rv0061c,0.1254
cfp6,0.0925
sdhC,0.0681
Rv0559c,0.1534
glnB,0.0369
clgR,0.127
PE34,0.3389
Rv2050,0.0151
Rv3819,0.1808
Rv2639c,0.119
Rv3136A,0.1287
Rv0991c,0.122
Rv0759c,0.0559
rpoZ,0.0352
pntAb,0.0663
TB8.4,0.1645
Rv3183,0.0783
Rv0030,0.0931
Rv0692,0.1274
Rv2273,0.1753
Rv0492A,0.1326
Rv2815c,0.3022
Rv1370c,0.3022
Rv0795,0.3022
Rv2480c,0.3022
Rv1763,0.3022
Rv1757c,0.3022
Rv2648,0.3022
Rv3186,0.298
Rv3381c,0.3022
Rv2168c,0.3022
Rv2354,0.3022
Rv3325,0.3022
Rv3184,0.3022
Rv2105,0.3022
Rv2278,0.3022
Rv3474,0.3022
mmr,0.0942
Rv3706c,0.1504
esxU,0.1089
Rv0948c,0.1069
mhuD,0.0509
rplX,0.0196
Rv0531,0.1717
Rv2375,0.0487
Rv0027,0.1516
Rv2876,0.0952
rplU,0.0247
Rv2749,0.0965
PE5,0.112
espC,0.1597
Rv3440c,0.2222
Rv1892,0.0696
Rv1898,0.0734
Rv0430,0.0265
whiB3,0.0475
PE15,0.1269
Rv3204,0.0898
rpsJ,0.004
Rv0793,0.1831
Rv2901c,0.0046
Rv0028,0.0546
Rv1331,0.0565
Rv1861,0.2722
rshA,0.1423
esxT,0.0969
sseC2,0.0359
sseC1,0.0359
groES,0.0201
esxB,0.4879
Rv0543c,0.1416
Rv3760,0.1634
Rv2699c,0.0045
rplW,0.0326
PE20,0.3098
PE19,0.1277
PE18,0.1237
gatC,0.0527
nuoK,0.0213
PE25,0.3544
Rv2840c,0.0881
esxP,0.0694
esxJ,0.0738
esxK,0.0694
Rv0968,0.1662
PE22,0.06
relE,0.4803
esxG,0.0919
Rv0508,0.1583
Rv0463,0.2584
Rv3355c,0.0737
Rv2117,0.0495
Rv0250c,0.1259
esxR,0.1763
esxH,0.1445
Rv2146c,0.0444
Rv0190,0.0843
rpsF,0.0263
esxC,0.4108
esxN,0.0238
Rv2632c,0.1964
Rv0882,0.1302
Rv1159A,0.0992
Rv3269,0.0899
Rv0011c,0.0421
rpsS,0.0174
relB,0.4307
hisE,0.0421
cysO,0.0418
acyP,0.0884
whiB7,0.0926
moaD2,0.1995
Rv0544c,0.2151
Rv0879c,0.1366
Rv0424c,0.1108
TB9.4,0.1014
Rv2828A,0.0495
Rv1766,0.1193
rpsO,0.0262
Rv1083,0.1525
Rv0569,0.1413
Rv0476,0.0736
rpsT,0.0425
vapB5,0.5949
rpmA,0.0279
vapB36,0.122
Rv2342,0.101
xseB,0.1404
rpsR1,0.0341
whiB1,0.021
Rv3198A,0.1013
Rv2664,0.0872
Rv0634A,0.1916
tatA,0.1156
Rv2708c,0.0159
atpE,0.0351
Rv2908c,0.0125
vapB15,0.0766
rpmE,0.0337
Rv0787A,0.0538
Rv0460,0.1152
nrdH,0.0327
Rv0500A,0.0172
Rv0100,0.1515
Rv2468A,0.0526
mazE7,0.2623
secG,0.0184
rpmC,0.0551
Rv2520c,0.2019
Rv1684,0.1146
vapB38,0.1066
infA,0.0004
Rv1893,0.1031
TB7.3,0.0393
thiS,0.112
Rv2738c,0.0714
Rv0763c,0.0888
Rv3656c,0.0733
Rv1786,0.0842
Rv2401A,0.2133
cspA,0.0123
Rv2128,0.0912
rpmD,0.0566
pup,0.0203
rpmI,0.026
Rv1473A,0.0923
fdxD,0.0712
rpsN1,0.0285
rubB,0.0605
Rv0810c,0.0703
Rv1693,0.0956
rpmF,0.1007
rpmG2,0.0214
Rv0900,0.2466
