id	dN	dS	id_symbol
Rv3018c	0.3955	7.6211	PPE46
Rv0800	0.0878	1.5266	pepC
Rv3545c	0.0673	1.2741	cyp125
Rv1095	0.0238	1.2052	phoH2
Rv2673	0.0755	0.9692	aftC
Rv2631	0.1093	1.5609	Rv2631
Rv3704c	0.1315	1.5063	gshA
Rv0357c	0.0427	0.8602	purA
Rv3630	0.1179	1.0632	Rv3630
Rv2284	0.2343	2.1024	lipM
Rv0015c	0.0746	0.8233	pknA
Rv0896	0.0409	1.3657	gltA2
Rv1159	0.1286	0.8955	pimE
Rv2344c	0.07	0.8745	dgt
Rv1901	0.102	1.3805	cinA
Rv1381	0.0446	1.13	pyrC
Rv2684	0.1113	1.1174	arsA
Rv1023	0.0339	1.3531	eno
Rv3276c	0.093	1.1622	purK
Rv0337c	0.0321	0.8717	aspC
Rv1559	0.0421	1.0321	ilvA
Rv1497	0.1747	2.1133	lipL
Rv2195	0.0847	0.9742	qcrA
Rv2266	0.0835	1.0321	cyp124
Rv1771	0.1113	1.3564	Rv1771
Rv0467	0.0222	1.2856	icl1
Rv1770	0.1208	1.6853	Rv1770
Rv0924c	0.1226	1.1395	mntH
Rv3229c	0.0909	1.1667	desA3
Rv0447c	0.1274	0.9528	ufaA1
Rv2181	0.1094	1.2564	Rv2181
Rv1093	0.0447	1.587	glyA1
Rv1524	0.2118	1.3383	Rv1524
Rv2457c	0.0057	1.1156	clpX
Rv0994	0.0401	0.9154	moeA1
Rv1200	0.303	4.6362	Rv1200
Rv3703c	0.0852	0.7844	Rv3703c
Rv0845	0.1802	1.2806	Rv0845
Rv1415	0.0147	1.1136	ribA2
Rv1689	0.0648	1.0194	tyrS
Rv1808	0.3383	6.9902	PPE32
Rv3163c	0.1033	0.9118	Rv3163c
Rv2580c	0.0462	1.6909	hisS
Rv2921c	0.0822	1.2626	ftsY
Rv2939	0.0876	0.541	papA5
Rv1902c	0.0719	1.0495	nanT
Rv0772	0.0802	1.055	purD
Rv0227c	0.0893	1.1787	Rv0227c
Rv3709c	0.0265	1.1037	ask
Rv3720	0.0632	0.8919	Rv3720
Rv3311	0.1036	1.2305	Rv3311
Rv1004c	0.5888	12.6271	Rv1004c
Rv1258c	0.1315	1.0279	Rv1258c
Rv2449c	0.1017	1.0359	Rv2449c
Rv3834c	0.061	1.1599	serS
Rv1391	0.0434	1.0542	dfp
Rv2953	0.0481	0.533	Rv2953
Rv1315	0.0119	0.9895	murA
Rv1464	0.0774	1.3291	csd
Rv2387	0.1365	1.6606	Rv2387
Rv0545c	0.088	1.3522	pitA
Rv1277	0.0865	1.314	Rv1277
Rv2553c	0.1382	0.9231	Rv2553c
Rv2245	0.0278	0.9406	kasA
Rv3252c	0.1194	1.2016	alkB
Rv3775	0.062	1.1218	lipE
Rv3640c	0.2906	97.8464	Rv3640c
Rv1108c	0.0668	0.9241	xseA
Rv3292	0.0987	1.5503	Rv3292
Rv2427c	0.0748	1.5054	proA
Rv3032	0.0517	1.06	Rv3032
Rv2242	0.0428	0.8999	Rv2242
Rv2130c	0.068	0.9749	mshC
Rv1872c	0.0669	1.1062	lldD2
Rv1769	0.0933	1.4002	Rv1769
Rv1125	0.1688	1.3043	Rv1125
Rv0778	0.1125	1.8307	cyp126
Rv3712	0.0631	1.4033	Rv3712
Rv2870c	0.068	1.0513	dxr
Rv0191	0.1201	1.3282	Rv0191
Rv3578	0.1154	1.4019	arsB2
Rv0914c	0.0752	1.1849	Rv0914c
Rv0204c	0.0483	1.1546	Rv0204c
Rv1437	0.0921	1.1224	pgk
Rv1869c	0.1146	1.277	Rv1869c
Rv0074	0.1584	0.6284	Rv0074
Rv1612	0.0491	1.133	trpB
Rv0490	0.0724	0.9889	senX3
Rv2153c	0.089	1.4193	murG
Rv3497c	0.0859	1.1289	mce4C
Rv3152	0.0674	1.0104	nuoH
Rv0975c	0.0619	1.2352	fadE13
Rv3339c	0.037	1.0105	icd1
Rv3042c	0.0581	1.0426	serB2
Rv3560c	0.0498	0.9285	fadE30
Rv0311	0.1092	1.2939	Rv0311
Rv3423c	0.0723	1.1912	alr
Rv1787	0.2697	1.0786	PPE25
Rv3255c	0.0807	0.8572	manA
Rv0561c	0.0784	0.9098	Rv0561c
Rv2518c	0.0702	1.1315	ldtB
Rv3786c	0.1524	0.9979	Rv3786c
Rv1631	0.1139	1.3529	coaE
Rv0228	0.0938	1.3147	Rv0228
Rv2294	0.1227	1.0811	Rv2294
Rv3212	0.0869	1.2056	Rv3212
Rv3915	0.0514	0.8486	Rv3915
Rv0688	0.0716	1.0874	Rv0688
Rv1797	0.1661	1.4182	eccE5
Rv2963	0.0792	1.1598	Rv2963
Rv0391	0.0451	1.2846	metZ
Rv3532	0.2707	1.5566	PPE61
Rv1074c	0.0414	1.028	fadA3
Rv2689c	0.1228	0.8948	Rv2689c
Rv1256c	0.0848	1.1098	cyp130
Rv0438c	0.1084	1.239	moeA2
Rv3330	0.0895	1.1558	dacB1
Rv2847c	0.0493	0.8424	cysG
Rv0530	0.137	1.5392	Rv0530
Rv1302	0.0422	1.1037	rfe
Rv1213	0.0141	1.6955	glgC
Rv2869c	0.0844	0.982	rip
Rv3446c	0.2601	1.4935	Rv3446c
Rv0589	0.2656	2.1835	mce2A
Rv1653	0.074	0.9499	argJ
Rv0154c	0.0491	0.9905	fadE2
Rv0368c	0.156	1.0875	Rv0368c
Rv0859	0.0179	0.9232	fadA
Rv1392	0.0239	0.9532	metK
Rv0002	0.0814	1.2824	dnaN
Rv1001	0.0684	1.0902	arcA
Rv3864	0.3085	1.4201	espE
Rv1627c	0.0501	1.2385	Rv1627c
Rv0173	0.1242	1.4994	lprK
Rv2416c	0.1447	0.9971	eis
Rv2540c	0.0492	1.3746	aroF
Rv3140	0.0391	1.0631	fadE23
Rv3644c	0.0635	0.9516	Rv3644c
Rv2790c	0.0757	2.2615	ltp1
Rv3499c	0.0962	1.3879	mce4A
Rv1812c	0.1242	1.067	Rv1812c
Rv0293c	0.1413	0.9773	Rv0293c
Rv1655	0.088	1.2474	argD
Rv3504	0.04	1.0281	fadE26
Rv1807	0.2419	3.3502	PPE31
Rv2176	0.1087	1.0717	pknL
Rv3809c	0.0475	0.8756	glf
Rv3778c	0.0727	1.193	Rv3778c
Rv1658	0.021	2.0918	argG
Rv3518c	0.0434	0.9746	cyp142
Rv0858c	0.0641	1.2216	dapC
Rv3726	0.4313	70.3936	Rv3726
Rv1462	0.0809	1.2928	Rv1462
Rv0269c	0.0934	1.2459	Rv0269c
Rv3671c	0.0848	1.2472	Rv3671c
Rv3604c	0.2341	1.1531	Rv3604c
Rv0694	0.0644	0.93	lldD1
Rv0685	0.0173	0.8803	tuf
Rv2165c	0.125	1.0089	Rv2165c
Rv3359	0.0482	1.0909	Rv3359
Rv3618	0.0637	1.0829	Rv3618
Rv0400c	0.0548	1.1971	fadE7
Rv0352	0.023	0.9198	dnaJ1
Rv2500c	0.0591	1.1622	fadE19
Rv3523	0.0305	1.5254	ltp3
Rv2768c	0.1558	1.4671	PPE43
Rv3306c	0.0787	0.8865	amiB1
Rv3570c	0.0337	1.0697	hsaA
Rv2463	0.1115	1.227	lipP
Rv3272	0.0977	1.1397	Rv3272
Rv3025c	0.0752	0.904	iscS
Rv1785c	0.102	1.0955	cyp143
Rv1057	0.2874	1.7919	Rv1057
Rv2495c	0.1003	1.3451	bkdC
Rv2625c	0.2195	2.3371	Rv2625c
Rv0889c	0.051	0.9775	citA
Rv1697	0.035	1.4509	Rv1697
Rv1238	0.0912	1.1776	sugC
Rv3616c	0.1602	0.5519	espA
Rv3863	0.1715	1.1202	Rv3863
Rv3206c	0.0485	1.1526	moeB1
Rv3546	0.0587	1.516	fadA5
Rv2352c	0.216	1.9603	PPE38
Rv3372	0.1268	1.2725	otsB2
Rv0693	0.0603	1.1931	pqqE
Rv1196	0.4365	1.9453	PPE18
Rv0752c	0.058	1.1072	fadE9
Rv3700c	0.1091	1.0993	Rv3700c
Rv1229c	0.0564	1.0248	mrp
Rv0075	0.091	0.9845	Rv0075
Rv0385	0.0914	1.0547	Rv0385
Rv2072c	0.1331	1.2572	cobL
Rv3305c	0.047	1.1533	amiA1
Rv0823c	0.0403	1.1839	Rv0823c
Rv2896c	0.0957	1.345	Rv2896c
Rv3274c	0.0202	0.7684	fadE25
Rv1323	0.0542	1.1423	fadA4
Rv2739c	0.0929	0.9304	Rv2739c
Rv0331	0.0992	0.9846	Rv0331
Rv0237	0.1729	1.3221	lpqI
Rv0972c	0.0476	1.2845	fadE12
Rv3565	0.074	1.2095	aspB
Rv1079	0.0536	1.2618	metB
Rv0575c	0.1096	1.2472	Rv0575c
Rv1212c	0.0939	0.7272	glgA
Rv0951	0.0333	1.5969	sucC
Rv3543c	0.0478	1.2274	fadE29
Rv2868c	0.0373	1.2695	gcpE
Rv2724c	0.0635	1.1957	fadE20
Rv3526	0.036	1.2394	kshA
Rv1569	0.1057	0.9738	bioF1
Rv3556c	0.0735	1.8052	fadA6
Rv0988	0.1984	1.9135	Rv0988
Rv3680	0.041	1.2775	Rv3680
Rv3540c	0.0392	1.4107	ltp2
Rv3236c	0.1012	1.3171	Rv3236c
Rv0409	0.1416	1.4955	ackA
Rv0003	0.128	1.5197	recF
Rv2190c	0.1448	2.0205	Rv2190c
Rv2188c	0.0832	0.9041	pimB
Rv0225	0.0827	0.8626	Rv0225
Rv3529c	0.0657	1.1222	Rv3529c
Rv3495c	0.1043	1.3831	lprN
Rv1254	0.1132	1.1428	Rv1254
Rv2259	0.0486	0.976	mscR
Rv3332	0.1671	1.1171	nagA
Rv3161c	0.1639	0.8998	Rv3161c
Rv2328	0.4353	0.8141	PE23
Rv2373c	0.0502	0.9645	dnaJ2
Rv2951c	0.0639	0.6245	Rv2951c
Rv0260c	0.1296	1.4938	Rv0260c
Rv1488	0.0356	1.1834	Rv1488
Rv1600	0.0793	1.3034	hisC1
Rv0062	0.1608	0.719	celA1
Rv1887	0.2339	1.4807	Rv1887
Rv0574c	0.1361	0.6412	Rv0574c
Rv3230c	0.0826	1.3798	Rv3230c
Rv0376c	0.0881	1.018	Rv0376c
Rv2230c	0.0871	0.9448	Rv2230c
Rv2211c	0.0544	0.9704	gcvT
Rv2184c	0.0784	0.7908	Rv2184c
Rv3341	0.0644	0.9936	metA
Rv2150c	0.0119	1.3816	ftsZ
Rv0557	0.101	0.6646	mgtA
Rv3105c	0.038	0.8665	prfB
Rv1879	0.1097	1.1053	Rv1879
Rv2610c	0.0911	1.0155	pimA
Rv3168	0.0914	1.1755	Rv3168
Rv3562	0.0515	1.3999	fadE31
Rv0272c	0.0987	0.8157	Rv0272c
Rv1367c	0.0974	1.2381	Rv1367c
Rv1479	0.0398	0.9709	moxR1
Rv0501	0.0597	0.8849	galE2
Rv0365c	0.0874	1.3143	Rv0365c
Rv1383	0.0655	0.9898	carA
Rv2970c	0.1368	1.0395	lipN
Rv3758c	0.1352	1.1356	proV
Rv0884c	0.0593	1.2055	serC
Rv1894c	0.0308	1.2668	Rv1894c
Rv2439c	0.0661	1.1444	proB
Rv0433	0.0391	1.1541	Rv0433
Rv3531c	0.073	0.9531	Rv3531c
Rv2089c	0.0872	1.3743	pepE
Rv1533	0.0719	1.6456	Rv1533
Rv2388c	0.0875	1.1062	hemN
Rv3410c	0.0463	1.3586	guaB3
Rv0761c	0.0542	1.2563	adhB
Rv0934	0.0709	1.1279	pstS1
Rv3169	0.0739	1.39	Rv3169
Rv3006	0.0292	1.2593	lppZ
Rv1448c	0.0965	1.1346	tal
Rv3505	0.0925	0.8858	fadE27
Rv2454c	0.0526	1.0893	Rv2454c
Rv2981c	0.0654	0.9061	ddlA
Rv0505c	0.071	1.5703	serB1
Rv0906	0.1208	1.0928	Rv0906
Rv0848	0.09	0.9897	cysK2
Rv3215	0.1495	1.1625	entC
Rv2856	0.1052	1.1705	nicT
Rv1260	0.5156	73.3527	Rv1260
Rv2535c	0.0748	0.8833	pepQ
Rv2780	0.0624	1.2061	ald
Rv1922	0.2014	1.241	Rv1922
Rv1157c	0.1099	1.1301	Rv1157c
Rv1106c	0.1418	1.5648	Rv1106c
Rv2915c	0.0906	1.2818	Rv2915c
Rv0932c	0.1073	1.0146	pstS2
Rv2192c	0.0846	1.2428	trpD
Rv0182c	0.108	1.326	sigG
Rv0928	0.1324	1.265	pstS3
Rv0179c	0.1049	1.1924	lprO
Rv1859	0.1219	1.3918	modC
Rv3071	0.1654	0.9553	Rv3071
Rv2670c	0.0591	1.3154	Rv2670c
Rv0482	0.1094	1.0548	murB
Rv0811c	0.1044	0.9678	Rv0811c
Rv3873	0.2092	1.3654	PPE68
Rv2210c	0.0531	0.7819	ilvE
Rv1729c	0.0553	0.3044	Rv1729c
Rv0205	0.117	1.0787	Rv0205
Rv2497c	0.0812	0.9292	bkdA
Rv3024c	0.0657	0.8558	trmU
Rv3921c	0.084	1.3799	Rv3921c
Rv0155	0.0364	1.3797	pntAa
Rv1239c	0.0899	1.5725	corA
Rv3313c	0.0508	1.4316	add
Rv3629c	0.126	1.8389	Rv3629c
Rv2231c	0.1454	0.9039	cobC
Rv2761c	0.2223	2.117	hsdS
Rv2228c	0.1045	1.2365	Rv2228c
Rv0809	0.0566	0.8695	purM
Rv2200c	0.0596	1.2672	ctaC
Rv2064	0.1666	1.1915	cobG
Rv3564	0.0829	1.3651	fadE33
Rv1009	0.0768	1.0851	rpfB
Rv0542c	0.1001	1.3897	menE
Rv2538c	0.0564	1.3474	aroB
Rv1178	0.0756	1.6224	Rv1178
Rv1099c	0.0398	1.3311	glpX
Rv0209	0.2183	2.1739	Rv0209
Rv2207	0.0884	1.3093	cobT
Rv0869c	0.0923	1.1152	moaA2
Rv1607	0.1329	1.2578	chaA
Rv3035	0.1032	0.8981	Rv3035
Rv2038c	0.1079	1.2897	Rv2038c
Rv1143	0.0781	1.1051	mcr
Rv0132c	0.1287	1.2727	fgd2
Rv1295	0.0388	1.6993	thrC
Rv1063c	0.119	1.2724	Rv1063c
Rv3264c	0.0676	1.1325	manB
Rv2173	0.1292	1.3008	idsA2
Rv3575c	0.036	1.305	Rv3575c
Rv1184c	0.2696	1.4543	Rv1184c
Rv0655	0.0272	0.8349	mkl
Rv0855	0.0721	0.9894	far
Rv2156c	0.0315	1.1124	murX
Rv3044	0.1043	0.8991	fecB
Rv3586	0.0486	0.855	Rv3586
Rv3037c	0.12	0.9989	Rv3037c
Rv2138	0.1244	0.774	lppL
Rv0996	0.1429	1.1258	Rv0996
Rv0926c	0.0716	0.9886	Rv0926c
Rv2205c	0.0983	0.8397	Rv2205c
Rv3692	0.0473	0.7665	moxR2
Rv0502	0.0464	1.2701	Rv0502
Rv3731	0.0765	1.1333	ligC
Rv3571	0.0681	1.2729	kshB
Rv1299	0.0442	0.7991	prfA
Rv1112	0.0442	1.2697	Rv1112
Rv2139	0.0735	1.0043	pyrD
Rv2678c	0.0763	0.969	hemE
Rv3785	0.1958	1.4047	Rv3785
Rv0215c	0.0552	1.048	fadE3
Rv2777c	0.0815	1.0304	Rv2777c
Rv2400c	0.1375	1.0456	subI
Rv3617	0.0854	1.2702	ephA
Rv0125	0.1705	1.3366	pepA
Rv3553	0.0606	1.6483	Rv3553
Rv3200c	0.1446	1.2851	Rv3200c
Rv3522	0.0675	0.9398	ltp4
Rv1059	0.0547	1.1626	Rv1059
Rv1202	0.063	1.5425	dapE
Rv3772	0.0697	1.4856	hisC2
Rv1665	0.0919	0.9695	pks11
Rv2258c	0.1138	1.0292	Rv2258c
Rv1660	0.0764	1.5294	pks10
Rv1692	0.111	1.0795	Rv1692
Rv3659c	0.0589	1.0006	Rv3659c
Rv2712c	0.1326	1.1309	Rv2712c
Rv1652	0.0711	1.3359	argC
Rv2368c	0.0297	1.3119	phoH1
Rv3761c	0.0935	1.0746	fadE36
Rv1645c	0.0865	1.0503	Rv1645c
Rv2397c	0.0594	1.2773	cysA1
Rv2609c	0.1086	0.9641	Rv2609c
Rv3498c	0.0761	1.0314	mce4B
Rv3660c	0.1074	0.9032	Rv3660c
Rv3626c	0.1041	0.9421	Rv3626c
Rv0690c	0.1864	0.9964	Rv0690c
Rv1594	0.0568	1.1203	nadA
Rv1589	0.052	1.068	bioB
Rv2563	0.1117	0.6982	Rv2563
Rv0830	0.1061	1.5694	Rv0830
Rv0479c	0.1803	1.4223	Rv0479c
Rv2423	0.1387	0.674	Rv2423
Rv2496c	0.0745	1.0796	bkdB
Rv2841c	0.0309	1.1038	nusA
Rv3520c	0.0521	1.2755	Rv3520c
Rv3457c	0.0131	0.7536	rpoA
Rv0791c	0.1395	1.0239	Rv0791c
Rv3918c	0.0399	1.1327	parA
Rv1862	0.0723	1.2081	adhA
Rv3045	0.0636	1.3325	adhC
Rv0536	0.0664	0.9044	galE3
Rv1622c	0.0757	0.978	cydB
Rv0170	0.1296	1.6887	mce1B
Rv3684	0.044	0.9145	Rv3684
Rv3534c	0.0327	1.4689	hsaF
Rv3730c	0.0698	1.6484	Rv3730c
Rv3256c	0.1209	0.952	Rv3256c
Rv3056	0.1166	0.9352	dinP
Rv3651	0.1176	0.9924	Rv3651
Rv1841c	0.1133	1.1943	Rv1841c
Rv3708c	0.0534	1.3288	asd
Rv1071c	0.1094	0.986	echA9
Rv2781c	0.0984	0.8683	Rv2781c
Rv3191c	0.4868	4.4128	Rv3191c
Rv2592c	0.0102	1.1971	ruvB
Rv0363c	0.0642	1.5864	fba
Rv1485	0.1158	1.1066	hemZ
Rv3127	0.2017	1.3441	Rv3127
Rv3419c	0.0511	0.9748	gcp
Rv1333	0.1076	1.4698	Rv1333
Rv3917c	0.077	1.3226	parB
Rv2374c	0.0441	0.7974	hrcA
Rv3010c	0.0389	1.3674	pfkA
Rv3524	0.3576	1.3067	Rv3524
Rv3843c	0.192	1.139	Rv3843c
Rv0837c	0.0179	0.0523	Rv0837c
Rv1422	0.0494	0.7786	Rv1422
Rv3888c	0.1564	4.1436	Rv3888c
Rv1543	0.0627	1.4938	Rv1543
Rv1649	0.0601	0.7648	pheS
Rv2715	0.081	1.1856	Rv2715
Rv0564c	0.0387	1.4863	gpdA1
Rv2568c	0.1028	1.3634	Rv2568c
Rv2578c	0.078	1.0413	Rv2578c
Rv0415	0.0751	1.0178	thiO
Rv0139	0.1083	1.2645	Rv0139
Rv0885	0.0626	0.9414	Rv0885
Rv1122	0.1224	1.3316	gnd2
Rv1360	0.503	14.7979	Rv1360
Rv0129c	0.0599	0.7493	fbpC
Rv3679	0.0584	1.0764	Rv3679
Rv3194c	0.0954	1.0262	Rv3194c
Rv3544c	0.1173	1.3137	fadE28
Rv2029c	0.2027	2.142	pfkB
Rv1436	0.0319	1.1276	gap
Rv1409	0.0926	1.0923	ribG
Rv3804c	0.0665	0.8621	fbpA
Rv0935	0.0972	1.0387	pstC1
Rv0824c	0.106	1.8465	desA1
Rv1138c	0.0948	0.9749	Rv1138c
Rv0216	0.1301	1.1555	Rv0216
Rv3015c	0.1147	1.0938	Rv3015c
Rv3336c	0.0716	1.051	trpS
Rv2995c	0.0693	1.404	leuB
Rv0407	0.0301	1.0568	fgd1
Rv3802c	0.1107	1.029	Rv3802c
Rv2837c	0.1141	1.2522	Rv2837c
Rv3707c	0.0612	0.963	Rv3707c
Rv1481	0.0298	1.3699	Rv1481
Rv0562	0.1156	1.6309	grcC1
Rv3913	0.0608	1.1783	trxB2
Rv3856c	0.0714	1.2698	Rv3856c
Rv1110	0.073	1.3022	lytB2
Rv1912c	0.0647	1.0921	fadB5
Rv2982c	0.0844	0.9246	gpdA2
Rv1496	0.0753	1.2031	Rv1496
Rv2977c	0.1258	1.009	thiL
Rv3691	0.1736	0.9625	Rv3691
Rv3001c	0.0519	1.5909	ilvC
Rv0998	0.1591	1.7446	Rv0998
Rv0950c	0.1517	1.3064	Rv0950c
Rv3131	0.2465	3.2467	Rv3131
Rv2096c	0.0895	1.2392	pafB
Rv1285	0.0316	0.9066	cysD
Rv2025c	0.1092	1.4843	Rv2025c
Rv0292	0.2411	1.0475	eccE3
Rv3261	0.0999	0.9169	fbiA
Rv2032	0.3279	1.7779	acg
Rv3464	0.0518	1.5286	rmlB
Rv2936	0.0737	0.5348	drrA
Rv2786c	0.0434	1.1646	ribF
Rv3694c	0.1032	1.1951	Rv3694c
Rv2564	0.0918	0.7467	glnQ
Rv0265c	0.1044	1.1412	Rv0265c
Rv3228	0.0477	0.9765	Rv3228
Rv0512	0.0575	1.1876	hemB
Rv3711c	0.1045	0.9916	dnaQ
Rv1240	0.0343	1.4123	mdh
Rv1188	0.1084	1.2003	Rv1188
Rv0493c	0.1076	0.8193	Rv0493c
Rv3777	0.1205	1.367	Rv3777
Rv0411c	0.0828	1.4104	glnH
Rv0496	0.0552	0.8447	Rv0496
Rv1454c	0.0981	1.3467	qor
Rv3670	0.078	0.9201	ephE
Rv3038c	0.0817	1.3175	Rv3038c
Rv1111c	0.2128	1.1979	Rv1111c
Rv1538c	0.1547	1.0178	ansA
Rv0899	0.2536	1.152	ompA
Rv1017c	0.0217	0.781	prsA
Rv0230c	0.0466	1.5032	php
Rv0728c	0.0958	0.9927	serA2
Rv0553	0.1172	1.1086	menC
Rv3784	0.0862	1.6427	Rv3784
Rv1860	0.1743	1.1587	apa
Rv1283c	0.0819	1.1855	oppB
Rv1300	0.1375	0.9371	hemK
Rv0281	0.1067	1.0892	Rv0281
Rv1423	0.0233	1.0846	whiA
Rv2410c	0.0394	0.8176	Rv2410c
Rv1886c	0.0707	1.6507	fbpB
Rv1208	0.0963	1.1252	gpgS
Rv3048c	0.0219	1.1152	nrdF2
Rv2795c	0.0508	0.8258	Rv2795c
Rv2202c	0.0889	0.9533	adoK
Rv2714	0.05	0.8512	Rv2714
Rv2707	0.118	1.3314	Rv2707
Rv0529	0.0736	1.2168	ccsA
Rv2037c	0.0661	0.8971	Rv2037c
Rv0929	0.0843	1.2611	pstC2
Rv1336	0.0516	0.9627	cysM
Rv3141	0.0756	1.1432	fadB4
Rv3625c	0.1093	0.9302	mesJ
Rv2710	0.0161	0.7946	sigB
Rv0176	0.335	2.174	Rv0176
Rv0149	0.081	0.8647	Rv0149
Rv3579c	0.0597	1.2333	Rv3579c
Rv0021c	0.7274	65.3991	Rv0021c
Rv3218	0.0896	1.2417	Rv3218
Rv3701c	0.0918	1.3003	Rv3701c
Rv0377	0.0443	1.0044	Rv0377
Rv3838c	0.077	0.8592	pheA
Rv3164c	0.0454	0.9607	moxR3
Rv1400c	0.1013	0.9981	lipI
Rv1905c	0.1736	1.6172	aao
Rv3563	0.1243	0.9573	fadE32
Rv3166c	0.2696	1.1265	Rv3166c
Rv3683	0.0515	1.062	Rv3683
Rv1380	0.0393	1.0563	pyrB
Rv1026	0.1077	0.963	Rv1026
Rv1399c	0.1322	1.4798	nlhH
Rv3028c	0.0344	1.0683	fixB
Rv1708	0.0464	1.1867	Rv1708
Rv1935c	0.2973	4.7322	echA13
Rv1207	0.0733	0.7332	folP2
Rv0805	0.0861	0.8017	Rv0805
Rv1201c	0.0401	0.8642	dapD
Rv2263	0.0756	1.1154	Rv2263
Rv1480	0.0579	1.1426	Rv1480
Rv0145	0.1282	1.1824	Rv0145
Rv2985	0.103	0.9668	mutT1
Rv1010	0.081	0.7759	ksgA
Rv2005c	0.1758	1.1142	Rv2005c
Rv3502c	0.0978	0.9686	Rv3502c
Rv1296	0.0931	0.9229	thrB
Rv0084	0.0709	1.6703	hycD
Rv1647	0.1428	0.9447	Rv1647
Rv2611c	0.134	1.343	Rv2611c
Rv1845c	0.0456	1.3812	blaR
Rv1124	0.0986	1.4748	ephC
Rv2095c	0.1021	1.5705	pafC
Rv2413c	0.059	1.0232	Rv2413c
Rv0819	0.1371	1.2169	mshD
Rv3759c	0.1051	0.9718	proX
Rv2569c	0.0559	1.1806	Rv2569c
Rv1698	0.1198	0.9977	mctB
Rv2727c	0.1011	1.0758	miaA
Rv0117	0.0965	1.0631	oxyS
Rv2151c	0.1306	1.3121	ftsQ
Rv2766c	0.0588	1.176	Rv2766c
Rv0233	0.091	1.0498	nrdB
Rv0548c	0.0246	1.2096	menB
Rv3634c	0.0545	1.3977	galE1
Rv3767c	0.1235	1.3826	Rv3767c
Rv2905	0.1626	1.9491	lppW
Rv3199c	0.088	1.2067	nudC
Rv0713	0.2424	1.5884	Rv0713
Rv2236c	0.1387	1.2109	cobD
Rv1458c	0.043	0.9345	Rv1458c
Rv1092c	0.0317	0.7172	coaA
Rv2282c	0.226	2.7437	Rv2282c
Rv1406	0.0764	0.8271	fmt
Rv0673	0.0352	1.2175	echA4
Rv3328c	0.1133	1.1093	sigJ
Rv2218	0.0467	1.2852	lipA
Rv1218c	0.0646	0.9583	Rv1218c
Rv1701	0.0539	1.032	Rv1701
Rv3542c	0.0765	1.6362	Rv3542c
Rv0439c	0.1052	1.2598	Rv0439c
Rv3695	0.101	1.0553	Rv3695
Rv2334	0.0641	1.6732	cysK1
Rv1456c	0.0765	0.8867	Rv1456c
Rv0146	0.1097	0.9432	Rv0146
Rv0040c	0.1911	1.4076	mtc28
Rv0497	0.2515	1.0726	Rv0497
Rv3602c	0.0952	1.0788	panC
Rv0510	0.0562	0.4716	hemC
Rv2776c	0.0856	1.0908	Rv2776c
Rv2252	0.1257	1.0235	Rv2252
Rv1172c	0.2586	1.3214	PE12
Rv1451	0.0748	1.485	ctaB
Rv0930	0.107	1.1491	pstA1
Rv3104c	0.1444	1.9539	Rv3104c
Rv0142	0.11	0.9394	Rv0142
Rv2093c	0.0388	1.5163	tatC
Rv3393	0.1318	0.9286	iunH
Rv3665c	0.0514	0.9316	dppB
Rv1540	0.0333	1.1164	Rv1540
Rv2582	0.117	1.5348	ppiB
Rv3787c	0.1467	1.1679	Rv3787c
Rv1357c	0.1556	1.0052	Rv1357c
Rv3075c	0.0581	1.1393	Rv3075c
Rv1823	0.1106	1.354	Rv1823
Rv1236	0.0681	0.9426	sugA
Rv2068c	0.2214	2.9097	blaC
Rv1656	0.0649	0.8859	argF
Rv1855c	0.1602	2.2073	Rv1855c
Rv1695	0.0434	1.0581	ppnK
Rv1011	0.0415	0.9683	ispE
Rv2881c	0.1563	1.6952	cdsA
Rv0993	0.0502	1.0605	galU
Rv2385	0.1588	1.2619	mbtJ
Rv0276	0.1508	1.3833	Rv0276
Rv3300c	0.1063	1.0515	Rv3300c
Rv1309	0.0558	0.9678	atpG
Rv1191	0.0736	1.0563	Rv1191
Rv3782	0.0648	0.7928	glfT1
Rv3266c	0.1132	0.8138	rmlD
Rv3589	0.1157	1.123	mutY
Rv3298c	0.1671	1.0558	lpqC
Rv3548c	0.0649	1.3064	Rv3548c
Rv0456c	0.0309	1.1459	echA2
Rv2436	0.1665	1.4419	rbsK
Rv0007	0.1859	1.2399	Rv0007
Rv1324	0.1238	1.167	Rv1324
Rv3521	0.0794	1.2365	Rv3521
Rv0954	0.2212	1.2384	Rv0954
Rv3535c	0.0485	1.1475	hsaG
Rv0952	0.0386	1.2198	sucD
Rv1446c	0.0473	1.142	opcA
Rv0774c	0.11	0.9948	Rv0774c
Rv1985c	0.1557	2.8859	Rv1985c
Rv1170	0.1334	1.7059	mshB
Rv3603c	0.0688	1.0647	Rv3603c
Rv2316	0.0897	1.1456	uspA
Rv3473c	0.1213	1.8631	bpoA
Rv2323c	0.1174	1.8128	Rv2323c
Rv3806c	0.0787	0.86	ubiA
Rv2458	0.1127	1.105	mmuM
Rv0428c	0.182	1.1059	Rv0428c
Rv2243	0.0738	0.8511	fabD
Rv0650	0.1031	1.2781	Rv0650
Rv0503c	0.0919	2.5769	cmaA2
Rv0381c	0.1286	1.1942	Rv0381c
Rv2277c	0.1148	0.682	Rv2277c
Rv3754	0.1021	0.8365	tyrA
Rv0936	0.0925	0.9766	pstA2
