id	dN	dS	id_symbol
Rv1406	0.1051	1.171	fmt
Rv2218	0.0679	1.3738	lipA
Rv1701	0.0824	1.3677	Rv1701
Rv1456c	0.1018	1.2686	Rv1456c
Rv0040c	0.2247	1.6704	mtc28
Rv0497	0.3041	1.5317	Rv0497
Rv3602c	0.1036	1.282	panC
Rv0510	0.0737	0.5941	hemC
Rv1451	0.081	1.4873	ctaB
Rv0930	0.1191	1.2884	pstA1
Rv2093c	0.071	1.4337	tatC
Rv1540	0.0598	1.2735	Rv1540
Rv2582	0.1795	1.803	ppiB
Rv1357c	0.1679	1.2198	Rv1357c
Rv1236	0.0974	1.5499	sugA
Rv1656	0.0783	1.1614	argF
Rv1695	0.0675	1.3116	ppnK
Rv1011	0.0715	1.1622	ispE
Rv2881c	0.1862	1.4265	cdsA
Rv0993	0.0579	1.4215	galU
Rv1309	0.086	1.3343	atpG
Rv3782	0.1022	1.0856	glfT1
Rv3266c	0.1697	1.3554	rmlD
Rv3589	0.1475	1.2709	mutY
Rv0468	0.0533	1.244	fadB2
Rv3298c	0.2058	1.1218	lpqC
Rv0007	0.3048	1.3006	Rv0007
Rv1324	0.1724	1.5767	Rv1324
Rv0954	0.3113	1.2855	Rv0954
Rv0952	0.0721	2.4367	sucD
Rv1170	0.1583	1.4946	mshB
Rv3603c	0.1888	1.5416	Rv3603c
Rv2316	0.0952	1.4762	uspA
Rv3806c	0.0939	1.4115	ubiA
Rv2458	0.1328	1.3969	mmuM
Rv2243	0.0939	1.5098	fabD
Rv0503c	0.1026	2.5706	cmaA2
Rv3754	0.1323	1.1267	tyrA
Rv3265c	0.0888	1.2873	wbbL1
Rv1245c	0.1241	1.5856	Rv1245c
Rv0642c	0.0515	1.2018	mmaA4
Rv2216	0.0937	1.3431	Rv2216
Rv0646c	0.1511	1.7225	lipG
Rv1421	0.0449	0.8571	Rv1421
Rv2172c	0.1036	0.9388	Rv2172c
Rv2753c	0.0709	1.1678	dapA
Rv2040c	0.1025	1.651	Rv2040c
Rv3034c	0.0521	1.6598	Rv3034c
Rv1618	0.0797	1.2459	tesB1
Rv0263c	0.1229	1.8164	Rv0263c
Rv2364c	0.0959	1.2983	era
Rv1794	0.0627	1.8496	Rv1794
Rv3803c	0.1435	1.2136	fbpD
Rv2198c	0.1661	1.0436	mmpS3
Rv2606c	0.0522	1.2811	snzP
Rv2894c	0.0853	1.6283	xerC
Rv2793c	0.1414	1.3465	truB
Rv0780	0.1047	1.3871	purC
Rv3101c	0.1045	1.756	ftsX
Rv3283	0.0873	1.2132	sseA
Rv1076	0.1224	1.7881	lipU
Rv0495c	0.0938	1.083	Rv0495c
Rv2361c	0.0715	1.2123	Rv2361c
Rv0500	0.1074	1.2386	proC
Rv0289	0.1455	1.4502	espG3
Rv0168	0.0855	1.5901	yrbE1B
Rv1654	0.061	1.1669	argB
Rv2903c	0.1707	1.3964	lepB
Rv0470c	0.1011	2.0944	pcaA
Rv0534c	0.1138	2.0191	menA
Rv3205c	0.0707	1.1227	Rv3205c
Rv2125	0.0901	1.8099	Rv2125
Rv1096	0.0994	1.4723	Rv1096
Rv2110c	0.1031	1.4171	prcB
Rv1282c	0.1104	1.3111	oppC
Rv2701c	0.1319	1.4049	suhB
Rv0097	0.1575	1.2573	Rv0097
Rv2924c	0.0991	1.3838	fpg
Rv3335c	0.2043	1.0357	Rv3335c
Rv2937	0.2655	0.7747	drrB
Rv2726c	0.152	1.4677	dapF
Rv1082	0.0771	1.0466	mca
Rv0334	0.0714	1.538	rmlA
Rv1486c	0.125	1.3571	Rv1486c
Rv3041c	0.1039	1.365	Rv3041c
Rv3057c	0.1022	1.1158	Rv3057c
Rv2890c	0.0308	1.2496	rpsB
Rv0645c	0.0607	1.7531	mmaA1
Rv0436c	0.1188	1.3105	pssA
Rv1244	0.1637	1.1537	lpqZ
Rv0563	0.0664	1.0927	htpX
Rv0554	0.0976	0.9902	bpoC
Rv1003	0.1702	1.3197	Rv1003
Rv3207c	0.108	1.2265	Rv3207c
Rv2861c	0.0543	1.3008	mapB
Rv1596	0.1298	1.7964	nadC
Rv1472	0.1932	1.5701	echA12
Rv0383c	0.1031	0.9984	Rv0383c
Rv3810	0.3056	1.5595	pirG
Rv2121c	0.0668	1.2463	hisG
Rv2325c	0.1366	1.2167	Rv2325c
Rv2971	0.1012	1.1346	Rv2971
Rv0093c	0.2153	1.0243	Rv0093c
Rv3356c	0.0742	1.4815	folD
Rv2225	0.0944	1.0837	panB
Rv2194	0.0679	1.2722	qcrC
Rv2118c	0.085	1.2522	Rv2118c
Rv2039c	0.1156	1.4603	Rv2039c
Rv0498	0.0565	1.0559	Rv0498
Rv0704	0.0385	1.0708	rplB
Rv0241c	0.0971	1.2751	htdX
Rv0480c	0.0992	1.3867	Rv0480c
Rv3608c	0.1475	1.371	folP1
Rv3783	0.0769	1.4143	rfbD
Rv3438	0.1203	1.5502	Rv3438
Rv3005c	0.2003	0.9737	Rv3005c
Rv0183	0.162	1.4377	Rv0183
Rv2409c	0.1009	1.2954	Rv2409c
Rv1709	0.1243	0.9455	scpA
Rv2119	0.1098	1.4505	Rv2119
Rv1072	0.1172	1.1465	Rv1072
Rv3117	0.0734	1.5416	cysA3
Rv0815c	0.0734	1.5416	cysA2
Rv2136c	0.1107	1.5969	Rv2136c
Rv0905	0.069	1.7702	echA6
Rv2938	0.1287	0.8202	drrC
Rv0820	0.0413	1.4959	phoT
Rv0361	0.2393	1.3574	Rv0361
Rv1094	0.1316	1.4168	desA2
Rv3415c	0.1898	0.7749	Rv3415c
Rv1405c	0.1398	1.382	Rv1405c
Rv1385	0.1401	1.8692	pyrF
Rv0707	0.0259	1.1305	rpsC
Rv3842c	0.0586	1.0351	glpQ1
Rv3774	0.0573	1.8112	echA21
Rv1237	0.0596	1.3155	sugB
Rv2317	0.0852	1.2011	uspB
Rv3030	0.1303	1.605	Rv3030
Rv3813c	0.1163	1.3199	Rv3813c
Rv3672c	0.1581	1.1707	Rv3672c
Rv1339	0.065	1.4926	Rv1339
Rv3781	0.048	1.3149	rfbE
Rv2507	0.2257	1.0045	Rv2507
Rv3600c	0.0459	1.7374	Rv3600c
Rv0406c	0.1577	1.2066	Rv0406c
Rv1611	0.0486	1.0834	trpC
Rv2257c	0.1466	1.1732	Rv2257c
Rv3277	0.0722	0.9938	Rv3277
Rv1338	0.0553	1.1694	murI
Rv2889c	0.0776	1.6581	tsf
Rv1433	0.1893	1.0156	Rv1433
Rv2235	0.1678	1.0977	Rv2235
Rv2952	0.0827	0.9198	Rv2952
Rv0817c	0.1569	1.4762	Rv0817c
Rv1613	0.0877	0.9302	trpA
Rv1484	0.0477	0.9716	inhA
Rv2552c	0.106	1.9826	aroE
Rv1460	0.1102	1.0669	Rv1460
Rv2509	0.0695	1.1928	Rv2509
Rv3307	0.1045	1.4411	deoD
Rv1694	0.1401	1.4606	tlyA
Rv1605	0.0602	2.0484	hisF
Rv2131c	0.1263	1.5526	cysQ
Rv0734	0.0934	1.4566	mapA
Rv1463	0.0563	1.2594	Rv1463
Rv3279c	0.1799	1.7876	birA
Rv3029c	0.0241	2.0206	fixA
Rv0167	0.0623	2.0339	yrbE1A
Rv2362c	0.0732	0.7335	recO
Rv0422c	0.1294	1.3365	thiD
Rv2702	0.1057	1.9433	ppgK
Rv3587c	0.1195	1.3605	Rv3587c
Rv2902c	0.1286	1.4006	rnhB
Rv1637c	0.0742	1.5304	Rv1637c
Rv1008	0.1161	1.8177	tatD
Rv3677c	0.1098	1.1732	Rv3677c
Rv0466	0.069	1.3186	Rv0466
Rv2764c	0.0865	1.1137	thyA
Rv0208c	0.2217	1.9064	Rv0208c
Rv3319	0.0512	1.3078	sdhB
Rv2133c	0.1152	1.1812	Rv2133c
Rv2372c	0.1349	1.0344	Rv2372c
Rv1086	0.0521	1.3828	Rv1086
Rv0877	0.1186	1.2582	Rv0877
Rv1249c	0.219	1.7197	Rv1249c
Rv1483	0.2057	3.3508	fabG1
Rv1070c	0.0745	1.2324	echA8
Rv3400	0.1541	1.2425	Rv3400
Rv2928	0.1591	0.9938	tesA
Rv3816c	0.1108	1.0306	Rv3816c
Rv1438	0.0905	1.7889	tpi
Rv2883c	0.0573	1.0037	pyrH
Rv1457c	0.0924	0.9667	Rv1457c
Rv3137	0.1097	1.5842	Rv3137
Rv2145c	0.0838	1.9252	wag31
Rv2289	0.2361	0.7435	cdh
Rv1644	0.1728	1.4037	tsnR
Rv0527	0.1299	1.3523	ccdA
Rv1340	0.0564	0.9238	rphA
Rv2696c	0.1597	0.9024	Rv2696c
Rv2671	0.1753	1.3008	ribD
Rv2148c	0.1921	0.767	Rv2148c
Rv0981	0.0296	1.0679	mprA
Rv1221	0.097	1.4826	sigE
Rv3591c	0.1225	0.9763	Rv3591c
Rv3455c	0.1523	1.2802	truA
Rv3662c	0.1528	1.0939	Rv3662c
Rv2969c	0.2312	2.1748	Rv2969c
Rv3039c	0.084	1.2343	echA17
Rv3791	0.061	1.2532	dprE2
Rv3723	0.2301	1.1346	Rv3723
Rv1711	0.1133	0.9656	Rv1711
Rv0224c	0.1013	1.5304	Rv0224c
Rv0883c	0.1367	1.1534	Rv0883c
Rv3226c	0.1794	1.441	Rv3226c
Rv0670	0.0723	1.2989	end
Rv0417	0.0783	1.5732	thiG
Rv0116c	0.1496	1.2493	ldtA
Rv2603c	0.0359	1.8131	Rv2603c
Rv1304	0.0862	1.5714	atpB
Rv2754c	0.089	1.3941	thyX
Rv2219	0.1033	1.0713	Rv2219
Rv2149c	0.3038	1.2642	yfiH
Rv0489	0.0552	1.5406	gpm1
Rv0184	0.1036	1.4156	Rv0184
Rv3908	0.1304	0.8797	mutT4
Rv2109c	0.0553	1.0821	prcA
Rv3102c	0.0436	1.0165	ftsE
Rv1445c	0.1783	1.51	devB
Rv2182c	0.1127	1.429	Rv2182c
Rv1828	0.0628	1.098	Rv1828
Rv3050c	0.0723	0.9696	Rv3050c
Rv1603	0.09	0.9707	hisA
Rv3674c	0.0634	1.0758	nth
Rv2959c	0.1284	1.1198	Rv2959c
Rv2927c	0.05	1.547	Rv2927c
Rv2229c	0.2607	0.86	Rv2229c
Rv1411c	0.1843	1.5737	lprG
Rv2091c	0.2122	1.5484	Rv2091c
Rv3916c	0.1279	1.4012	Rv3916c
Rv0730	0.0982	2.7722	Rv0730
Rv1478	0.1348	0.9203	Rv1478
Rv3717	0.0897	1.3112	Rv3717
Rv2147c	0.0619	1.7008	Rv2147c
Rv3631	0.0954	2.1752	Rv3631
Rv0432	0.1889	1.1228	sodC
Rv2925c	0.0688	1.1748	rnc
Rv1078	0.207	0.9969	pra
Rv1337	0.1669	1.6549	Rv1337
Rv2525c	0.0984	1.1445	Rv2525c
Rv2993c	0.0735	1.1948	Rv2993c
Rv0639	0.032	1.991	nusG
Rv1151c	0.079	0.9742	Rv1151c
Rv0634c	0.0863	1.0177	Rv0634c
Rv3821	0.4976	7.256	Rv3821
Rv2054	0.1351	1.2701	Rv2054
Rv0903c	0.0219	1.16	prrA
Rv1593c	0.0728	1.0816	Rv1593c
Rv2135c	0.1328	1.5758	Rv2135c
Rv2720	0.0692	1.3313	lexA
Rv0641	0.0281	1.1011	rplA
Rv2695	0.1609	1.107	Rv2695
Rv1610	0.2109	2.061	Rv1610
Rv0351	0.1856	1.0763	grpE
Rv0558	0.1004	1.4968	menH
Rv0472c	0.0514	1.1633	Rv0472c
Rv2945c	0.15	0.6828	lppX
Rv1100	0.1968	1.5709	Rv1100
Rv3668c	0.139	1.5577	Rv3668c
Rv1408	0.0519	1.3549	rpe
Rv0013	0.1293	1.5606	trpG
Rv3837c	0.186	1.1799	Rv3837c
Rv0437c	0.1477	1.3026	psd
Rv1710	0.124	1.2919	scpB
Rv2728c	0.2099	1.0517	Rv2728c
Rv3582c	0.2043	2.2176	ispD
Rv3713	0.0751	1.2724	cobQ2
Rv2676c	0.062	1.5182	Rv2676c
Rv2217	0.1084	1.1556	lipB
Rv2536	0.2167	65.1448	Rv2536
Rv2711	0.0503	1.1882	ideR
Rv1712	0.1593	1.4205	cmk
Rv2906c	0.0738	1.6445	trmD
Rv1566c	0.1737	1.8495	Rv1566c
Rv2335	0.1526	1.2084	cysE
Rv0200	0.1595	1.2979	Rv0200
Rv1024	0.165	1.1093	Rv1024
Rv3246c	0.0061	0.8567	mtrA
Rv3208	0.1013	0.9923	Rv3208
Rv0364	0.2	1.9491	Rv0364
Rv2976c	0.0686	1.1125	ung
Rv1158c	0.2537	2.6983	Rv1158c
Rv2794c	0.113	1.2752	pptT
Rv2171	0.1416	1.067	lppM
Rv3673c	0.1964	1.174	Rv3673c
Rv0491	0.0184	2.0686	regX3
Rv1016c	0.2185	1.4538	lpqT
Rv0813c	0.1482	1.338	Rv0813c
Rv1570	0.1782	1.5667	bioD
Rv1321	0.0639	1.0309	Rv1321
Rv1830	0.0439	1.0677	Rv1830
Rv1856c	0.1046	1.1825	Rv1856c
Rv0478	0.1409	0.9037	deoC
Rv0788	0.0592	1.0598	purQ
Rv3676	0.0161	0.974	crp
Rv3919c	0.2643	3.0131	gid
Rv2607	0.2032	31.2886	pdxH
Rv2581c	0.0887	1.9912	Rv2581c
Rv0702	0.0592	1.0311	rplD
Rv2419c	0.1274	1.3717	gpgP
Rv0414c	0.1332	1.2644	thiE
Rv2469c	0.0933	0.9291	Rv2469c
Rv3282	0.2319	1.1359	Rv3282
Rv0821c	0.0349	0.9091	phoY2
Rv3295	0.0766	1.7295	Rv3295
Rv0721	0.0605	1.2186	rpsE
Rv0199	0.1912	1.2111	Rv0199
Rv3850	0.1237	2.0138	Rv3850
Rv0309	0.1231	1.0855	Rv0309
Rv1332	0.1632	1.2999	Rv1332
Rv3013	0.0982	1.7783	Rv3013
Rv2637	0.0959	2.2182	dedA
Rv1301	0.0985	1.3225	Rv1301
Rv2612c	0.1204	1.6379	pgsA1
Rv0701	0.0292	1.004	rplC
Rv2700	0.0968	0.786	Rv2700
Rv0526	0.1273	1.309	Rv0526
Rv3624c	0.085	1.3605	hpt
Rv3855	0.1465	1.6018	ethR
Rv1015c	0.1537	0.968	rplY
Rv0358	0.2376	1.1517	Rv0358
Rv2511	0.0896	1.2246	orn
Rv0956	0.1281	0.8141	purN
Rv1220c	0.0755	0.8922	Rv1220c
Rv2460c	0.0123	1.3904	clpP2
Rv2983	0.123	1.33	Rv2983
Rv3705c	0.1138	1.816	Rv3705c
Rv2197c	0.2694	2.2144	Rv2197c
Rv3241c	0.0673	1.0453	Rv3241c
Rv2986c	0.083	0.6497	hupB
Rv3247c	0.1794	1.4898	tmk
Rv0356c	0.1505	1.2153	Rv0356c
Rv3368c	0.0939	1.2591	Rv3368c
Rv1109c	0.1919	0.8269	Rv1109c
Rv2421c	0.1075	1.3998	nadD
Rv2968c	0.1668	1.572	Rv2968c
Rv2680	0.0839	1.1409	Rv2680
Rv0970	0.4431	1.4937	Rv0970
Rv0264c	0.1564	0.8443	Rv0264c
Rv1601	0.086	1.1618	hisB
Rv1822	0.157	1.4045	pgsA2
Rv2746c	0.1415	1.2801	pgsA3
Rv1389	0.1253	0.8473	gmk
Rv2466c	0.1137	1.166	Rv2466c
Rv3846	0.1016	1.6502	sodA
Rv2926c	0.2095	1.5207	Rv2926c
Rv3588c	0.0932	1.2525	canB
Rv2170	0.1405	1.0815	Rv2170
Rv0779c	0.2057	2.0011	Rv0779c
Rv1602	0.1315	1.741	hisH
Rv1626	0.0482	1.1596	Rv1626
Rv1000c	0.1044	1.1403	Rv1000c
Rv2732c	0.1563	1.4754	Rv2732c
Rv0238	0.1063	0.9113	Rv0238
Rv1341	0.0976	1.6424	Rv1341
Rv1210	0.1186	1.0819	tagA
Rv0995	0.0759	1.1226	rimJ
Rv2193	0.048	1.0604	ctaE
Rv1688	0.1287	1.8834	mpg
Rv3715c	0.0473	1.3755	recR
Rv3609c	0.0801	1.3017	folE
Rv0525	0.0964	1.646	Rv0525
Rv0038	0.061	1.1335	Rv0038
Rv1539	0.1035	0.7653	lspA
Rv1252c	0.1989	1.4282	lprE
Rv3465	0.1605	1.1709	rmlC
Rv1412	0.1017	0.8651	ribC
Rv1641	0.0655	0.7241	infC
Rv3458c	0.0287	0.9183	rpsD
Rv0966c	0.1226	1.2578	Rv0966c
Rv2461c	0.0297	0.8298	clpP1
Rv0475	0.0682	1.6289	hbhA
Rv2949c	0.2486	1.1297	Rv2949c
Rv2604c	0.0999	1.4072	snoP
Rv2987c	0.0758	0.6442	leuD
Rv0992c	0.175	1.3794	Rv0992c
Rv0429c	0.0995	0.9763	def
Rv0706	0.0921	0.918	rplV
Rv2593c	0.129	1.2272	ruvA
Rv2613c	0.077	1.5146	Rv2613c
Rv2134c	0.0477	1.1415	Rv2134c
Rv2428	0.0803	1.5346	ahpC
Rv1314c	0.1104	1.7552	Rv1314c
Rv3647c	0.0977	1.0319	Rv3647c
Rv1014c	0.1196	1.3691	pth
Rv0321	0.0535	1.4184	dcd
Rv0464c	0.2056	1.5067	Rv0464c
Rv2116	0.3973	1.4616	lppK
Rv0067c	0.203	2.6368	Rv0067c
Rv2594c	0.0915	1.0	ruvC
Rv3606c	0.2307	2.5822	folK
Rv2966c	0.1789	0.9135	Rv2966c
Rv1205	0.1852	2.0354	Rv1205
Rv0716	0.0427	1.164	rplE
Rv2534c	0.0233	1.8659	efp
Rv1780	0.1002	1.1662	Rv1780
Rv3920c	0.1745	1.7452	Rv3920c
Rv0004	0.1486	3.0481	Rv0004
Rv3209	0.2201	2.2118	Rv3209
Rv1476	0.1436	2.3858	Rv1476
Rv1274	0.1193	1.2069	lprB
Rv2882c	0.0498	1.2926	frr
Rv2069	0.1044	1.4377	sigC
Rv3614c	0.1878	0.5148	espD
Rv0177	0.2464	2.2778	Rv0177
Rv0098	0.2069	1.4678	fcoT
Rv0380c	0.0552	1.2981	Rv0380c
Rv0487	0.1606	2.0741	Rv0487
Rv3867	0.3733	3.5357	espH
Rv2367c	0.0614	1.2117	Rv2367c
Rv0137c	0.1063	1.6546	msrA
Rv1732c	0.0722	1.5949	Rv1732c
Rv3584	0.2424	2.1312	lpqE
Rv0009	0.0479	1.3327	ppiA
Rv2843	0.1808	0.9143	Rv2843
Rv0984	0.045	1.3303	moaB2
Rv2980	0.2395	1.193	Rv2980
Rv0262c	0.1236	1.4227	aac
Rv0733	0.0813	1.1	adk
Rv3456c	0.1108	1.4972	rplQ
Rv0047c	0.0602	2.0659	Rv0047c
Rv1275	0.1028	1.4965	lprC
Rv0382c	0.0828	1.2127	pyrE
Rv0719	0.0492	1.2347	rplF
Rv0651	0.051	1.4533	rplJ
Rv3780	0.09	2.2824	Rv3780
Rv2256c	0.0381	0.9262	Rv2256c
Rv3847	0.0235	0.8564	Rv3847
Rv2907c	0.2028	1.5373	rimM
Rv2140c	0.0836	1.4183	TB18.6
Rv2539c	0.1011	1.9994	aroK
Rv2736c	0.1319	0.8434	recX
Rv3275c	0.1177	1.2272	purE
Rv2747	0.0741	0.8125	argA
Rv3278c	0.0921	0.9216	Rv3278c
Rv3669	0.1048	1.2771	Rv3669
Rv1306	0.1306	0.8807	atpF
Rv0556	0.1376	1.1955	Rv0556
Rv0245	0.1085	1.4528	Rv0245
Rv1657	0.1074	1.6347	argR
Rv2554c	0.1771	1.7616	Rv2554c
Rv0185	0.1508	1.3408	Rv0185
Rv2179c	0.0863	1.1842	Rv2179c
Rv3002c	0.0848	1.2328	ilvN
Rv2376c	0.2282	1.7666	cfp2
Rv3422c	0.1447	1.4539	Rv3422c
Rv2468c	0.1015	0.9601	Rv2468c
Rv0201c	0.2679	1.7183	Rv0201c
Rv0637	0.0655	1.8509	hadC
Rv0504c	0.1005	1.9892	Rv0504c
Rv3753c	0.0606	1.9531	Rv3753c
Rv1316c	0.1344	1.4638	ogt
Rv2719c	0.2975	1.0653	Rv2719c
Rv2683	0.1815	2.2226	Rv2683
Rv1080c	0.0261	1.5287	greA
Rv1829	0.0302	0.7197	Rv1829
Rv0054	0.0402	1.4107	ssb
Rv2717c	0.1632	0.9222	Rv2717c
Rv0431	0.2023	1.1216	Rv0431
Rv3258c	0.1419	0.7458	Rv3258c
Rv0875c	0.1903	1.0567	Rv0875c
Rv3628	0.0543	1.0687	ppa
Rv2465c	0.0523	1.2221	rpiB
Rv1465	0.1111	1.4937	Rv1465
Rv2909c	0.05	1.3762	rpsP
Rv2844	0.1823	1.6707	Rv2844
Rv1827	0.0663	2.6333	garA
Rv3583c	0.0109	1.317	Rv3583c
Rv0164	0.1306	1.1116	TB18.5
Rv0638	0.2045	0.8567	secE1
Rv2965c	0.0779	1.4706	kdtB
Rv1303	0.2041	1.2129	Rv1303
Rv2698	0.1157	1.1961	Rv2698
Rv3237c	0.1124	1.8197	Rv3237c
Rv3100c	0.0811	1.2622	smpB
Rv1416	0.1295	1.1166	ribH
Rv1404	0.1362	1.0421	Rv1404
Rv3304	0.0381	2.2642	Rv3304
Rv1876	0.0433	0.9166	bfrA
Rv3581c	0.1584	1.1085	ispF
Rv2763c	0.1735	1.4695	dfrA
Rv3605c	0.0848	0.9634	Rv3605c
Rv2239c	0.0735	1.319	Rv2239c
Rv0635	0.0697	1.011	hadA
Rv1276c	0.2115	1.2573	Rv1276c
Rv3853	0.0717	1.2957	rraA
Rv2772c	0.1181	1.2087	Rv2772c
Rv2521	0.1259	1.5936	bcp
Rv0683	0.0086	0.7565	rpsG
Rv1906c	0.2565	1.4352	Rv1906c
Rv1025	0.0805	1.2436	Rv1025
Rv0019c	0.0559	0.9065	fhaB
Rv2697c	0.0533	0.76	dut
Rv2718c	0.0376	1.5256	nrdR
Rv1222	0.1741	1.3063	rseA
Rv1919c	0.1672	1.3569	Rv1919c
Rv1417	0.1557	1.1396	Rv1417
Rv3366	0.1009	1.4187	spoU
Rv1883c	0.1295	1.6626	Rv1883c
Rv0056	0.066	2.7708	rplI
Rv3752c	0.0707	1.1031	Rv3752c
Rv1322A	0.1299	1.2136	Rv1322A
Rv0985c	0.1428	1.0873	mscL
Rv3678c	0.1464	1.2339	Rv3678c
Rv3442c	0.0858	1.2117	rpsI
Rv3052c	0.1272	1.4628	nrdI
Rv2771c	0.4289	69.0636	Rv2771c
Rv2740	0.3752	2.339	ephG
Rv0912	0.2099	1.4507	Rv0912
Rv0455c	0.2245	3.6484	Rv0455c
Rv3443c	0.0431	0.7072	rplM
Rv1155	0.0688	1.2121	Rv1155
Rv2537c	0.081	1.3408	aroD
Rv1312	0.0693	2.1954	Rv1312
Rv0426c	0.2862	4.7317	Rv0426c
Rv0451c	0.1585	1.8448	mmpS4
Rv3718c	0.0929	1.7274	Rv3718c
Rv1636	0.0624	1.2204	TB15.3
Rv0723	0.099	2.5333	rplO
Rv2175c	0.1118	1.2629	Rv2175c
Rv0360c	0.0914	1.4635	Rv0360c
Rv1081c	0.1609	1.2241	Rv1081c
Rv1487	0.1566	1.3873	Rv1487
Rv3317	0.0854	1.832	sdhD
Rv2185c	0.0766	0.6176	TB16.3
Rv0880	0.0609	1.0268	Rv0880
Rv2166c	0.0428	1.0839	Rv2166c
Rv0636	0.0325	1.4593	hadB
Rv0640	0.0451	1.6021	rplK
Rv0010c	0.1885	0.8814	Rv0010c
Rv0816c	0.2807	1.3215	thiX
Rv0390	0.1224	2.4435	Rv0390
Rv3601c	0.0869	1.4867	panD
Rv3459c	0.0519	1.6495	rpsK
Rv2199c	0.0488	2.485	Rv2199c
Rv3259	0.0547	1.2804	Rv3259
Rv0708	0.0229	1.6742	rplP
Rv1846c	0.0279	1.4492	blaI
Rv0049	0.091	2.0163	Rv0049
Rv0710	0.0961	1.2364	rpsQ
Rv3412	0.0289	0.8528	Rv3412
Rv2445c	0.0652	1.0539	ndkA
Rv1976c	0.2149	0.8477	Rv1976c
Rv0871	0.0611	1.21	cspB
Rv1891	0.139	1.1513	Rv1891
Rv1903	0.1093	1.8128	Rv1903
Rv2061c	0.1574	1.9137	Rv2061c
Rv1826	0.1037	1.2465	gcvH
Rv3852	0.3386	1.9227	hns
Rv2169c	0.0776	0.75	Rv2169c
Rv3315c	0.3487	10.2072	cdd
Rv3607c	0.1736	1.4981	folB
Rv3716c	0.0822	1.1706	Rv3716c
Rv0718	0.0264	1.1863	rpsH
Rv1616	0.2113	1.2283	Rv1616
Rv3849	0.104	0.9901	espR
Rv2183c	0.2573	1.6833	Rv2183c
Rv1224	0.1309	1.4557	tatB
Rv2523c	0.0712	1.0839	acpS
Rv2359	0.079	1.0011	zur
Rv0652	0.0548	0.9531	rplL
Rv2186c	0.1185	1.1575	Rv2186c
Rv0807	0.1675	1.3594	Rv0807
Rv1643	0.0503	1.0619	rplT
Rv0546c	0.0738	1.5029	Rv0546c
Rv2470	0.0717	1.5835	glbO
Rv0313	0.1356	1.425	Rv0313
Rv1343c	0.1368	1.2675	lprD
Rv0353	0.1096	1.0463	hspR
Rv2420c	0.0636	1.7077	Rv2420c
Rv3923c	0.2519	1.3974	rnpA
Rv3460c	0.0322	0.6961	rpsM
Rv0682	0.0107	1.1278	rpsL
Rv0401	0.2251	1.7936	Rv0401
Rv1471	0.234	1.2375	trxB1
Rv2446c	0.2369	1.0952	Rv2446c
Rv0714	0.0151	2.1766	rplN
Rv1209	0.1075	1.6654	Rv1209
Rv0720	0.0596	0.8677	rplR
Rv1311	0.0636	1.175	atpC
Rv3789	0.1682	3.7667	Rv3789
Rv1342c	0.1757	1.4883	Rv1342c
Rv2144c	0.4358	3.9324	Rv2144c
Rv2204c	0.0343	1.2973	Rv2204c
Rv1606	0.0879	1.0495	hisI
Rv0039c	0.2728	2.0564	Rv0039c
Rv3880c	0.3413	2.1261	espL
Rv1466	0.0911	1.7594	Rv1466
Rv2244	0.035	0.8934	acpM
Rv3632	0.095	1.8764	Rv3632
Rv1177	0.043	0.5894	fdxC
Rv2904c	0.0258	1.0048	rplS
Rv2365c	0.2153	3.6275	Rv2365c
Rv3597c	0.0383	0.6333	lsr2
Rv0559c	0.2009	1.6582	Rv0559c
Rv2050	0.0114	1.2442	Rv2050
Rv3136A	0.1802	1.9082	Rv3136A
Rv0991c	0.1874	1.944	Rv0991c
Rv0759c	0.091	1.0764	Rv0759c
Rv1390	0.0545	0.7942	rpoZ
Rv0156	0.0936	2.2831	pntAb
Rv3065	0.1232	1.0664	mmr
Rv0948c	0.0924	1.2465	Rv0948c
Rv3592	0.0878	0.6418	mhuD
Rv0715	0.0292	1.4744	rplX
Rv0531	0.175	1.4724	Rv0531
Rv2876	0.1307	1.7871	Rv2876
Rv2442c	0.0395	1.2081	rplU
Rv0285	0.2435	1.1094	PE5
Rv0430	0.0366	0.814	Rv0430
Rv3416	0.0782	0.9064	whiB3
Rv1386	0.2081	0.5517	PE15
Rv0700	0.0083	0.8505	rpsJ
Rv2901c	0.0045	0.6214	Rv2901c
Rv1331	0.1168	1.1557	Rv1331
Rv1861	0.3077	70.1054	Rv1861
Rv0814c	0.0846	1.989	sseC2
Rv3118	0.0846	1.989	sseC1
Rv3418c	0.0471	0.3903	groES
Rv0543c	0.1586	1.4355	Rv0543c
Rv3760	0.2109	1.7299	Rv3760
Rv2699c	0.0186	1.2448	Rv2699c
Rv0703	0.0692	1.1101	rplW
Rv3012c	0.1278	1.5541	gatC
Rv3477	0.5952	52.2355	PE31
Rv2840c	0.1093	0.4234	Rv2840c
Rv2347c	0.2796	0.9436	esxP
Rv1038c	0.2841	1.0934	esxJ
Rv1197	0.2823	0.8823	esxK
Rv0287	0.1811	1.042	esxG
Rv0463	0.329	2.3618	Rv0463
Rv3355c	0.14	1.8113	Rv3355c
Rv2117	0.0905	1.3866	Rv2117
Rv0250c	0.1339	1.4304	Rv0250c
Rv0288	0.1823	1.1574	esxH
Rv2146c	0.0516	0.8361	Rv2146c
Rv0053	0.0417	1.0846	rpsF
