"Name","Chromosome","Region","Expression value","TPM","RPKM","Gene length","Unique gene reads","Total gene reads"
"fadD21","NC_000962.3","complement(1325776..1327512)","1857","20.0170484768","0","1737","1857","1857"
"Miotto_candidate_169","NC_000962.3","1326145..1326204","0","0","0","60","0","0"
"Miotto_candidate_170","NC_000962.3","1326328..1326361","0","0","0","34","0","0"
"Miotto_candidate_171","NC_000962.3","1326553..1326681","0","0","0","129","0","0"
"Miotto_candidate_172","NC_000962.3","1326716..1326746","0","0","0","31","0","0"
"Miotto_candidate_173","NC_000962.3","1326828..1327141","439","26.1771781015","0","314","439","439"
"IGR284_Rodriguez_Rv1185c-Rv1186c","NC_000962.3","1327518..1327679","14","1.6180836769","0","162","14","14"
"IGR285_Rodriguez_Rv1185c-Rv1186c","NC_000962.3","complement(1327608..1327706)","0","0","0","99","0","0"
"Rv1186c","NC_000962.3","complement(1327689..1329305)","373","4.3190354387","0","1617","373","373"
"rocA","NC_000962.3","1329390..1331021","1149","13.1821979802","0","1632","1149","1149"
"Rv1188","NC_000962.3","1331021..1332010","181","3.42319261","0","990","181","181"
"sigI","NC_000962.3","1332092..1332964","181","3.881971001","0","873","181","181"
"Rv1190","NC_000962.3","1332980..1333858","31","0.6603296136","0","879","31","31"
"Rv1191","NC_000962.3","1333931..1334845","126","2.5783234983","0","915","126","126"
"IGR286_Rodriguez_Rv1191-Rv1192","NC_000962.3","1334813..1334906","0","0","0","94","0","0"
"Rv1192","NC_000962.3","1334927..1335754","685","15.4898848884","0","828","685","685"
"fadD36","NC_000962.3","1335794..1337215","524","6.8995322064","0","1422","524","524"
"Rv1194c","NC_000962.3","complement(1337248..1338513)","465","6.877129507","0","1266","465","465"
"IGR287_Rodriguez_Rv1194c-Rv1195","NC_000962.3","complement(1338748..1338828)","2","0.462309622","0","81","2","2"
"Miotto_candidate_1157","NC_000962.3","complement(1338887..1338938)","0","0","0","52","0","0"
"IGR288_Rodriguez_Rv1194c-Rv1195","NC_000962.3","1338900..1339089","12","1.1825393488","0","190","12","12"
"PE13","NC_000962.3","1339003..1339302","27","1.6851185721","0","300","27","27"
"PPE18","NC_000962.3","1339349..1340524","359","5.7157744462","0","1176","320","359"
"IGR289_Rodriguez_Rv1196-Rv1197","NC_000962.3","1340371..1340729","311","16.2201137704","0","359","311","311"
"Miotto_candidate_1158","NC_000962.3","complement(1340450..1340508)","0","0","0","59","0","0"
"esxK","NC_000962.3","1340659..1340955","77","4.8542510307","0","297","49","77"
"esxL","NC_000962.3","1341006..1341290","176","11.5626069664","0","285","174","176"
"Rv1199c","NC_000962.3","complement(1341358..1342605)","29","0.4350822524","0","1248","0","29"
"IGR290_Rodriguez_Rv1199c-Rv1200","NC_000962.3","1342591..1342864","2803","191.5404443463","0","274","2540","2803"
"Miotto_candidate_1159","NC_000962.3","complement(1342738..1342771)","0","0","0","34","0","0"
"Miotto_candidate_1160","NC_000962.3","complement(1342872..1342965)","26","5.1788514036","0","94","26","26"
"Miotto_candidate_176","NC_000962.3","1342874..1342914","0","0","0","41","0","0"
"Rv1200","NC_000962.3","1342942..1344219","433","6.3437344959","0","1278","433","433"
"dapD","NC_000962.3","complement(1344216..1345169)","122","2.3944149289","0","954","122","122"
"dapE","NC_000962.3","1345260..1346324","517","9.0892676241","0","1065","517","517"
"Rv1203c","NC_000962.3","complement(1346321..1346905)","145","4.640877359","0","585","145","145"
"Rv1204c","NC_000962.3","complement(1346936..1348624)","292","3.2369885077","0","1689","292","292"
"Rv1205","NC_000962.3","1348719..1349282","142","4.7140826879","0","564","142","142"
"Miotto_candidate_1161","NC_000962.3","complement(1348918..1348957)","0","0","0","40","0","0"
"Miotto_candidate_1162","NC_000962.3","complement(1349067..1349112)","0","0","0","46","0","0"
"fadD6","NC_000962.3","1349332..1351125","442","4.6130460106","0","1794","442","442"
"folP2","NC_000962.3","1351191..1352147","436","8.5302646863","0","957","436","436"
"gpgS","NC_000962.3","1352144..1353118","350","6.7212706579","0","975","350","350"
"IGR291_Rodriguez_Rv1208-Rv1209","NC_000962.3","1353022..1353256","76","6.0552724104","0","235","76","76"
"Rv1209","NC_000962.3","1353157..1353525","272","13.8016335926","0","369","271","272"
"tagA","NC_000962.3","1353522..1354136","340","10.3512251944","0","615","340","340"
"Rv1211","NC_000962.3","1354243..1354470","1029","84.5022909691","0","228","1029","1029"
"glgA","NC_000962.3","complement(1354498..1355661)","155","2.4932548556","0","1164","155","155"
"Miotto_candidate_177","NC_000962.3","1354679..1354719","0","0","0","41","0","0"
"glgC","NC_000962.3","1355836..1357050","539","8.3061628748","0","1215","539","539"
"PE14","NC_000962.3","complement(1357293..1357625)","54","3.0362496794","0","333","54","54"
"Rv1215c","NC_000962.3","complement(1357759..1359444)","538","5.9746526413","0","1686","538","538"
"Miotto_candidate_178","NC_000962.3","1359196..1359268","0","0","0","73","0","0"
"Miotto_candidate_179","NC_000962.3","1359461..1359582","15","2.302074552","0","122","15","15"
"Rv1216c","NC_000962.3","complement(1359472..1360146)","1729","47.9600001836","0","675","1729","1729"
"Rv1217c","NC_000962.3","complement(1360155..1361801)","3335","37.913178425","0","1647","3335","3335"
"Rv1218c","NC_000962.3","complement(1361798..1362733)","850","17.003214462","0","936","850","850"
"Rv1219c","NC_000962.3","complement(1362723..1363361)","741","21.712273725","0","639","741","741"
"IGR292_Rodriguez_Rv1219c-Rv1220c","NC_000962.3","1363390..1363453","0","0","0","64","0","0"
"Rv1220c","NC_000962.3","complement(1363503..1364150)","331","9.5640303046","0","648","331","331"
"sigE","NC_000962.3","1364413..1365186","2270","54.9127068426","0","774","2075","2270"
"Miotto_candidate_1163","NC_000962.3","complement(1364462..1364558)","0","0","0","97","0","0"
"Miotto_candidate_1164","NC_000962.3","complement(1364663..1364702)","0","0","0","40","0","0"
"IGR293_Rodriguez_Rv1221-Rv1222","NC_000962.3","1364871..1365569","1897","50.813383107","0","699","1492","1897"
"rseA","NC_000962.3","1365344..1365808","2385","96.0336390548","0","465","1878","2385"
"htrA","NC_000962.3","1365875..1367461","6249","73.7261496676","0","1587","6249","6249"
"Miotto_candidate_1165","NC_000962.3","complement(1366900..1366939)","0","0","0","40","0","0"
"tatB","NC_000962.3","1367463..1367858","635","30.0238578361","0","396","635","635"
"Rv1225c","NC_000962.3","complement(1367891..1368721)","156","3.5148883172","0","831","156","156"
"IGR294_Rodriguez_Rv1225c-Rv1226c","NC_000962.3","1368585..1368913","25","1.4227613746","0","329","25","25"
"Rv1226c","NC_000962.3","complement(1368832..1370295)","389","4.975038893","0","1464","389","389"
"Rv1227c","NC_000962.3","complement(1370292..1370825)","192","6.7320592144","0","534","192","192"
"IGR295_Rodriguez_Rv1227c-Rv1228","NC_000962.3","1370708..1371064","14","0.7342564584","0","357","13","14"
"lpqX","NC_000962.3","1370920..1371477","44","1.4764081476","0","558","42","44"
"Miotto_candidate_1166","NC_000962.3","complement(1371123..1371170)","0","0","0","48","0","0"
"IGR296_Rodriguez_Rv1228-Rv1229c","NC_000962.3","1371460..1371597","9","1.2211004146","0","138","9","9"
"Rv1228a","NC_000962.3","1371529..1371702","9","0.9684589495","0","174","9","9"
"IGR297_Rodriguez_Rv1228-Rv1229c","NC_000962.3","complement(1371629..1371733)","15","2.6747913843","0","105","15","15"
"mrp","NC_000962.3","complement(1371777..1372949)","1539","24.5656671635","0","1173","1539","1539"
"Miotto_candidate_180","NC_000962.3","1372468..1372660","196","19.014579167","0","193","196","196"
"Miotto_candidate_181","NC_000962.3","1372701..1372792","0","0","0","92","0","0"
"Rv1230c","NC_000962.3","complement(1372962..1374197)","960","14.542555099","0","1236","960","960"
"IGR298_Rodriguez_Rv1230c-Rv1231c","NC_000962.3","complement(1374142..1374430)","386","25.007911143","0","289","386","386"
"Rv1231c","NC_000962.3","complement(1374322..1374864)","180","6.2066982398","0","543","179","180"
"Rv1232c","NC_000962.3","complement(1374861..1376168)","593","8.4885772447","0","1308","593","593"
"IGR299_Rodriguez_Rv1232c-Rv1233c","NC_000962.3","1376124..1376227","3","0.5401021064","0","104","3","3"
"Rv1233c","NC_000962.3","complement(1376230..1376826)","633","19.8525973597","0","597","633","633"
"Miotto_candidate_182","NC_000962.3","1376548..1376592","0","0","0","45","0","0"
"Miotto_candidate_183","NC_000962.3","1376687..1376720","0","0","0","34","0","0"
"IGR300_Rodriguez_Rv1233c-Rv1234","NC_000962.3","1376805..1376901","0","0","0","97","0","0"
"Rv1234","NC_000962.3","1376976..1377503","738","26.1704020666","0","528","738","738"
"IGR301_Rodriguez_Rv1234-Rv1235","NC_000962.3","1377459..1377554","17","3.3156268201","0","96","17","17"
"lpqY","NC_000962.3","1377524..1378930","248","3.3002401159","0","1407","248","248"
"sugA","NC_000962.3","1378927..1379850","105","2.1276749648","0","924","105","105"
"sugB","NC_000962.3","1379855..1380679","150","3.4042799436","0","825","150","150"
"sugC","NC_000962.3","1380684..1381865","177","2.8037787861","0","1182","177","177"
"corA","NC_000962.3","complement(1381942..1383042)","201","3.4181938943","0","1101","201","201"
"mdh","NC_000962.3","1383213..1384202","315","5.9574899013","0","990","315","315"
"vapB33","NC_000962.3","1384278..1384538","35","2.5108194987","0","261","35","35"
"vapC33","NC_000962.3","1384535..1384966","35","1.5169534471","0","432","35","35"
"PE_PGRS23","NC_000962.3","complement(1384989..1386677)","80","0.8868461665","0","1689","80","80"
"lpqZ","NC_000962.3","1386857..1387717","76","1.6527166277","0","861","76","76"
"Rv1245c","NC_000962.3","complement(1387798..1388628)","395","8.8998774699","0","831","395","395"
"relE","NC_000962.3","complement(1388685..1388978)","58","3.6937595307","0","294","58","58"
"relB","NC_000962.3","complement(1388975..1389244)","137","9.5004627316","0","270","137","137"
"IGR302_Rodriguez_Rv1247c-Rv1248c","NC_000962.3","complement(1389205..1389323)","51","8.0243741528","0","119","51","51"
"Rv1248c","NC_000962.3","complement(1389357..1393052)","4778","24.2048356706","0","3696","4778","4778"
"Miotto_candidate_184","NC_000962.3","1392354..1392391","0","0","0","38","0","0"
"Rv1249c","NC_000962.3","complement(1393194..1393982)","776","18.4150403034","0","789","776","776"
"Rv1250","NC_000962.3","1394179..1395918","107","1.1513900844","0","1740","107","107"
"Miotto_candidate_1167","NC_000962.3","complement(1394442..1394472)","0","0","0","31","0","0"
"Rv1251c","NC_000962.3","complement(1395821..1399240)","464","2.5402697123","0","3420","464","464"
"lprE","NC_000962.3","complement(1399296..1399904)","113","3.4741543267","0","609","113","113"
"deaD","NC_000962.3","1399970..1401661","683","7.5580245912","0","1692","683","683"
"Miotto_candidate_1168","NC_000962.3","complement(1400285..1400317)","0","0","0","33","0","0"
"Rv1254","NC_000962.3","1401658..1402809","285","4.6321257045","0","1152","285","285"
"Rv1255c","NC_000962.3","complement(1402778..1403386)","68","2.0906415417","0","609","68","68"
"cyp130","NC_000962.3","complement(1403386..1404603)","153","2.3519717345","0","1218","153","153"
"Rv1257c","NC_000962.3","complement(1404717..1406084)","410","5.6115871878","0","1368","410","410"
"Rv1258c","NC_000962.3","complement(1406081..1407340)","105","1.5602949742","0","1260","105","105"
"udgB","NC_000962.3","1407339..1408238","113","2.3508444277","0","900","113","113"
"Rv1260","NC_000962.3","1408240..1409358","254","4.2500259886","0","1119","254","254"
"IGR303_Rodriguez_Rv1260-Rv1261c","NC_000962.3","1409338..1409463","22","3.2691894697","0","126","22","22"
"Rv1261c","NC_000962.3","complement(1409484..1409933)","375","15.6029497416","0","450","375","375"
"Rv1262c","NC_000962.3","complement(1409938..1410372)","250","10.7606549942","0","435","250","250"
"IGR304_Rodriguez_Rv1262c-Rv1263","NC_000962.3","1410359..1410426","0","0","0","68","0","0"
"amiB2","NC_000962.3","1410431..1411819","67","0.9031513025","0","1389","67","67"
"Rv1264","NC_000962.3","1411894..1413087","1148","18.0021972898","0","1194","1148","1148"
"mcr11","NC_000962.3","complement(1413094..1413224)","363","51.882785553","0","131","363","363"
"Miotto_candidate_185","NC_000962.3","1413189..1413225","0","0","0","37","0","0"
"Rv1265","NC_000962.3","1413260..1413940","1418","38.9867537156","0","681","1418","1418"
"pknH","NC_000962.3","complement(1413960..1415840)","501","4.9869714964","0","1881","501","501"
"embR","NC_000962.3","complement(1416181..1417347)","42","0.6738548989","0","1167","42","42"
"Rv1268c","NC_000962.3","complement(1417658..1418356)","16","0.428578877","0","699","16","16"
"Rv1269c","NC_000962.3","complement(1418579..1418953)","67","3.3452724246","0","375","67","67"
"lprA","NC_000962.3","complement(1419014..1419748)","139","3.5409143087","0","735","139","139"
"Miotto_candidate_186","NC_000962.3","1419609..1419653","0","0","0","45","0","0"
"Rv1271c","NC_000962.3","complement(1419961..1420302)","31","1.6971629544","0","342","31","31"
"Rv1272c","NC_000962.3","complement(1420410..1422305)","343","3.3872226338","0","1896","343","343"
"Rv1273c","NC_000962.3","complement(1422302..1424050)","109","1.1668758297","0","1749","109","109"
"IGR306_Rodriguez_Rv1273c-Rv1274","NC_000962.3","1424047..1424312","175","12.3181182171","0","266","175","175"
"lprB","NC_000962.3","1424197..1424754","671","22.5152242508","0","558","670","671"
"lprC","NC_000962.3","1424751..1425293","794","27.3784355687","0","543","794","794"
"Miotto_candidate_1170","NC_000962.3","complement(1424784..1424836)","0","0","0","53","0","0"
"Rv1276c","NC_000962.3","complement(1425438..1425914)","12","0.471032445","0","477","12","12"
"Rv1277","NC_000962.3","1426164..1427417","190","2.836899953","0","1254","190","190"
"Rv1278","NC_000962.3","1427414..1430041","519","3.6976853497","0","2628","519","519"
"Rv1279","NC_000962.3","1430062..1431648","365","4.306296148","0","1587","365","365"
"oppA","NC_000962.3","complement(1431665..1433440)","401","4.2275559773","0","1776","401","401"
"oppD","NC_000962.3","complement(1433433..1435271)","309","3.1460433737","0","1839","309","309"
"oppC","NC_000962.3","complement(1435268..1436143)","88","1.8809035305","0","876","88","88"
"oppB","NC_000962.3","complement(1436140..1437117)","161","3.0823005011","0","978","161","161"
"Miotto_candidate_187","NC_000962.3","1436445..1436486","0","0","0","42","0","0"
"Miotto_candidate_188","NC_000962.3","1436585..1436616","0","0","0","32","0","0"
"IGR307_Rodriguez_Rv1283c-Rv1284","NC_000962.3","complement(1437164..1437243)","0","0","0","80","0","0"
"IGR308_Rodriguez_Rv1283c-Rv1284","NC_000962.3","complement(1437266..1437366)","1","0.1853815811","0","101","1","1"
"canA","NC_000962.3","1437324..1437815","94","3.5772616481","0","492","94","94"
"cysD","NC_000962.3","1437909..1438907","7447","139.5737738448","0","999","7447","7447"
"Rv1286","NC_000962.3","1438907..1440751","9651","97.9408572074","0","1845","9651","9651"
"Miotto_candidate_1171","NC_000962.3","complement(1439891..1440077)","21","2.1026434946","0","187","21","21"
"IGR309_Rodriguez_Rv1286-Rv1287","NC_000962.3","1440716..1440877","600","69.3464432961","0","162","600","600"
"Rv1287","NC_000962.3","1440805..1441290","1485","57.2108157193","0","486","1485","1485"
"Rv1288","NC_000962.3","1441348..1442718","597","8.1531387271","0","1371","597","597"
"Rv1289","NC_000962.3","1442767..1443399","225","6.6552866196","0","633","225","225"
"Rv1290c","NC_000962.3","complement(1443482..1445047)","106","1.2673660327","0","1566","106","106"
"Rv1290A","NC_000962.3","1445058..1445372","3","0.1783194256","0","315","3","3"
"Rv1291c","NC_000962.3","complement(1445499..1445834)","11","0.6129730256","0","336","11","11"
"argV","NC_000962.3","complement(1446193..1446265)","0","0","0","73","0","0"
"argS","NC_000962.3","1446379..1448031","216","2.4466331355","0","1653","216","216"
"lysA","NC_000962.3","1448028..1449371","398","5.5446196403","0","1344","398","398"
"thrA","NC_000962.3","1449375..1450700","490","6.918955089","0","1326","490","490"
"thrC","NC_000962.3","1450697..1451779","506","8.7480250075","0","1083","506","506"
"IGR310_Rodriguez_Rv1295-Rv1296","NC_000962.3","1451879..1451930","0","0","0","52","0","0"
"thrB","NC_000962.3","1451997..1452947","232","4.5676774007","0","951","232","232"
"Miotto_candidate_189","NC_000962.3","1453007..1453060","0","0","0","54","0","0"
"IGR311_Rodriguez_Rv1296-Rv1297","NC_000962.3","1453065..1453152","82","17.4469347111","0","88","82","82"
"IGR312_Rodriguez_Rv1296-Rv1297","NC_000962.3","1453157..1453221","7","2.0163811974","0","65","7","7"
"rho","NC_000962.3","1453204..1455012","10857","112.3722887859","0","1809","10857","10857"
"Miotto_candidate_1172","NC_000962.3","complement(1454141..1454172)","0","0","0","32","0","0"
"Miotto_candidate_1173","NC_000962.3","complement(1455156..1455285)","19","2.7365173393","0","130","19","19"
"rpmE","NC_000962.3","1455163..1455405","2235","172.2103341852","0","243","2235","2235"
"prfA","NC_000962.3","1455495..1456568","2118","36.9240754779","0","1074","2118","2118"
"hemK","NC_000962.3","1456565..1457542","1608","30.7847155638","0","978","1608","1608"
"Rv1301","NC_000962.3","1457558..1458211","840","24.048583088","0","654","840","840"
"IGR313_Rodriguez_Rv1301-Rv1302","NC_000962.3","1458143..1458417","126","8.5787854579","0","275","126","126"
"rfe","NC_000962.3","1458295..1459509","863","13.2991067921","0","1215","862","863"
"IGR314_Rodriguez_Rv1302-Rv1303","NC_000962.3","1459572..1459815","287","22.0231798812","0","244","287","287"
"Rv1303","NC_000962.3","1459766..1460251","290","11.172482531","0","486","290","290"
"Miotto_candidate_1174","NC_000962.3","complement(1459894..1459935)","0","0","0","42","0","0"
"Miotto_candidate_1175","NC_000962.3","complement(1459996..1460036)","0","0","0","41","0","0"
"atpB","NC_000962.3","1460244..1460996","338","8.4044573907","0","753","338","338"
"Miotto_candidate_1176","NC_000962.3","complement(1460757..1460797)","0","0","0","41","0","0"
"Miotto_candidate_1177","NC_000962.3","complement(1460892..1461010)","0","0","0","119","0","0"
"IGR315_Rodriguez_Rv1304-Rv1305","NC_000962.3","1460931..1461156","135","11.1844153015","0","226","134","135"
"atpE","NC_000962.3","1461045..1461290","349","26.5630705357","0","246","346","349"
"IGR316_Rodriguez_Rv1305-Rv1306","NC_000962.3","1461233..1461354","69","10.5895429394","0","122","69","69"
"atpF","NC_000962.3","1461321..1461836","1140","41.3659597801","0","516","1140","1140"
"atpH","NC_000962.3","1461843..1463183","2074","28.9579577307","0","1341","2074","2074"
"Miotto_candidate_1178","NC_000962.3","complement(1463190..1463220)","0","0","0","31","0","0"
"atpA","NC_000962.3","1463228..1464877","2106","23.8980452042","0","1650","2106","2106"
"Miotto_candidate_1179","NC_000962.3","complement(1464709..1464761)","0","0","0","53","0","0"
"atpG","NC_000962.3","1464884..1465801","932","19.0090838682","0","918","932","932"
"Miotto_candidate_1180","NC_000962.3","complement(1465247..1465345)","0","0","0","99","0","0"
"IGR317_Rodriguez_Rv1309-Rv1310","NC_000962.3","1465715..1465941","66","5.4438485442","0","227","66","66"
"Miotto_candidate_1181","NC_000962.3","complement(1465725..1465777)","0","0","0","53","0","0"
"atpD","NC_000962.3","1465841..1467301","2070","26.5282184519","0","1461","2069","2070"
"Miotto_candidate_1182","NC_000962.3","complement(1466855..1467111)","9","0.6556881603","0","257","9","9"
"atpC","NC_000962.3","1467315..1467680","467","23.890418129","0","366","467","467"
"Rv1312","NC_000962.3","1467688..1468131","212","8.9400685006","0","444","212","212"
"Rv1313c","NC_000962.3","complement(1468171..1469505)","717","10.0560134514","0","1335","1","717"
"IGR984_Rodriguez_Rv1313c-Rv1314c","NC_000962.3","1469510..1469576","0","0","0","67","0","0"
"Rv1314c","NC_000962.3","complement(1469671..1470252)","177","5.6942723799","0","582","177","177"
"murA","NC_000962.3","1470321..1471577","324","4.8261152423","0","1257","324","324"
"mcr3","NC_000962.3","1471619..1471742","730","110.2272901101","0","124","730","730"
"Miotto_candidate_1183","NC_000962.3","complement(1471657..1471729)","0","0","0","73","0","0"
"Miotto_candidate_191","NC_000962.3","1471783..1471846","71","20.7714268435","0","64","71","71"
"Miotto_candidate_1184","NC_000962.3","complement(1471814..1471995)","3","0.3086297751","0","182","3","3"
"rrs","NC_000962.3","1471846..1473382","48182","586.9470327525","0","1537","48182","48182"
"Miotto_candidate_1186","NC_000962.3","complement(1473115..1473350)","164","13.0112733439","0","236","164","164"
"Miotto_candidate_192","NC_000962.3","1473471..1473658","529","52.684853702","0","188","529","529"
"Miotto_candidate_1187","NC_000962.3","complement(1473503..1473928)","11","0.4834716821","0","426","11","11"
"rrl","NC_000962.3","1473658..1476795","940953","5614.3947870827","0","3138","940953","940953"
"Miotto_candidate_1188","NC_000962.3","complement(1473967..1474360)","21","0.9979551611","0","394","21","21"
"Miotto_candidate_1189","NC_000962.3","complement(1474520..1474904)","9","0.4376931356","0","385","9","9"
"Miotto_candidate_1190","NC_000962.3","complement(1475067..1475610)","22","0.7572019728","0","544","22","22"
"Miotto_candidate_1191","NC_000962.3","complement(1475646..1476149)","22","0.8172973674","0","504","22","22"
"Miotto_candidate_1192","NC_000962.3","complement(1476171..1476699)","200","7.078842983","0","529","200","200"
"Miotto_candidate_1193","NC_000962.3","complement(1476719..1476794)","0","0","0","76","0","0"
"Miotto_candidate_193","NC_000962.3","1476825..1476884","5","1.5602949742","0","60","5","5"
"rrf","NC_000962.3","1476899..1477013","327","53.2399780749","0","115","327","327"
"Miotto_candidate_1194","NC_000962.3","complement(1476976..1477014)","0","0","0","39","0","0"
"ogt","NC_000962.3","complement(1477134..1477631)","32","1.2031190162","0","498","32","32"
"alkA","NC_000962.3","complement(1477628..1479118)","140","1.7580788441","0","1491","140","140"
"Rv1318c","NC_000962.3","complement(1479199..1480824)","76","0.8751469966","0","1626","76","76"
"IGR319_Rodriguez_Rv1318c-Rv1319c","NC_000962.3","1480830..1480924","1","0.1970898915","0","95","1","1"
"Rv1319c","NC_000962.3","complement(1480894..1482501)","162","1.8863267598","0","1608","162","162"
"Rv1320c","NC_000962.3","complement(1482514..1484217)","202","2.2195745407","0","1704","202","202"
"Miotto_candidate_194","NC_000962.3","1483050..1483081","0","0","0","32","0","0"
"Miotto_candidate_1195","NC_000962.3","complement(1484240..1484314)","0","0","0","75","0","0"
"Rv1321","NC_000962.3","1484279..1484959","365","10.0353773669","0","681","365","365"
"Rv1322","NC_000962.3","1484982..1485278","65","4.0977443766","0","297","65","65"
"Miotto_candidate_1196","NC_000962.3","complement(1485130..1485162)","0","0","0","33","0","0"
"IGR320_Rodriguez_Rv1322-Rv1322A","NC_000962.3","complement(1485174..1485386)","352","30.9421876566","0","213","352","352"
"Rv1322A","NC_000962.3","complement(1485313..1485771)","3090","126.047358697","0","459","3090","3090"
"Miotto_candidate_195","NC_000962.3","1485626..1485773","7","0.8855728232","0","148","7","7"
"IGR321_Rodriguez_Rv1322A-Rv1323","NC_000962.3","1485793..1485926","176","24.5921118316","0","134","176","176"
"fadA4","NC_000962.3","1485862..1487031","5891","94.2738224901","0","1170","5891","5891"
"Miotto_candidate_1198","NC_000962.3","complement(1486759..1486919)","2","0.2325905552","0","161","2","2"
"IGR322_Rodriguez_Rv1323-Rv1324","NC_000962.3","1486991..1487135","144","18.59441183","0","145","144","144"
"Rv1324","NC_000962.3","1487161..1488075","1124","23.0002826355","0","915","1124","1124"
"Miotto_candidate_1199","NC_000962.3","complement(1488098..1488132)","0","0","0","35","0","0"
"Miotto_candidate_196","NC_000962.3","1488098..1488135","0","0","0","38","0","0"
"PE_PGRS24","NC_000962.3","complement(1488154..1489965)","388","4.009234768","0","1812","388","388"
"IGR323_Rodriguez_Rv1325c-Rv1326c","NC_000962.3","complement(1489934..1490040)","12","2.0998362269","0","107","12","12"
"glgB","NC_000962.3","complement(1490117..1492312)","948","8.0828395383","0","2196","948","948"
"glgE","NC_000962.3","complement(1492320..1494425)","1453","12.9179977063","0","2106","1453","1453"
"Miotto_candidate_197","NC_000962.3","1492502..1492547","0","0","0","46","0","0"
"Miotto_candidate_198","NC_000962.3","1492685..1492761","0","0","0","77","0","0"
"glgP","NC_000962.3","1494564..1497155","583","4.2113517127","0","2592","583","583"
"dinG","NC_000962.3","complement(1497195..1499189)","355","3.3317576892","0","1995","355","355"
"pncB1","NC_000962.3","complement(1499213..1500559)","244","3.3916434182","0","1347","244","244"
"Rv1331","NC_000962.3","1500661..1500966","2950","180.5047126971","0","306","2950","2950"
"Miotto_candidate_1200","NC_000962.3","complement(1500780..1500810)","0","0","0","31","0","0"
"Rv1332","NC_000962.3","1500926..1501582","4662","132.860185745","0","657","4662","4662"
"Rv1333","NC_000962.3","1501599..1502633","877","15.865260201","0","1035","877","877"
"Miotto_candidate_1201","NC_000962.3","complement(1502632..1502669)","0","0","0","38","0","0"
"mec","NC_000962.3","1502641..1503081","224","9.5103693663","0","441","224","224"
"Miotto_candidate_1202","NC_000962.3","complement(1502760..1502790)","0","0","0","31","0","0"
"Miotto_candidate_1203","NC_000962.3","complement(1503051..1503090)","0","0","0","40","0","0"
"cysO","NC_000962.3","1503103..1503384","410","27.2221676343","0","282","410","410"
"cysM","NC_000962.3","1503394..1504365","671","12.9254065143","0","972","671","671"
"Rv1337","NC_000962.3","1504356..1505078","1785","46.2261664544","0","723","1785","1785"
"murI","NC_000962.3","1505075..1505890","199","4.5661573509","0","816","199","199"
"Rv1339","NC_000962.3","1505917..1506738","132","3.0066998042","0","822","132","132"
"rphA","NC_000962.3","1506755..1507534","264","6.3371980489","0","780","264","264"
"Rv1341","NC_000962.3","1507573..1508187","169","5.1451678172","0","615","169","169"
"Rv1342c","NC_000962.3","complement(1508184..1508546)","132","6.8085598872","0","363","132","132"
"lprD","NC_000962.3","complement(1508543..1508923)","57","2.8011594812","0","381","57","57"
"mbtL","NC_000962.3","1508968..1509288","56","3.2664119085","0","321","56","56"
"mbtM","NC_000962.3","1509281..1510846","691","8.2617917789","0","1566","691","691"
"mbtN","NC_000962.3","1510846..1512006","394","6.3540694555","0","1161","394","394"
"mbtK","NC_000962.3","complement(1511973..1512605)","37","1.0944249108","0","633","37","37"
"Miotto_candidate_199","NC_000962.3","1512325..1512360","0","0","0","36","0","0"
"leuW","NC_000962.3","1512728..1512811","0","0","0","84","0","0"
"irtA","NC_000962.3","1513047..1515626","213","1.5457806023","0","2580","213","213"
"irtB","NC_000962.3","1515623..1517362","95","1.0222622245","0","1740","95","95"
"fabG2","NC_000962.3","1517491..1518234","45","1.1324721587","0","744","45","45"
"Miotto_candidate_1204","NC_000962.3","complement(1518130..1518237)","1","0.1733661082","0","108","1","1"
"Rv1351","NC_000962.3","1518231..1518560","98","5.5603239079","0","330","98","98"
"IGR324_Rodriguez_Rv1351-Rv1352","NC_000962.3","1518665..1518798","23","3.2137418871","0","134","23","23"
"Rv1352","NC_000962.3","1518763..1519134","374","18.8242038818","0","372","374","374"
"Rv1353c","NC_000962.3","complement(1519200..1519985)","19","0.452604649","0","786","19","19"
"Miotto_candidate_200","NC_000962.3","1519949..1519979","0","0","0","31","0","0"
"Rv1354c","NC_000962.3","complement(1520005..1521876)","59","0.5901115607","0","1872","59","59"
"Miotto_candidate_201","NC_000962.3","1521439..1521469","0","0","0","31","0","0"
"moeY","NC_000962.3","complement(1521885..1524032)","75","0.6537548774","0","2148","75","75"
"Rv1356c","NC_000962.3","complement(1524029..1524820)","9","0.2127674965","0","792","9","9"
"Rv1357c","NC_000962.3","complement(1525293..1526216)","2","0.0405271422","0","924","2","2"
"IGR325_Rodriguez_Rv1357c-Rv1358","NC_000962.3","1526332..1526395","0","0","0","64","0","0"
"Rv1358","NC_000962.3","1526612..1530091","56","0.3012983398","0","3480","56","56"
"Rv1359","NC_000962.3","1530173..1530925","31","0.7708230151","0","753","31","31"
"Rv1360","NC_000962.3","1531348..1532370","271","4.9599992727","0","1023","271","271"
"PPE19","NC_000962.3","complement(1532443..1533633)","6044","95.0168546482","0","1191","5265","6044"
"Rv1362c","NC_000962.3","complement(1533948..1534610)","133","3.7560041912","0","663","133","133"
"Rv1363c","NC_000962.3","complement(1534607..1535392)","147","3.5017307054","0","786","147","147"
