id	dN	dS	id_symbol
MRA_0740	0.0322	1.1546	secY
MRA_0143	0.1162	1.1045	cyp138
MRA_1302	0.0389	1.2766	thrA
MRA_2338	0.116	1.0139	uspC
MRA_3181	0.0362	0.7392	nuoD
MRA_0252	0.043	1.1178	fadA2
MRA_3728	0.0863	1.0212	MRA_3728
MRA_2056	0.1099	1.1335	MRA_2056
MRA_2859	0.3007	68.2121	dinF
MRA_0418	0.0948	0.9989	MRA_0418
MRA_0454	0.122	1.2509	MRA_0454
MRA_2266	0.0315	0.9203	kasB
MRA_2709	0.1221	1.0028	MRA_2709
MRA_3371	0.0638	1.0463	MRA_3371
MRA_0492	0.0959	1.1632	MRA_0492
MRA_1891	0.1801	1.4719	cyp140
MRA_1609	0.0725	0.992	hisD
MRA_2806	0.0537	0.9091	pepR
MRA_1580	0.0629	1.3778	bioA
MRA_1204	0.1763	1.5043	MRA_1204
MRA_3048	0.3955	7.6209	MRA_3048
MRA_1500	0.5722	60.8198	MRA_1500
MRA_1241	0.0833	0.7724	MRA_1241
MRA_2390	0.0737	0.9309	MRA_2390
MRA_3759	0.0532	0.9499	MRA_3759
MRA_0775	0.1034	0.9893	cyp123
MRA_1106	0.0238	1.2052	phoH2
MRA_3584	0.0673	1.2741	cyp125
MRA_0810	0.0878	1.5266	pepC
MRA_2701	0.0755	0.9692	MRA_2701
MRA_0366	0.0427	0.8602	purA
MRA_3740	0.1315	1.5063	gshA
MRA_1013	0.5888	12.6274	MRA_1013
MRA_3666	0.1179	1.0632	MRA_3666
MRA_2659	0.1093	1.5609	MRA_2659
MRA_0017	0.0746	0.8233	pknA
MRA_0904	0.0409	1.3657	gltA2
MRA_1169	0.1286	0.8955	MRA_1169
MRA_2364	0.07	0.8745	dgt
MRA_2302	0.2343	2.1024	lipM
MRA_1390	0.0446	1.13	pyrC
MRA_1912	0.102	1.3805	cinA
MRA_0346	0.0321	0.8717	aspC
MRA_3317	0.093	1.1622	purK
MRA_2712	0.1113	1.1174	arsA
MRA_2211	0.0847	0.9742	qcrA
MRA_1507	0.1747	2.1133	lipL
MRA_1031	0.0339	1.3531	eno
MRA_1571	0.0421	1.0321	ilvA
MRA_2221	0.0983	0.8397	MRA_2221
MRA_0473	0.0222	1.2856	icl
MRA_0932	0.1226	1.1395	mntH
MRA_1786	0.1208	1.6853	MRA_1786
MRA_2286	0.0835	1.0321	cyp124
MRA_1787	0.1113	1.3564	MRA_1787
MRA_2196	0.1094	1.2564	MRA_2196
MRA_3270	0.0909	1.1668	MRA_3270
MRA_0452	0.1274	0.9528	ufaA1
MRA_1536	0.2118	1.3383	MRA_1536
MRA_1104	0.0447	1.587	glyA1
MRA_2483	0.0057	1.1157	clpX
MRA_1001	0.0401	0.9154	moeA1
MRA_3739	0.0852	0.7844	MRA_3739
MRA_1424	0.0147	1.1136	ribA2
MRA_1209	0.303	4.6363	MRA_1209
MRA_0853	0.1802	1.2806	MRA_0853
MRA_1699	0.0648	1.0194	tyrS
MRA_1820	0.3383	6.9902	MRA_1820
MRA_3196	0.1033	0.9118	MRA_3196
MRA_2609	0.0462	1.6909	hisS
MRA_1913	0.0719	1.0495	nanT
MRA_2946	0.0822	1.2626	ftsY
MRA_2965	0.0876	0.541	papA5
MRA_0781	0.0802	1.055	purD
MRA_3746	0.0265	1.1037	ask
MRA_0235	0.0893	1.1787	MRA_0235
MRA_3757	0.0632	0.8919	MRA_3757
MRA_3352	0.1036	1.2305	MRA_3352
MRA_1266	0.1315	1.0279	MRA_1266
MRA_2475	0.1017	1.0359	MRA_2475
MRA_3874	0.061	1.1599	serS
MRA_1323	0.0119	0.9895	murA
MRA_2980	0.0481	0.533	MRA_2980
MRA_1400	0.0434	1.0542	dfp
MRA_2582	0.1382	0.9231	MRA_2582
MRA_0552	0.088	1.3522	pitA
MRA_1285	0.0865	1.314	MRA_1285
MRA_1473	0.0774	1.3291	csd
MRA_2411	0.1365	1.6606	MRA_2411
MRA_3293	0.1194	1.2016	alkB
MRA_2265	0.0278	0.9406	kasA
MRA_3676	0.2907	97.8459	MRA_3676
MRA_3815	0.062	1.1218	lipE
MRA_1119	0.0668	0.9241	xseA
MRA_3333	0.0987	1.5503	MRA_3333
MRA_2453	0.0748	1.5054	proA
MRA_0787	0.1125	1.8307	cyp126
MRA_1883	0.0669	1.1062	lldD2
MRA_3063	0.0517	1.06	MRA_3063
MRA_1134	0.1688	1.3043	MRA_1134
MRA_1785	0.0933	1.4002	MRA_1785
MRA_2144	0.068	0.9749	cysS1
MRA_2262	0.0428	0.8999	MRA_2262
MRA_3617	0.1154	1.4019	arsB2
MRA_0199	0.1201	1.3282	MRA_0199
MRA_2895	0.068	1.0513	dxr
MRA_3749	0.0631	1.4033	MRA_3749
MRA_1445	0.0921	1.1224	pgk
MRA_0921	0.0752	1.1849	MRA_0921
MRA_1880	0.1146	1.277	MRA_1880
MRA_0076	0.1584	0.6284	MRA_0076
MRA_3537	0.0859	1.1289	mce4C
MRA_1622	0.0491	1.133	trpB
MRA_0497	0.0724	0.9889	senX3
MRA_0982	0.0619	1.2352	fadE13
MRA_2168	0.089	1.4193	murG
MRA_3185	0.0674	1.0104	nuoH
MRA_0320	0.1092	1.2939	MRA_0320
MRA_3074	0.0581	1.0426	serB2
MRA_3599	0.0498	0.9285	fadE30
MRA_3380	0.037	1.0105	icd1
MRA_1801	0.2697	1.0786	MRA_1801
MRA_3463	0.0723	1.1912	alr
MRA_0568	0.0784	0.9098	MRA_0568
MRA_2545	0.0702	1.1315	lppS
MRA_3296	0.0807	0.8572	manA
MRA_2311	0.1227	1.0811	MRA_2311
MRA_3826	0.1524	0.9979	MRA_3826
MRA_1641	0.1139	1.3529	coaE
MRA_0236	0.0938	1.3147	MRA_0236
MRA_3251	0.0869	1.2056	MRA_3251
MRA_1810	0.1661	1.4182	MRA_1810
MRA_0697	0.0716	1.0874	MRA_0697
MRA_2990	0.0792	1.1598	MRA_2990
MRA_0398	0.0451	1.2846	metZ
MRA_3954	0.0514	0.8486	MRA_3954
MRA_3571	0.2707	1.5566	MRA_3571
MRA_3372	0.0895	1.1558	dacB1
MRA_2717	0.1228	0.8948	MRA_2717
MRA_1264	0.0848	1.1098	cyp130
MRA_1084	0.0414	1.028	fadA3
MRA_0443	0.1084	1.239	moeA2
MRA_0537	0.137	1.5392	MRA_0537
MRA_2870	0.0493	0.8424	cysG
MRA_1664	0.074	0.9499	argJ
MRA_3487	0.2601	1.4935	MRA_3487
MRA_2894	0.0844	0.982	MRA_2894
MRA_0596	0.2656	2.1835	mce2A
MRA_1310	0.0422	1.1037	rfe
MRA_1222	0.0141	1.6955	glgC
MRA_1401	0.0239	0.9531	metK
MRA_1819	0.2399	3.2127	MRA_1819
MRA_0162	0.0491	0.9905	fadE2
MRA_0867	0.0179	0.9232	fadA
MRA_0377	0.156	1.0875	MRA_0377
MRA_0002	0.0814	1.2824	dnaN
MRA_1637	0.0501	1.2385	MRA_1637
MRA_3903	0.3085	1.4201	MRA_3903
MRA_2442	0.1447	0.9971	eis
MRA_1010	0.0684	1.0902	arcA
MRA_0181	0.1242	1.4994	lprK
MRA_2814	0.0757	2.2615	ltp1
MRA_3173	0.0391	1.0631	fadE23
MRA_2568	0.0492	1.3746	aroF
MRA_3679	0.0635	0.9516	MRA_3679
MRA_1666	0.088	1.2474	argD
MRA_3544	0.04	1.0281	fadE26
MRA_3539	0.0962	1.3879	mce4A
MRA_0302	0.1413	0.9773	MRA_0302
MRA_1824	0.1242	1.067	MRA_1824
MRA_3849	0.0475	0.8756	glf
MRA_2191	0.1087	1.0717	pknL
MRA_1669	0.021	2.0918	argG
MRA_3818	0.0727	1.193	MRA_3818
MRA_3557	0.0434	0.9746	cyp142
MRA_3643	0.2341	1.1531	MRA_3643
MRA_0277	0.0934	1.2459	MRA_0277
MRA_3706	0.0848	1.2472	MRA_3706
MRA_0866	0.0641	1.2216	MRA_0866
MRA_3764	0.4313	70.3935	MRA_3764
MRA_1471	0.0809	1.2928	MRA_1471
MRA_3399	0.0482	1.0909	MRA_3399
MRA_2180	0.125	1.0089	mraW
MRA_0702	0.0644	0.93	lldD1
MRA_0694	0.0173	0.8803	tuf
MRA_0361	0.023	0.9198	dnaJ1
MRA_0406	0.0548	1.1971	fadE7
MRA_3654	0.0637	1.0829	MRA_3654
MRA_2526	0.0591	1.1622	fadE19
MRA_2489	0.1115	1.227	lipP
MRA_2793	0.1558	1.4671	MRA_2793
MRA_3313	0.0977	1.1397	MRA_3313
MRA_3609	0.0337	1.0697	MRA_3609
MRA_3347	0.0787	0.8865	amiB1
MRA_3562	0.0305	1.5254	ltp3
MRA_2653	0.2195	2.3371	MRA_2653
MRA_1247	0.0912	1.1776	sugC
MRA_1706	0.035	1.4509	MRA_1706
MRA_1067	0.2874	1.7919	MRA_1067
MRA_1799	0.102	1.0955	cyp143
MRA_2521	0.0989	1.3432	pdhC
MRA_3056	0.0752	0.904	iscS
MRA_0897	0.051	0.9775	citA
MRA_3902	0.1715	1.1202	MRA_3902
MRA_3244	0.0485	1.1526	moeB1
MRA_3652	0.1602	0.5519	MRA_3652
MRA_2376	0.216	1.9603	MRA_2376
MRA_2373	0.216	1.9603	MRA_2373
MRA_3585	0.0587	1.516	fadA5
MRA_0701	0.0603	1.1931	pqqE
MRA_3412	0.1268	1.2725	otsB2
MRA_2086	0.1331	1.2572	cobL
MRA_1238	0.0564	1.0248	mrp
MRA_0761	0.058	1.1072	fadE9
MRA_0077	0.091	0.9845	MRA_0077
MRA_3736	0.1091	1.0993	MRA_3736
MRA_0393	0.0914	1.0547	MRA_0393
MRA_3346	0.047	1.1533	amiA1
MRA_1331	0.0542	1.1423	fadA4
MRA_2921	0.0957	1.345	MRA_2921
MRA_0833	0.0403	1.1839	MRA_0833
MRA_3315	0.0202	0.7684	fadE25
MRA_0246	0.1729	1.3221	lpqI
MRA_0979	0.0476	1.2845	fadE12
MRA_2766	0.0929	0.9304	MRA_2766
MRA_0582	0.1096	1.2472	MRA_0582
MRA_3604	0.074	1.2095	aspB
MRA_0340	0.0992	0.9846	MRA_0340
MRA_1089	0.0536	1.2618	metB
MRA_1221	0.0939	0.7272	MRA_1221
MRA_3582	0.0478	1.2274	fadE29
MRA_2893	0.0373	1.2695	gcpE
MRA_0958	0.0333	1.5969	sucC
MRA_3579	0.0392	1.4107	ltp2
MRA_3595	0.0735	1.8052	fadA6
MRA_2751	0.0635	1.1957	fadE20
MRA_3715	0.041	1.2775	MRA_3715
MRA_1581	0.1057	0.9738	bioF1
MRA_3565	0.036	1.2394	MRA_3565
MRA_0995	0.1984	1.9135	MRA_0995
MRA_2205	0.1448	2.0205	MRA_2205
MRA_3277	0.1012	1.3171	MRA_3277
MRA_2203	0.0832	0.9041	MRA_2203
MRA_0003	0.128	1.5197	recF
MRA_0415	0.1416	1.4955	ackA
MRA_3535	0.1043	1.3831	lprN
MRA_0233	0.0827	0.8626	MRA_0233
MRA_3568	0.0657	1.1222	MRA_3568
MRA_1262	0.1132	1.1428	MRA_1262
MRA_3374	0.1671	1.1171	nagA
MRA_2280	0.0486	0.976	adhE2
MRA_2396	0.0502	0.9645	dnaJ2
MRA_2348	0.4353	0.8141	MRA_2348
MRA_3194	0.1639	0.8998	MRA_3194
MRA_2978	0.0639	0.6245	MRA_2978
MRA_0268	0.1296	1.4938	MRA_0268
MRA_1497	0.0356	1.1834	MRA_1497
MRA_1898	0.2339	1.4807	MRA_1898
MRA_0064	0.1608	0.719	celA1
MRA_1610	0.0793	1.3034	hisC1
MRA_0385	0.0881	1.018	MRA_0385
MRA_0581	0.1361	0.6412	MRA_0581
MRA_3271	0.0826	1.3798	MRA_3271
MRA_2249	0.0871	0.9448	MRA_2249
MRA_2165	0.0119	1.3816	ftsZ
MRA_3382	0.0644	0.9936	metA
MRA_2199	0.0784	0.7908	MRA_2199
MRA_1768C	0.1239	1.1234	MRA_1768C
MRA_2227	0.0544	0.9704	gcvT
MRA_3201	0.0914	1.1755	MRA_3201
MRA_1890	0.1097	1.1053	MRA_1890
MRA_3137	0.038	0.8665	prfB
MRA_0564	0.101	0.6646	pimB
MRA_2638	0.0911	1.0155	pimA
MRA_3601	0.0515	1.3999	fadE31
MRA_0280	0.0987	0.8157	MRA_0280
MRA_1489	0.0398	0.9709	moxR1
MRA_1377	0.0974	1.2381	MRA_1377
MRA_3796	0.1352	1.1356	proV
MRA_1392	0.0655	0.9898	carA
MRA_0374	0.0874	1.3143	MRA_0374
MRA_0891	0.0593	1.2055	serC
MRA_2998	0.1368	1.0395	lipN
MRA_2465	0.0661	1.1444	proB
MRA_1905	0.0308	1.2668	MRA_1905
MRA_0509	0.0597	0.8849	galE2
MRA_0438	0.0391	1.1541	MRA_0438
MRA_0771	0.0542	1.2563	adhB
MRA_1545	0.0719	1.6456	MRA_1545
MRA_2412	0.0875	1.1062	hemN
MRA_3450	0.0463	1.3586	guaB3
MRA_3570	0.073	0.9531	MRA_3570
MRA_2104	0.0872	1.3743	pepE
MRA_3202	0.0739	1.39	MRA_3202
MRA_0942	0.0709	1.1279	pstS1
MRA_3010	0.0654	0.9061	ddl
MRA_0513	0.071	1.5703	serB1
MRA_1457	0.0965	1.1346	tal
MRA_3545	0.0925	0.8858	fadE27
MRA_3036	0.0292	1.2593	lppZ
MRA_2480	0.0526	1.0893	MRA_2480
MRA_2563	0.0748	0.8833	pepQ
MRA_0913	0.1208	1.0928	MRA_0913
MRA_3254	0.1495	1.1625	entC
MRA_1268	0.5157	73.3525	MRA_1268
MRA_0856	0.09	0.9897	cysK2
MRA_2879	0.1052	1.1705	nicT
MRA_1933	0.2014	1.241	MRA_1933
MRA_1167	0.1099	1.1301	MRA_1167
MRA_2804	0.0624	1.2061	ald
MRA_0936	0.1324	1.265	pstS3
MRA_2940	0.0906	1.2818	MRA_2940
MRA_0190	0.108	1.326	sigG
MRA_1117	0.1418	1.5648	MRA_1117
MRA_2208	0.0846	1.2428	trpD
MRA_0940	0.1073	1.0146	pstS2
MRA_0187	0.1049	1.1924	lprO
MRA_2698	0.0591	1.3154	MRA_2698
MRA_3104	0.1654	0.9553	MRA_3104
MRA_0489	0.1094	1.0548	murB
MRA_1870	0.1219	1.3918	modC
MRA_2226	0.0531	0.7819	ilvE
MRA_0821	0.1044	0.9678	MRA_0821
MRA_3912	0.2092	1.3654	MRA_3912
MRA_0213	0.117	1.0787	MRA_0213
MRA_2523	0.0812	0.9292	pdhA
MRA_1739	0.0553	0.3044	MRA_1739
MRA_3055	0.0657	0.8558	trmU
MRA_1248	0.0899	1.5725	corA
MRA_3960	0.084	1.3799	MRA_3960
MRA_0163	0.0364	1.3797	pntAa
MRA_3355	0.0508	1.4316	add
MRA_3665	0.126	1.8389	MRA_3665
MRA_2786	0.2223	2.117	hsdS
MRA_2247	0.1045	1.2365	MRA_2247
MRA_2250	0.1454	0.9039	cobC
MRA_0819	0.0566	0.8695	purM
MRA_2078	0.1666	1.1915	cobG
MRA_2216	0.0596	1.2672	ctaC
MRA_3603	0.0829	1.3651	fadE33
MRA_1018	0.0768	1.0851	rpfB
MRA_2566	0.0564	1.3474	aroB
MRA_0549	0.1001	1.3897	menE
MRA_1189	0.0756	1.6224	MRA_1189
MRA_2223	0.0884	1.3093	cobT
MRA_0217	0.2183	2.1739	MRA_0217
MRA_3067	0.1032	0.8981	MRA_3067
MRA_1303	0.0388	1.6993	thrC
MRA_2053	0.1079	1.2897	MRA_2053
MRA_1073	0.119	1.2724	MRA_1073
MRA_1617	0.1329	1.2578	chaA
MRA_0139	0.1287	1.2727	fgd2
MRA_1153	0.0781	1.1051	mcr
MRA_0876	0.0923	1.1152	moaA2
MRA_0863	0.0721	0.9894	far
MRA_2188	0.1292	1.3008	idsA2
MRA_3305	0.0676	1.1325	manB
MRA_1194	0.2696	1.4543	MRA_1194
MRA_3614	0.036	1.305	MRA_3614
MRA_0666	0.0272	0.8349	mkl
MRA_2171	0.0315	1.1124	murX
MRA_3076	0.1043	0.8991	fecB
MRA_3769	0.0765	1.1333	ligC
MRA_1003	0.1429	1.1258	MRA_1003
MRA_2152	0.1244	0.774	lppL
MRA_0934	0.0716	0.9886	MRA_0934
MRA_3625	0.0486	0.855	MRA_3625
MRA_3610	0.0681	1.2729	hmp
MRA_3069	0.12	0.9989	MRA_3069
MRA_3727	0.0473	0.7665	moxR2
MRA_0510	0.0464	1.2701	MRA_0510
MRA_3825	0.1958	1.4047	MRA_3825
MRA_2706	0.0763	0.969	hemE
MRA_1123	0.0442	1.2697	MRA_1123
MRA_1307	0.0442	0.7991	prfA
MRA_2153	0.0735	1.0043	pyrD
MRA_0223	0.0552	1.048	fadE3
MRA_2424	0.1375	1.0456	subI
MRA_3653	0.0854	1.2702	ephA
MRA_2801	0.0815	1.0304	MRA_2801
MRA_0132	0.1705	1.3366	pepA
MRA_3592	0.0606	1.6482	MRA_3592
MRA_3237	0.1446	1.2851	MRA_3237
MRA_3561	0.0675	0.9398	ltp4
MRA_1211	0.063	1.5425	dapE
MRA_1069	0.0547	1.1626	MRA_1069
MRA_1671	0.0764	1.5294	pks10
MRA_1676	0.0919	0.9695	pks11
MRA_3812	0.0697	1.4856	hisC2
MRA_2279	0.1138	1.0292	MRA_2279
MRA_1702	0.111	1.0795	MRA_1702
MRA_2740	0.1326	1.1309	MRA_2740
MRA_1663	0.0711	1.3359	argC
MRA_2392	0.0297	1.3119	phoH1
MRA_3693	0.0589	1.0006	MRA_3693
MRA_1656	0.0865	1.0503	MRA_1656
MRA_3799	0.0935	1.0746	fadE36
MRA_2421	0.0594	1.2773	cysA1
MRA_2637	0.1086	0.9641	MRA_2637
MRA_3538	0.0761	1.0314	mce4B
MRA_3662	0.1041	0.9421	MRA_3662
MRA_3694	0.1074	0.9032	MRA_3694
MRA_0699	0.1864	0.9964	MRA_0699
MRA_2592	0.1117	0.6982	MRA_2592
MRA_1604	0.0568	1.1203	nadA
MRA_1599	0.052	1.068	bioB
MRA_2449	0.1387	0.674	MRA_2449
MRA_0839	0.1061	1.5694	MRA_0839
MRA_0486	0.1803	1.4223	MRA_0486
MRA_2522	0.0745	1.0796	pdhB
MRA_2864	0.0309	1.1038	nusA
MRA_0801	0.1395	1.0239	MRA_0801
MRA_3559	0.0521	1.2755	MRA_3559
MRA_3957	0.0399	1.1327	parA
MRA_3498	0.0131	0.7536	rpoA
MRA_0543	0.0664	0.9044	galE3
MRA_0178	0.1296	1.6887	mce1B
MRA_1632	0.0757	0.978	cydB
MRA_3297	0.1209	0.952	MRA_3297
MRA_3088	0.1166	0.9352	dinP
MRA_3077	0.0636	1.3325	adhC
MRA_1873	0.0723	1.2081	adhA
MRA_3768	0.0698	1.6484	MRA_3768
MRA_3719	0.044	0.9145	MRA_3719
MRA_3573	0.0327	1.4689	bphI
MRA_3686	0.1176	0.9924	MRA_3686
MRA_1852	0.1133	1.1943	MRA_1852
MRA_1081	0.1094	0.986	echA9
MRA_3745	0.0534	1.3288	asd
MRA_2621	0.0102	1.1971	ruvB
MRA_0372	0.0642	1.5864	fba
MRA_3224	0.4868	4.4128	MRA_3224
MRA_3159	0.2017	1.3441	MRA_3159
MRA_1495	0.1158	1.1066	hemZ
MRA_2805	0.0984	0.8683	MRA_2805
MRA_3459	0.0511	0.9748	gcp
MRA_3956	0.077	1.3226	parB
MRA_1341	0.1076	1.4698	MRA_1341
MRA_3040	0.0389	1.3674	pfkA
MRA_2397	0.0441	0.7974	hrcA
MRA_3563	0.3576	1.3067	MRA_3563
MRA_3883	0.192	1.139	MRA_3883
MRA_1431	0.0494	0.7786	MRA_1431
MRA_0845	0.0179	0.0523	MRA_0845
MRA_1660	0.0601	0.7648	pheS
MRA_1555	0.0627	1.4938	MRA_1555
MRA_0571	0.0387	1.4863	gpsA1
MRA_2743	0.081	1.1856	MRA_2743
MRA_2597	0.1028	1.3634	MRA_2597
MRA_3927	0.1564	4.1435	MRA_3927
MRA_0421	0.0751	1.0178	thiO
MRA_0136	0.0599	0.7493	fbpC
MRA_2607	0.078	1.0413	MRA_2607
MRA_3228	0.0954	1.0262	MRA_3228
MRA_0146	0.1083	1.2645	MRA_0146
MRA_3714	0.0584	1.0764	MRA_3714
MRA_1131	0.1224	1.3316	gnd2
MRA_0892	0.0626	0.9414	MRA_0892
MRA_1369	0.503	14.7994	MRA_1369
MRA_1444	0.0319	1.1276	gap
MRA_3583	0.1173	1.3137	fadE28
MRA_2044	0.2027	2.142	pfkB
MRA_1418	0.0926	1.0923	ribG
MRA_3844	0.0665	0.8621	fbpA
MRA_0834	0.106	1.8465	desA1
MRA_0943	0.0972	1.0387	pstC1
MRA_1148	0.0948	0.9749	MRA_1148
MRA_0224	0.1301	1.1555	MRA_0224
MRA_3045	0.1147	1.0938	MRA_3045
MRA_0413	0.0301	1.0568	fgd1
MRA_3024	0.0693	1.404	leuB
MRA_3842	0.1107	1.029	MRA_3842
MRA_2860	0.1141	1.2522	MRA_2860
MRA_3744	0.0612	0.963	MRA_3744
MRA_3378	0.0716	1.0509	trpS
MRA_0569	0.1156	1.6309	grcC1
MRA_3952	0.0608	1.1783	trxB2
MRA_1121	0.073	1.3022	lytB2
MRA_3896	0.0714	1.2698	MRA_3896
MRA_1491	0.0298	1.3699	MRA_1491
MRA_0554	0.0982	0.9694	MRA_0554
MRA_3011	0.0844	0.9246	gpsA2
MRA_1506	0.0753	1.2031	MRA_1506
MRA_1923	0.0647	1.0921	fadB5
MRA_3006	0.1258	1.009	thiL
MRA_3031	0.0519	1.5909	ilvC
MRA_3726	0.1736	0.9625	MRA_3726
MRA_1007	0.1591	1.7446	MRA_1007
MRA_2040	0.1092	1.4843	MRA_2040
MRA_1293	0.0316	0.9066	cysD
MRA_2111	0.0895	1.2392	MRA_2111
MRA_0957	0.1517	1.3064	MRA_0957
MRA_3163	0.2465	3.2467	MRA_3163
MRA_3505	0.0518	1.5286	rmlB
MRA_2810	0.0434	1.1646	ribF
MRA_2047	0.3279	1.7779	acg
MRA_2962	0.0737	0.5348	drrA
MRA_3302	0.0999	0.9169	fbiA
MRA_0301	0.2411	1.0475	MRA_0301
MRA_0273	0.1044	1.1412	MRA_0273
MRA_3269	0.0477	0.9765	MRA_3269
MRA_2593	0.0918	0.7467	glnQ2
MRA_3729	0.1032	1.1951	MRA_3729
MRA_1198	0.1084	1.2003	MRA_1198
MRA_3748	0.1045	0.9916	dnaQ
MRA_0500	0.1076	0.8193	MRA_0500
MRA_0519	0.0575	1.1876	hemB
MRA_1249	0.0343	1.4123	mdh
MRA_3817	0.1205	1.367	MRA_3817
MRA_1463	0.0981	1.3467	qor
MRA_0503	0.0552	0.8447	MRA_0503
MRA_1110	0.022	1.4772	MRA_1110
MRA_0417	0.0828	1.4104	glnH
MRA_3070	0.0817	1.3175	MRA_3070
MRA_1122	0.2128	1.1979	MRA_1122
MRA_3705	0.078	0.9201	ephE
MRA_0736	0.0958	0.9927	serA2
MRA_0560	0.1172	1.1086	menC
MRA_3824	0.0862	1.6427	MRA_3824
MRA_0238	0.0466	1.5032	php
MRA_0906	0.2536	1.152	ompA
MRA_1550	0.1547	1.0178	ansA
MRA_1025	0.0217	0.781	prsA
MRA_1871	0.1743	1.1587	apa
MRA_1432	0.0233	1.0846	whiA
MRA_1897	0.0707	1.6506	fbpB
MRA_2435	0.0394	0.8176	MRA_2435
MRA_1291	0.0819	1.1855	oppB
MRA_0290	0.1067	1.0892	MRA_0290
MRA_1308	0.1375	0.9371	hemK
MRA_0536	0.0736	1.2168	ccsA
MRA_2742	0.05	0.8512	MRA_2742
MRA_2735	0.118	1.3314	MRA_2735
MRA_2052	0.0644	0.8972	MRA_2052
MRA_3080	0.0219	1.1152	nrdF2
MRA_2218	0.0891	0.9584	cbhK
MRA_1217	0.0963	1.1252	MRA_1217
MRA_0937	0.0843	1.2611	pstC2
MRA_2819	0.0508	0.8258	MRA_2819
MRA_3174	0.0756	1.1432	fadB4
MRA_2738	0.0161	0.7946	sigB
MRA_1344	0.0516	0.9627	cysM
MRA_3661	0.1093	0.9302	mesJ
MRA_3618	0.0597	1.2333	MRA_3618
MRA_0156	0.081	0.8647	MRA_0156
MRA_0023	0.7275	65.399	MRA_0023
MRA_3878	0.077	0.8592	pheA
MRA_3257	0.0896	1.2417	MRA_3257
MRA_3737	0.0918	1.3003	MRA_3737
MRA_0386	0.0443	1.0044	MRA_0386
MRA_0184	0.3379	2.1744	MRA_0184
MRA_1916	0.1736	1.6172	aao
MRA_1409	0.1013	0.9981	lipI
MRA_3197	0.0454	0.9607	moxR3
MRA_3199	0.2696	1.1265	MRA_3199
MRA_3718	0.0515	1.062	MRA_3718
MRA_1389	0.0393	1.0563	pyrB
MRA_1408	0.1322	1.4798	lipH
MRA_1034	0.1077	0.963	MRA_1034
MRA_3602	0.1243	0.9573	fadE32
MRA_3059	0.0344	1.0683	fixB
MRA_1718	0.0464	1.1867	MRA_1718
MRA_1945	0.2973	4.7322	echA13
MRA_0815	0.0861	0.8017	MRA_0815
MRA_1216	0.0733	0.7332	folP2
MRA_1019	0.081	0.7759	ksgA
MRA_0152	0.1282	1.1824	MRA_0152
MRA_3542	0.0978	0.9686	fabG-4
MRA_1490	0.0579	1.1426	MRA_1490
MRA_2021	0.1758	1.1142	MRA_2021
MRA_2283	0.0756	1.1154	MRA_2283
MRA_3014	0.103	0.9668	mutT1
MRA_1210	0.0401	0.8642	MRA_1210
MRA_0088	0.0709	1.6703	hycD
MRA_1856	0.0456	1.3812	MRA_1856
MRA_1133	0.0986	1.4748	ephC
MRA_1304	0.0931	0.9229	thrB
MRA_2110	0.1021	1.5705	MRA_2110
MRA_2438	0.059	1.0232	MRA_2438
MRA_1658	0.1428	0.9447	MRA_1658
MRA_2639	0.134	1.343	MRA_2639
MRA_0829	0.1371	1.2169	MRA_0829
MRA_3797	0.1051	0.9718	proX
MRA_3670	0.0545	1.3977	galE1
MRA_0555	0.0246	1.2096	menB
MRA_3805	0.1235	1.3826	MRA_3805
MRA_2166	0.1306	1.3121	ftsQ
MRA_2754	0.1011	1.0758	miaA
MRA_2598	0.0559	1.1806	MRA_2598
MRA_2791	0.0588	1.176	fabG-3
MRA_2930	0.1626	1.9491	lppW
MRA_0124	0.0965	1.0631	oxyS
MRA_1707	0.1198	0.9977	MRA_1707
MRA_0241	0.091	1.0498	nrdB
MRA_2255	0.1387	1.2109	cobD
MRA_1467	0.043	0.9345	MRA_1467
MRA_3236	0.088	1.2067	nudC
MRA_0721	0.2424	1.5884	MRA_0721
MRA_1415	0.0764	0.8271	fmt
MRA_2301	0.226	2.7437	MRA_2301
MRA_1103	0.0317	0.7172	coaA
MRA_0683	0.0352	1.2175	echA4
MRA_3370	0.1133	1.1093	sigJ
MRA_0444	0.1052	1.2598	MRA_0444
MRA_2234	0.0467	1.2852	lipA
MRA_1710	0.0539	1.032	xerD
MRA_3581	0.0765	1.6362	MRA_3581
MRA_1227	0.0646	0.9583	MRA_1227
MRA_1465	0.0765	0.8867	MRA_1465
MRA_2354	0.0641	1.6732	cysK1
MRA_0504	0.2515	1.0726	MRA_0504
MRA_0153	0.1097	0.9432	MRA_0153
MRA_3730	0.101	1.0553	MRA_3730
MRA_0043	0.1911	1.4076	mtc28
MRA_2800	0.0856	1.0908	MRA_2800
MRA_0517	0.0562	0.4716	hemC
MRA_2272	0.1257	1.0235	MRA_2272
MRA_3641	0.0952	1.0788	panC
MRA_3432	0.1318	0.9286	iunH
MRA_1552	0.0333	1.1164	MRA_1552
MRA_3136	0.1444	1.9539	MRA_3136
MRA_2108	0.0388	1.5163	tatC
MRA_1460	0.0748	1.485	ctaB
MRA_3699	0.0514	0.9316	dppB
MRA_1183	0.2586	1.3214	MRA_1183
MRA_0149	0.11	0.9394	MRA_0149
MRA_2611	0.117	1.5348	ppiB
