"Name","Chromosome","Region","Expression value","TPM","RPKM","Gene length","Unique gene reads","Total gene reads"
"moeA2","NC_000962.3","complement(526143..527360)","977","16.6975721924","0","1218","977","977"
"Rv0439c","NC_000962.3","complement(527379..528314)","162","3.6028420277","0","936","162","162"
"IGR983_Rodriguez_Rv0439c-Rv0440","NC_000962.3","528426..528553","1875","304.9280361957","0","128","1875","1875"
"groEL2","NC_000962.3","528608..530230","47943","614.9116777768","0","1623","47943","47943"
"Rv0441c","NC_000962.3","complement(530296..530724)","2640","128.1010498726","0","429","2640","2640"
"Miotto_candidate_61","NC_000962.3","530307..530346","0","0","0","40","0","0"
"Miotto_candidate_62","NC_000962.3","530514..530563","0","0","0","50","0","0"
"IGR96_Rodriguez_Rv0441c-Rv0442c","NC_000962.3","530647..530818","78","9.4400046926","0","172","78","78"
"PPE10","NC_000962.3","complement(530751..532214)","805","11.4461875591","0","1464","805","805"
"IGR97_Rodriguez_Rv0442c-Rv0443","NC_000962.3","532290..532381","0","0","0","92","0","0"
"Rv0443","NC_000962.3","532396..532911","1791","72.2523436091","0","516","1791","1791"
"IGR98_Rodriguez_Rv0443-Rv0444c","NC_000962.3","532945..533051","98","19.0655067217","0","107","98","98"
"rskA","NC_000962.3","complement(533091..533789)","430","12.8055234046","0","699","430","430"
"IGR99_Rodriguez_Rv0444c-Rv0445c","NC_000962.3","complement(533715..533898)","52","5.8829014751","0","184","52","52"
"sigK","NC_000962.3","complement(533833..534396)","356","13.1394427928","0","564","356","356"
"Rv0446c","NC_000962.3","complement(534445..535215)","297","8.0187768087","0","771","297","297"
"ufaA1","NC_000962.3","complement(535224..536507)","320","5.1878929855","0","1284","320","320"
"Rv0448c","NC_000962.3","complement(536504..537169)","96","3.0005651322","0","666","96","96"
"Rv0449c","NC_000962.3","complement(537229..538548)","1185","18.687468497","0","1320","1185","1185"
"mmpL4","NC_000962.3","complement(538588..541491)","4722","33.8481880487","0","2904","4722","4722"
"Miotto_candidate_63","NC_000962.3","540234..540363","34","5.4442946196","0","130","34","34"
"Miotto_candidate_64","NC_000962.3","541225..541278","0","0","0","54","0","0"
"Miotto_candidate_65","NC_000962.3","541348..541384","0","0","0","37","0","0"
"mmpS4","NC_000962.3","complement(541488..541910)","780","38.3848890576","0","423","780","780"
"Miotto_candidate_66","NC_000962.3","541778..541817","0","0","0","40","0","0"
"IGR100_Rodriguez_Rv0451c-Rv0452","NC_000962.3","complement(541854..542068)","396","38.3409421363","0","215","396","396"
"Rv0452","NC_000962.3","542142..542852","1849","54.1344046376","0","711","1849","1849"
"PPE11","NC_000962.3","543174..544730","426","5.6954368513","0","1557","426","426"
"Rv0455c","NC_000962.3","complement(545375..545821)","804","37.4416155836","0","447","804","804"
"Miotto_candidate_67","NC_000962.3","545690..545825","9","1.3775572459","0","136","9","9"
"echA2","NC_000962.3","complement(545889..546803)","105","2.3887695775","0","915","105","105"
"mazF1","NC_000962.3","complement(547076..547357)","46","3.3955863397","0","282","46","46"
"mazE1","NC_000962.3","complement(547344..547517)","22","2.6319612258","0","174","22","22"
"Rv0457c","NC_000962.3","complement(547586..549607)","516","5.3122022907","0","2022","516","516"
"Rv0458","NC_000962.3","549675..551198","3770","51.4946887652","0","1524","3770","3770"
"Rv0459","NC_000962.3","551198..551689","772","32.6631640376","0","492","772","772"
"IGR101_Rodriguez_Rv0459-Rv0460","NC_000962.3","complement(551667..551762)","50","10.8418857314","0","96","50","50"
"Miotto_candidate_995","NC_000962.3","complement(551732..551853)","14","2.3887695775","0","122","14","14"
"Rv0460","NC_000962.3","551749..551988","150","13.0102628777","0","240","150","150"
"Miotto_candidate_996","NC_000962.3","complement(551903..552008)","9","1.7674319381","0","106","9","9"
"IGR102_Rodriguez_Rv0460-Rv0461","NC_000962.3","551947..552091","45","6.4602684634","0","145","45","45"
"Rv0461","NC_000962.3","552026..552550","465","18.4374011067","0","525","465","465"
"Miotto_candidate_997","NC_000962.3","complement(552039..552164)","0","0","0","126","0","0"
"Miotto_candidate_998","NC_000962.3","complement(552199..552276)","0","0","0","78","0","0"
"lpdC","NC_000962.3","552614..554008","1656","24.7111057496","0","1395","1656","1656"
"Miotto_candidate_999","NC_000962.3","complement(553260..553300)","0","0","0","41","0","0"
"Miotto_candidate_1000","NC_000962.3","complement(553379..553523)","5","0.717807607","0","145","5","5"
"Rv0463","NC_000962.3","554016..554309","71","5.0270947718","0","294","71","71"
"Rv0464c","NC_000962.3","complement(554313..554885)","5252","190.7990244568","0","573","5252","5252"
"Miotto_candidate_68","NC_000962.3","554348..554437","0","0","0","90","0","0"
"Miotto_candidate_69","NC_000962.3","554503..554591","0","0","0","89","0","0"
"Rv0465c","NC_000962.3","complement(554882..556306)","28183","411.6976715024","0","1425","28183","28183"
"IGR103_Rodriguez_Rv0465c-Rv0466","NC_000962.3","556411..556465","0","0","0","55","0","0"
"Rv0466","NC_000962.3","556458..557252","2286","59.8570283037","0","795","2286","2286"
"Miotto_candidate_1001","NC_000962.3","complement(556570..556627)","0","0","0","58","0","0"
"icl1","NC_000962.3","557527..558813","48663","787.0936098422","0","1287","48663","48663"
"fadB2","NC_000962.3","558895..559755","6141","148.4711253554","0","861","6141","6141"
"Miotto_candidate_1002","NC_000962.3","complement(559617..559650)","0","0","0","34","0","0"
"umaA","NC_000962.3","559888..560748","3407","82.3711324028","0","861","3407","3407"
"IGR104_Rodriguez_Rv0469-Rv0470c","NC_000962.3","560729..560803","81","22.4817342526","0","75","81","81"
"IGR105_Rodriguez_Rv0469-Rv0470c","NC_000962.3","complement(560769..560879)","337","63.1994030959","0","111","337","337"
"pcaA","NC_000962.3","complement(560848..561711)","4997","120.3931177774","0","864","4997","4997"
"IGR106_Rodriguez_Rv0470c-Rv0470A","NC_000962.3","complement(561639..561788)","449","62.3104856755","0","150","449","449"
"Rv0470A","NC_000962.3","complement(561854..562294)","393","18.5506877494","0","441","393","393"
"Rv0471c","NC_000962.3","complement(562225..562713)","681","28.9897391238","0","489","681","681"
"Rv0472c","NC_000962.3","complement(562723..563427)","5695","168.1553409099","0","705","5695","5695"
"Rv0473","NC_000962.3","563564..564934","4441","67.4294120377","0","1371","4441","4441"
"Rv0474","NC_000962.3","565021..565443","3093","152.2108485321","0","423","3093","3093"
"IGR107_Rodriguez_Rv0474-Rv0475","NC_000962.3","565500..565583","88","21.8076787283","0","84","88","88"
"IGR108_Rodriguez_Rv0474-Rv0475","NC_000962.3","565634..565692","2","0.7056413764","0","59","2","2"
"hbhA","NC_000962.3","565797..566396","8131","282.0971932225","0","600","8131","8131"
"Rv0476","NC_000962.3","566508..566771","7384","582.2289762959","0","264","7384","7384"
"Rv0477","NC_000962.3","566776..567222","6579","306.3785931894","0","447","6579","6579"
"deoC","NC_000962.3","567222..567896","3793","116.9728642253","0","675","3793","3793"
"Rv0479c","NC_000962.3","complement(567921..568967)","4755","94.5387583318","0","1047","4755","4755"
"Miotto_candidate_70","NC_000962.3","568353..568399","0","0","0","47","0","0"
"Rv0480c","NC_000962.3","complement(568964..569806)","761","18.7915730485","0","843","761","761"
"Rv0481c","NC_000962.3","complement(569988..570512)","486","19.2700579308","0","525","486","486"
"murB","NC_000962.3","570539..571648","222","4.1632841209","0","1110","222","222"
"lprQ","NC_000962.3","571710..573065","13244","203.3131817723","0","1356","13244","13244"
"Miotto_candidate_1003","NC_000962.3","complement(572607..572654)","0","0","0","48","0","0"
"Miotto_candidate_1004","NC_000962.3","complement(572685..572737)","0","0","0","53","0","0"
"Rv0484c","NC_000962.3","complement(573046..573801)","837","23.0467513833","0","756","837","837"
"IGR109_Rodriguez_Rv0484c-Rv0485","NC_000962.3","573876..573952","308","83.2656824172","0","77","308","308"
"Miotto_candidate_1005","NC_000962.3","complement(573973..574013)","0","0","0","41","0","0"
"Rv0485","NC_000962.3","573984..575300","15321","242.1627791028","0","1317","15321","15321"
"mshA","NC_000962.3","575348..576790","8278","119.416721942","0","1443","8278","8278"
"Rv0487","NC_000962.3","576787..577338","1460","55.0579240621","0","552","1460","1460"
"Rv0488","NC_000962.3","577664..578269","288","9.8929523664","0","606","288","288"
"gpm1","NC_000962.3","578426..579175","996","27.6442065625","0","750","996","996"
"senX3","NC_000962.3","579349..580581","5826","98.3588535609","0","1233","5826","5826"
"Miotto_candidate_1006","NC_000962.3","complement(579471..579503)","0","0","0","33","0","0"
"Miotto_candidate_1007","NC_000962.3","complement(580526..580568)","0","0","0","43","0","0"
"regX3","NC_000962.3","580809..581492","2063","62.7840288109","0","684","2063","2063"
"Rv0492c","NC_000962.3","complement(581489..583378)","780","8.5909037415","0","1890","780","780"
"Rv0492A","NC_000962.3","complement(583375..583704)","98","6.1818461189","0","330","98","98"
"Rv0493c","NC_000962.3","complement(583701..584690)","581","12.2165054253","0","990","581","581"
"Rv0494","NC_000962.3","584695..585423","333","9.5087353378","0","729","333","333"
"Rv0495c","NC_000962.3","complement(585424..586314)","2704","63.1735143816","0","891","2704","2704"
"Rv0496","NC_000962.3","586394..587380","1891","39.8823215428","0","987","1891","1891"
"Rv0497","NC_000962.3","587377..588309","1643","36.6574266376","0","933","1643","1643"
"Miotto_candidate_1008","NC_000962.3","complement(587585..587733)","24","3.3529805","0","149","24","24"
"Miotto_candidate_1009","NC_000962.3","complement(588072..588102)","0","0","0","31","0","0"
"Rv0498","NC_000962.3","588325..589167","586","14.4702520452","0","843","586","586"
"Rv0499","NC_000962.3","589183..590058","561","13.3310638801","0","876","561","561"
"proC","NC_000962.3","590083..590970","289","6.7747134624","0","888","289","289"
"Rv0500A","NC_000962.3","591111..591347","1648","144.7487812484","0","237","1648","1648"
"galE2","NC_000962.3","591654..592784","2977","54.7926473377","0","1131","2977","2977"
"Miotto_candidate_1010","NC_000962.3","complement(592613..592658)","0","0","0","46","0","0"
"Rv0502","NC_000962.3","592791..593867","8897","171.9625757813","0","1077","8897","8897"
"Miotto_candidate_1011","NC_000962.3","complement(592989..593126)","9","1.3575926481","0","138","9","9"
"cmaA2","NC_000962.3","complement(593871..594779)","1289","29.5185546303","0","909","1289","1289"
"Rv0504c","NC_000962.3","complement(594802..595302)","419","17.4093417828","0","501","419","419"
"Miotto_candidate_71","NC_000962.3","595018..595056","0","0","0","39","0","0"
"IGR110_Rodriguez_Rv0504c-Rv0505c","NC_000962.3","complement(595230..595440)","292","28.8075583718","0","211","292","292"
"serB1","NC_000962.3","complement(595464..596585)","4166","77.2916294452","0","1122","4166","4166"
"IGR992_Rodriguez_Rv0505c-Rv0506","NC_000962.3","596662..596823","137","17.6040100172","0","162","137","137"
"mmpS2","NC_000962.3","596759..597202","249","11.6740737173","0","444","249","249"
"mmpL2","NC_000962.3","597199..600105","1338","9.5811388953","0","2907","1338","1338"
"Rv0508","NC_000962.3","600098..600391","194","13.7360054328","0","294","194","194"
"hemA","NC_000962.3","600441..601847","8661","128.1386061505","0","1407","8661","8661"
"Miotto_candidate_1012","NC_000962.3","complement(601177..601333)","48","6.3642559809","0","157","48","48"
"hemC","NC_000962.3","601857..602786","4318","96.6508646982","0","930","4318","4318"
"IGR112_Rodriguez_Rv0510-Rv0511","NC_000962.3","602706..602896","491","53.5123691974","0","191","491","491"
"hemD","NC_000962.3","602819..604516","8984","110.138234811","0","1698","8984","8984"
"hemB","NC_000962.3","604602..605591","2052","43.1467627071","0","990","2052","2052"
"Rv0513","NC_000962.3","605604..606152","1124","42.6186826215","0","549","1124","1124"
"Rv0514","NC_000962.3","606149..606448","520","36.0817957141","0","300","520","520"
"Rv0515","NC_000962.3","606551..608062","4056","55.8408743195","0","1512","53","4056"
"Rv0516c","NC_000962.3","complement(608059..608535)","307","13.3975704938","0","477","307","307"
"Rv0517","NC_000962.3","608746..610056","485","7.7009641442","0","1311","485","485"
"IGR113_Rodriguez_Rv0517-Rv0518","NC_000962.3","610149..610202","0","0","0","54","0","0"
"Miotto_candidate_1013","NC_000962.3","complement(610175..610207)","0","0","0","33","0","0"
"Rv0518","NC_000962.3","610188..610883","149","4.4563888937","0","696","149","149"
"Miotto_candidate_1014","NC_000962.3","complement(610868..610955)","51","12.0640619411","0","88","51","51"
"Miotto_candidate_73","NC_000962.3","610916..610954","0","0","0","39","0","0"
"IGR114_Rodriguez_Rv0518-Rv0519c","NC_000962.3","complement(610941..611070)","380","60.8479986895","0","130","380","380"
"Miotto_candidate_74","NC_000962.3","611034..611074","0","0","0","41","0","0"
"Rv0519c","NC_000962.3","complement(611172..612074)","168","3.872822438","0","903","168","168"
"IGR115_Rodriguez_Rv0521-Rv0522","NC_000962.3","612960..613045","46","11.1343645093","0","86","46","46"
"gabP","NC_000962.3","613038..614342","688","10.9744807477","0","1305","688","688"
"Rv0523c","NC_000962.3","complement(614326..614721)","165","8.6735085851","0","396","165","165"
"IGR116_Rodriguez_Rv0523c-Rv0524","NC_000962.3","complement(614707..614789)","8","2.006401986","0","83","8","8"
"hemL","NC_000962.3","614835..616223","1590","23.8287320092","0","1389","1590","1590"
"Rv0525","NC_000962.3","616223..616831","350","11.9634601174","0","609","350","350"
"Rv0526","NC_000962.3","616846..617496","287","9.1771316643","0","651","287","287"
"ccdA","NC_000962.3","617493..618272","394","10.514961177","0","780","394","394"
"Rv0528","NC_000962.3","618305..619894","474","6.205649916","0","1590","474","474"
"ccsA","NC_000962.3","619891..620865","383","8.1771170169","0","975","383","383"
"Rv0530","NC_000962.3","620907..622124","3847","65.7477586738","0","1218","3847","3847"
"Miotto_candidate_1015","NC_000962.3","complement(621921..622028)","1","0.1927446352","0","108","1","1"
"Rv0530A","NC_000962.3","complement(622121..622282)","1427","183.3643963107","0","162","1427","1427"
"IGR117_Rodriguez_Rv0530A-Rv0531","NC_000962.3","622259..622313","1","0.3784803746","0","55","1","1"
"Rv0531","NC_000962.3","622329..622646","468","30.6354869271","0","318","468","468"
"IGR118_Rodriguez_Rv0531-Rv0532","NC_000962.3","622655..622746","4","0.9050617654","0","92","4","4"
"PE_PGRS6","NC_000962.3","622793..624577","395","4.6064348116","0","1785","395","395"
"fabH","NC_000962.3","complement(624473..625480)","514","10.6147224113","0","1008","514","514"
"menA","NC_000962.3","complement(625562..626440)","341","8.0755397339","0","879","341","341"
"Rv0535","NC_000962.3","626457..627251","272","7.1220961061","0","795","272","272"
"galE3","NC_000962.3","627248..628288","302","6.038961597","0","1041","302","302"
"Rv0537c","NC_000962.3","complement(628298..629731)","2722","39.513456684","0","1434","2722","2722"
"Miotto_candidate_76","NC_000962.3","629877..629975","3","0.6308006244","0","99","3","3"
"IGR119_Rodriguez_Rv0537c-Rv0538","NC_000962.3","629935..630089","66","8.8637661928","0","155","66","66"
"Rv0538","NC_000962.3","630040..631686","1585","20.0328030709","0","1647","1585","1585"
"IGR120_Rodriguez_Rv0538-Rv0539","NC_000962.3","complement(631477..631930)","4918","225.4959394976","0","454","4918","4918"
"Rv0539","NC_000962.3","631743..632375","287","9.4380927542","0","633","287","287"
"Rv0540","NC_000962.3","632372..633034","160","5.0235705832","0","663","160","160"
"Rv0541c","NC_000962.3","complement(633055..634404)","1027","15.8358992301","0","1350","1027","1027"
"IGR121_Rodriguez_Rv0541c-Rv0542c","NC_000962.3","complement(634311..634509)","138","14.4355077557","0","199","138","138"
"menE","NC_000962.3","complement(634416..635504)","2290","43.7737402974","0","1089","2290","2290"
"Rv0543c","NC_000962.3","complement(635573..635875)","2074","142.4859944994","0","303","2074","2074"
"Rv0544c","NC_000962.3","complement(635935..636213)","320","23.8754644924","0","279","320","320"
"pitA","NC_000962.3","complement(636210..637463)","3569","59.2454586417","0","1254","3569","3569"
"Miotto_candidate_77","NC_000962.3","636830..636883","0","0","0","54","0","0"
"Rv0546c","NC_000962.3","complement(637583..637969)","132","7.1001744697","0","387","132","132"
"Rv0547c","NC_000962.3","complement(638032..638916)","813","19.1228813009","0","885","813","813"
"menB","NC_000962.3","complement(639012..639956)","1698","37.4034732128","0","945","1698","1698"
"vapC3","NC_000962.3","complement(640228..640641)","1156","58.1250778226","0","414","1156","1156"
"vapB3","NC_000962.3","complement(640638..640904)","444","34.6160702184","0","267","444","444"
"fadD8","NC_000962.3","complement(641096..642811)","1116","13.5379518615","0","1716","1116","1116"
"Rv0552","NC_000962.3","642889..644493","1285","16.6661062159","0","1605","1285","1285"
"menC","NC_000962.3","644490..645470","596","12.6468773498","0","981","596","596"
"bpoC","NC_000962.3","645467..646255","206","5.4349589917","0","789","206","206"
"menD","NC_000962.3","646298..647962","4187","52.3473592013","0","1665","4187","4187"
"Rv0556","NC_000962.3","647959..648474","570","22.9948832257","0","516","570","570"
"mgtA","NC_000962.3","648536..649672","1340","24.5329847052","0","1137","1340","1340"
"menH","NC_000962.3","649689..650393","2170","64.0732378884","0","705","2170","2170"
"Rv0559c","NC_000962.3","complement(650407..650745)","20109","1234.800595669","0","339","20109","20109"
"Rv0560c","NC_000962.3","complement(650779..651504)","135392","3882.0617334116","0","726","135392","135392"
"Rv0561c","NC_000962.3","complement(651529..652755)","1437","24.3791331772","0","1227","1437","1437"
"grcC1","NC_000962.3","652771..653778","6047","124.8778724149","0","1008","6047","6047"
"htpX","NC_000962.3","653879..654739","23476","567.579895594","0","861","23248","23476"
"IGR122_Rodriguez_Rv0563-Rv0564c","NC_000962.3","654579..655096","9292","373.4096143921","0","518","9136","9292"
"gpdA1","NC_000962.3","complement(654924..655949)","460","9.3328981267","0","1026","460","460"
"Rv0565c","NC_000962.3","complement(656010..657470)","278","3.9609616208","0","1461","278","278"
"Rv0566c","NC_000962.3","complement(657548..658039)","85","3.596332828","0","492","85","85"
"tyrT","NC_000962.3","658109..658189","2","0.5139856939","0","81","2","2"
"IGR123_Rodriguez_Rv0566c-Rv0567","NC_000962.3","658191..658372","110","12.5813531125","0","182","110","110"
"Rv0567","NC_000962.3","658321..659340","683","13.9388385027","0","1020","683","683"
"Miotto_candidate_1019","NC_000962.3","complement(658913..658965)","0","0","0","53","0","0"
"cyp135B1","NC_000962.3","659450..660868","6101","89.5003397511","0","1419","6101","6101"
"Rv0569","NC_000962.3","661003..661269","1018","79.3674763115","0","267","1018","1018"
"nrdZ","NC_000962.3","661295..663373","2556","25.5924824745","0","2079","2556","2556"
"Rv0571c","NC_000962.3","complement(663487..664818)","2986","46.6650389823","0","1332","2986","2986"
"IGR124_Rodriguez_Rv0571c-Rv0572c","NC_000962.3","complement(664900..664988)","49","11.4607259507","0","89","49","49"
"Rv0572c","NC_000962.3","complement(665042..665383)","528","32.1376318101","0","342","528","528"
"Miotto_candidate_78","NC_000962.3","665078..665110","0","0","0","33","0","0"
"IGR125_Rodriguez_Rv0572c-Rv0573c","NC_000962.3","complement(665433..665802)","835","46.9775978502","0","370","835","835"
"Miotto_candidate_79","NC_000962.3","665611..665695","0","0","0","85","0","0"
"Miotto_candidate_80","NC_000962.3","665759..665790","0","0","0","32","0","0"
"pncB2","NC_000962.3","complement(665851..667242)","621","9.2866359161","0","1392","621","621"
"Rv0574c","NC_000962.3","complement(667252..668394)","1677","30.5416774745","0","1143","1677","1677"
"IGR126_Rodriguez_Rv0574c-Rv0575c","NC_000962.3","complement(668357..668550)","59","6.330767091","0","194","59","59"
"Rv0575c","NC_000962.3","complement(668579..669745)","1164","20.7629079549","0","1167","1164","1164"
"Rv0576","NC_000962.3","669848..671152","4368","69.6751917238","0","1305","4368","4368"
"Miotto_candidate_1021","NC_000962.3","complement(670927..670965)","0","0","0","39","0","0"
"TB27.3","NC_000962.3","671166..671951","3365","89.1186454624","0","786","3365","3365"
"PE_PGRS7","NC_000962.3","complement(671996..675916)","7534","39.9976824363","0","3921","7534","7534"
"Miotto_candidate_1022","NC_000962.3","complement(675996..676032)","0","0","0","37","0","0"
"Miotto_candidate_81","NC_000962.3","676000..676036","0","0","0","37","0","0"
"IGR127_Rodriguez_Rv0578c-Rv0579","NC_000962.3","676068..676168","33","6.8014047519","0","101","33","33"
"Rv0579","NC_000962.3","676238..676996","1089","29.8670382583","0","759","1089","1089"
"Rv0580c","NC_000962.3","complement(677125..677616)","2833","119.8636576666","0","492","2833","2833"
"vapB26","NC_000962.3","677710..677925","913","87.9879259802","0","216","913","913"
"vapC26","NC_000962.3","677922..678329","737","37.6022107484","0","408","737","737"
"IGR128_Rodriguez_Rv0582-Rv0583c","NC_000962.3","complement(678293..678378)","3","0.7261542071","0","86","3","3"
"lpqN","NC_000962.3","complement(678389..679075)","98","2.9694457339","0","687","98","98"
"Miotto_candidate_82","NC_000962.3","678621..678785","3","0.3784803746","0","165","3","3"
"Miotto_candidate_83","NC_000962.3","678846..679004","5","0.6546044215","0","159","5","5"
"Rv0584","NC_000962.3","679229..681862","333","2.6316887097","0","2634","333","333"
"Rv0585c","NC_000962.3","complement(681885..684272)","584","5.0907829284","0","2388","584","584"
"mce2R","NC_000962.3","684410..685132","18624","536.2171747364","0","723","18624","18624"
"yrbE2A","NC_000962.3","685129..685926","15499","404.3028858972","0","798","15499","15499"
"Rv0588","NC_000962.3","685928..686815","9102","213.368311194","0","888","9102","9102"
"Miotto_candidate_1023","NC_000962.3","complement(686414..686446)","0","0","0","33","0","0"
"mce2A","NC_000962.3","686821..688035","5210","89.2621821797","0","1215","5210","5210"
"mce2C","NC_000962.3","689059..690504","198","2.8503812446","0","1446","198","198"
"mce2D","NC_000962.3","690501..692027","166","2.2629507664","0","1527","166","166"
"lprL","NC_000962.3","692024..693232","96","1.6529167725","0","1209","96","96"
"mce2F","NC_000962.3","693237..694787","330","4.4290256605","0","1551","330","330"
"IGR129_Rodriguez_Rv0594-Rv0595c","NC_000962.3","694774..694874","7","1.4427222201","0","101","7","7"
"vapC4","NC_000962.3","complement(694839..695231)","332","17.5853731314","0","393","332","332"
"vapB4","NC_000962.3","complement(695228..695485)","245","19.767531194","0","258","245","245"
"Rv0597c","NC_000962.3","complement(695668..696903)","424","7.140908039","0","1236","424","424"
"IGR130_Rodriguez_Rv0597c-Rv0598c","NC_000962.3","complement(696831..697197)","466","26.4317493232","0","367","466","466"
"vapC27","NC_000962.3","complement(697154..697567)","381","19.1571407011","0","414","381","381"
"vapB27","NC_000962.3","complement(697564..697800)","175","15.3707747078","0","237","175","175"
"Rv0600c","NC_000962.3","complement(697904..698410)","1","0.0410580288","0","507","1","1"
"Rv0601c","NC_000962.3","complement(698524..698994)","2","0.0883924442","0","471","2","2"
"tcrA","NC_000962.3","complement(699038..699799)","33","0.9014985301","0","762","33","33"
"Rv0603","NC_000962.3","699856..700167","18","1.2009473426","0","312","18","18"
"lpqO","NC_000962.3","700239..701189","211","4.6185749185","0","951","211","211"
"Rv0605","NC_000962.3","701406..702014","495","16.9197507375","0","609","495","495"
"Rv0607","NC_000962.3","702813..703199","49","2.6356708259","0","387","49","49"
"vapB28","NC_000962.3","703244..703489","1073","90.7968264569","0","246","1073","1073"
"vapC28","NC_000962.3","703486..703887","1961","101.544778122","0","402","1961","1961"
"Rv0609A","NC_000962.3","703830..704057","579","52.8627523241","0","228","579","579"
"B55","NC_000962.3","704187..704247","0","0","0","61","0","0"
"Miotto_candidate_1024","NC_000962.3","complement(704212..704245)","0","0","0","34","0","0"
"IGR131_Rodriguez_Rv0609A-Rv0610c","NC_000962.3","704302..704599","140","9.7795264584","0","298","140","140"
"Rv0610c","NC_000962.3","complement(704752..705909)","387","6.9567830517","0","1158","387","387"
"Rv0611c","NC_000962.3","complement(705961..706182)","252","23.6294504157","0","222","252","252"
"Miotto_candidate_85","NC_000962.3","706101..706243","780","113.5441123871","0","143","780","780"
"Rv0612","NC_000962.3","706324..706929","652","22.3965449406","0","606","652","652"
"Rv0613c","NC_000962.3","complement(706948..709515)","1561","12.6535952349","0","2568","1561","1561"
"Rv0614","NC_000962.3","709356..710348","39","0.817563347","0","993","39","39"
"Rv0615","NC_000962.3","710345..710587","2210","189.3180639321","0","243","2210","2210"
"vapB29","NC_000962.3","710782..711009","682","62.2666616321","0","228","682","682"
"vapC29","NC_000962.3","711006..711407","738","38.2152199153","0","402","738","738"
"galT","NC_000962.3","711638..712719","217","4.1748274225","0","1082","217","217"
"galK","NC_000962.3","712716..713807","64","1.2200099988","0","1092","64","64"
"Rv0621","NC_000962.3","714202..715266","592","11.5711934251","0","1065","592","592"
"Rv0622","NC_000962.3","715370..716317","305","6.6972661227","0","948","305","305"
"IGR132_Rodriguez_Rv0622-Rv0623","NC_000962.3","complement(716284..716387)","1","0.2001578904","0","104","1","1"
"vapB30","NC_000962.3","716410..716664","1528","124.7352575818","0","255","1528","1528"
"vapC30","NC_000962.3","716664..717059","820","43.1047093321","0","396","820","820"
"Rv0625c","NC_000962.3","complement(717153..717893)","380","10.6750874894","0","741","380","380"
"vapB5","NC_000962.3","718025..718285","976","77.842247164","0","261","976","976"
"vapC5","NC_000962.3","718282..718689","994","50.7145149036","0","408","994","994"
"Rv0628c","NC_000962.3","complement(718761..719912)","13640","246.4722022939","0","1152","13640","13640"
"recD","NC_000962.3","complement(720005..721732)","649","7.8182042663","0","1728","649","649"
"recB","NC_000962.3","complement(721729..725013)","404","2.5600712098","0","3285","404","404"
"recC","NC_000962.3","complement(725013..728306)","449","2.8374538104","0","3294","449","449"
"Miotto_candidate_1025","NC_000962.3","complement(728522..728556)","0","0","0","35","0","0"
"echA3","NC_000962.3","complement(728583..729278)","1878","56.1684452512","0","696","1878","1878"
"Miotto_candidate_86","NC_000962.3","728649..728680","0","0","0","32","0","0"
"Rv0633c","NC_000962.3","complement(729327..730166)","1105","27.3835056759","0","840","1105","1105"
"Rv0634c","NC_000962.3","complement(730320..731033)","2196","64.023612951","0","714","2196","2196"
"Rv0634A","NC_000962.3","731113..731364","453","37.4199941815","0","252","453","453"
"Miotto_candidate_1026","NC_000962.3","complement(731147..731191)","0","0","0","45","0","0"
"Miotto_candidate_1027","NC_000962.3","complement(731280..731377)","0","0","0","98","0","0"
"thrT","NC_000962.3","731494..731566","35","9.9804756322","0","73","35","35"
"Miotto_candidate_1028","NC_000962.3","complement(731588..731749)","10","1.2849642348","0","162","10","10"
"metT","NC_000962.3","731603..731676","0","0","0","74","0","0"
"Miotto_candidate_87","NC_000962.3","731676..731712","0","0","0","37","0","0"
"rpmG2","NC_000962.3","731712..731879","301","37.296086916","0","168","301","301"
"hadA","NC_000962.3","731930..732406","667","29.1080766102","0","477","667","667"
"Miotto_candidate_1029","NC_000962.3","complement(732392..732787)","1391","73.1203057085","0","396","1391","1391"
"hadB","NC_000962.3","732393..732821","886","42.9914887072","0","429","886","886"
"hadC","NC_000962.3","732825..733325","1056","43.8765272617","0","501","1056","1056"
"Miotto_candidate_88","NC_000962.3","733395..733450","42","15.6123154532","0","56","42","42"
"Miotto_candidate_1030","NC_000962.3","complement(733524..733557)","0","0","0","34","0","0"
"trpT","NC_000962.3","733524..733596","37","10.5507885255","0","73","37","37"
"secE1","NC_000962.3","733737..734222","4233","181.3084535349","0","486","4128","4233"
"IGR133_Rodriguez_Rv0638-Rv0639","NC_000962.3","734052..734414","2238","128.3392543042","0","363","2070","2238"
"Miotto_candidate_1031","NC_000962.3","complement(734197..734273)","0","0","0","77","0","0"
"nusG","NC_000962.3","734254..734970","7108","206.3641808303","0","717","6935","7108"
"Miotto_candidate_1032","NC_000962.3","complement(734379..734549)","6","0.730400723","0","171","6","6"
"IGR134_Rodriguez_Rv0639-Rv0640","NC_000962.3","734843..735106","1516","119.5367183186","0","264","1499","1516"
"rplK","NC_000962.3","735022..735450","2944","142.8520798579","0","429","2944","2944"
"rplA","NC_000962.3","735517..736224","8502","249.9734575957","0","708","8502","8502"
"mmaA4","NC_000962.3","complement(736298..737203)","1663","38.2093901379","0","906","1663","1663"
"Miotto_candidate_90","NC_000962.3","736978..737012","0","0","0","35","0","0"
"Miotto_candidate_91","NC_000962.3","737120..737171","0","0","0","52","0","0"
