"Name","Chromosome","Region","Expression value","TPM","RPKM","Gene length","Unique gene reads","Total gene reads"
"PE_PGRS13","NC_000962.3","925361..927610","2479","35.6993985388","0","2250","2479","2479"
"IGR180_Rodriguez_Rv0833-Rv0834c","NC_000962.3","complement(927563..927982)","3421","263.9190105484","0","420","3410","3421"
"PE_PGRS14","NC_000962.3","complement(927837..930485)","6291","76.9492900755","0","2649","6285","6291"
"IGR181_Rodriguez_Rv0834c-Rv0835","NC_000962.3","930544..930616","0","0","0","73","0","0"
"IGR182_Rodriguez_Rv0834c-Rv0835","NC_000962.3","complement(930653..930717)","1","0.4984866523","0","65","1","1"
"IGR183_Rodriguez_Rv0834c-Rv0835","NC_000962.3","930831..930979","51","11.0904916258","0","149","51","51"
"lpqQ","NC_000962.3","930953..931597","372","18.6874531034","0","645","372","372"
"IGR184_Rodriguez_Rv0835-Rv0836c","NC_000962.3","931734..931835","5","1.5883153136","0","102","5","5"
"IGR185_Rodriguez_Rv0835-Rv0836c","NC_000962.3","complement(932021..932169)","18","3.9142911621","0","149","18","18"
"IGR186_Rodriguez_Rv0835-Rv0836c","NC_000962.3","932199..932288","45","16.2008161985","0","90","45","45"
"Rv0836c","NC_000962.3","complement(932279..932932)","49","2.4276452408","0","654","49","49"
"Rv0837c","NC_000962.3","complement(933003..934031)","96","3.0228928184","0","1029","96","96"
"IGR187_Rodriguez_Rv0837c-Rv0838","NC_000962.3","934068..934185","8","2.1967208405","0","118","8","8"
"IGR188_Rodriguez_Rv0837c-Rv0838","NC_000962.3","complement(934383..934491)","0","0","0","109","0","0"
"lpqR","NC_000962.3","934720..935490","608","25.5514818384","0","771","608","608"
"Rv0839","NC_000962.3","935577..936389","4886","194.7286296335","0","813","4886","4886"
"pip","NC_000962.3","complement(936457..937317)","236","8.8812836768","0","861","236","236"
"IGR189_Rodriguez_Rv0840c-Rv0841","NC_000962.3","complement(937259..937419)","16","3.2200380022","0","161","16","16"
"Rv0841","NC_000962.3","937593..937835","2","0.266680102","0","243","2","2"
"IGR190_Rodriguez_Rv0841-Rv0842","NC_000962.3","complement(937812..938240)","3872","292.4455026606","0","429","3872","3872"
"IGR191_Rodriguez_Rv0841-Rv0842","NC_000962.3","937825..937961","0","0","0","137","0","0"
"IGR192_Rodriguez_Rv0841-Rv0842","NC_000962.3","937965..938164","15","2.4301224298","0","200","15","15"
"Rv0842","NC_000962.3","938112..939404","349","8.7456842278","0","1293","349","349"
"Rv0843","NC_000962.3","939388..940392","224","7.2218563751","0","1005","224","224"
"narL","NC_000962.3","complement(940456..941106)","2472","123.0366133418","0","651","2472","2472"
"Rv0845","NC_000962.3","941190..942467","573","14.5274924597","0","1278","573","573"
"Rv0846c","NC_000962.3","complement(942680..944194)","287","6.1381310218","0","1515","287","287"
"Miotto_candidate_125","NC_000962.3","942932..942998","0","0","0","67","0","0"
"IGR193_Rodriguez_Rv0846c-Rv0847","NC_000962.3","complement(944115..944303)","49","8.4004232141","0","189","49","49"
"IGR194_Rodriguez_Rv0846c-Rv0847","NC_000962.3","944208..944258","0","0","0","51","0","0"
"lpqS","NC_000962.3","944343..944735","892","73.5426363821","0","393","892","892"
"Miotto_candidate_1081","NC_000962.3","complement(944451..944493)","0","0","0","43","0","0"
"cysK2","NC_000962.3","944938..946056","1205","34.8918382828","0","1119","1205","1205"
"Rv0849","NC_000962.3","946056..947315","438","11.2634245952","0","1260","438","438"
"Rv0851c","NC_000962.3","complement(947641..948468)","374","14.6355199475","0","828","374","374"
"Rv0852","NC_000962.3","948757..949395","348","17.6459594275","0","639","348","348"
"pdc","NC_000962.3","complement(949436..951118)","1520","29.2635063836","0","1683","1520","1520"
"Rv0854","NC_000962.3","951183..951626","446","32.5475856961","0","444","446","446"
"IGR195_Rodriguez_Rv0854-Rv0855","NC_000962.3","951558..951698","42","9.6515500757","0","141","42","42"
"far","NC_000962.3","951632..952711","848","25.441281734","0","1080","848","848"
"Rv0856","NC_000962.3","952825..953229","1053","84.2442442323","0","405","1053","1053"
"Rv0857","NC_000962.3","953257..953730","1407","96.1795290773","0","474","1407","1407"
"dapC","NC_000962.3","complement(953727..954920)","987","26.7842639664","0","1194","987","987"
"Rv0859","NC_000962.3","955077..956288","17078","456.563595773","0","1212","17078","17078"
"fadB","NC_000962.3","956293..958455","47631","713.5100104966","0","2163","47631","47631"
"Miotto_candidate_126","NC_000962.3","958469..958507","0","0","0","39","0","0"
"ercc3","NC_000962.3","complement(958523..960151)","3132","62.2970611833","0","1629","3132","3132"
"Rv0862c","NC_000962.3","complement(960342..962612)","2205","31.4599733314","0","2271","2205","2205"
"Rv0863","NC_000962.3","962599..962880","1809","207.8530248449","0","282","1809","1809"
"moaC2","NC_000962.3","962890..963393","3830","246.2266906364","0","504","3830","3830"
"mog","NC_000962.3","963390..963872","1252","83.9893245572","0","483","1252","1252"
"moaE2","NC_000962.3","963869..964294","719","54.6872621913","0","426","719","719"
"rpfA","NC_000962.3","complement(964312..965535)","2765","73.1948640342","0","1224","2765","2765"
"IGR196_Rodriguez_Rv0867c-Rv0868c","NC_000962.3","complement(965562..965799)","3204","436.1967655469","0","238","3204","3204"
"moaD2","NC_000962.3","complement(965983..966261)","577","67.0098275738","0","279","577","577"
"moaA2","NC_000962.3","complement(966265..967347)","4518","135.1713528808","0","1083","4518","4518"
"Rv0870c","NC_000962.3","complement(967344..967733)","2275","189.0095223162","0","390","2275","2275"
"Miotto_candidate_127","NC_000962.3","967700..967731","0","0","0","32","0","0"
"cspB","NC_000962.3","967898..968305","2197","174.4764371969","0","408","2197","2197"
"IGR197_Rodriguez_Rv0871-Rv0872c","NC_000962.3","complement(968287..968445)","463","94.3519232694","0","159","463","463"
"PE_PGRS15","NC_000962.3","complement(968424..970244)","8998","160.1042769405","0","1821","8998","8998"
"fadE10","NC_000962.3","970505..972457","6317","104.8034366883","0","1953","6317","6317"
"IGR198_Rodriguez_Rv0873-Rv0874c","NC_000962.3","972449..972538","33","11.8805985456","0","90","33","33"
"Rv0874c","NC_000962.3","complement(972546..973706)","678","18.9218835187","0","1161","678","678"
"Rv0875c","NC_000962.3","complement(973806..974294)","1435","95.0845449689","0","489","1435","1435"
"Rv0876c","NC_000962.3","complement(974291..975937)","6833","134.4264445471","0","1647","6833","6833"
"Miotto_candidate_1084","NC_000962.3","complement(976049..976090)","0","0","0","42","0","0"
"Rv0877","NC_000962.3","976075..976863","3132","128.6209286028","0","789","3132","3132"
"PPE13","NC_000962.3","complement(976872..978203)","312","7.5895715525","0","1332","312","312"
"IGR199_Rodriguez_Rv0878c-Rv0879c","NC_000962.3","complement(978298..978392)","82","27.9677248059","0","95","82","82"
"Rv0879c","NC_000962.3","complement(978481..978756)","588","69.029564672","0","276","588","588"
"Rv0880","NC_000962.3","978934..979365","299","22.4261298304","0","432","299","299"
"Rv0881","NC_000962.3","979362..980228","380","14.2014075097","0","867","380","380"
"Rv0882","NC_000962.3","980225..980509","121","13.7564825265","0","285","121","121"
"Rv0883c","NC_000962.3","complement(980506..981267)","3391","144.1915163496","0","762","3391","3391"
"Miotto_candidate_128","NC_000962.3","981220..981285","0","0","0","66","0","0"
"IGR200_Rodriguez_Rv0883c-Rv0884c","NC_000962.3","complement(981349..981448)","24","7.7763917753","0","100","24","24"
"serC","NC_000962.3","complement(981424..982554)","2927","83.8546224812","0","1131","2927","2927"
"Rv0885","NC_000962.3","982762..983784","2031","64.3281675449","0","1023","2031","2031"
"Miotto_candidate_1085","NC_000962.3","complement(983465..983647)","125","22.1322625663","0","183","125","125"
"fprB","NC_000962.3","983803..985530","1493","27.9951603986","0","1728","1493","1493"
"Rv0887c","NC_000962.3","complement(985513..985971)","111","7.8356888803","0","459","111","111"
"IGR201_Rodriguez_Rv0887c-Rv0888","NC_000962.3","complement(986852..987008)","26","5.3658754288","0","157","26","26"
"Miotto_candidate_129","NC_000962.3","987054..987164","48","14.0115167122","0","111","48","48"
"IGR202_Rodriguez_Rv0887c-Rv0888","NC_000962.3","complement(987062..987162)","0","0","0","101","0","0"
"Rv0888","NC_000962.3","987233..988705","921","20.2592691362","0","1473","921","921"
"Miotto_candidate_1087","NC_000962.3","complement(987896..987951)","0","0","0","56","0","0"
"Miotto_candidate_1088","NC_000962.3","complement(988225..988255)","0","0","0","31","0","0"
"citA","NC_000962.3","complement(988740..989861)","7542","217.8013471823","0","1122","7542","7542"
"Rv0890c","NC_000962.3","complement(989948..992596)","2023","24.7446214946","0","2649","2023","2023"
"Rv0891c","NC_000962.3","complement(992598..993455)","487","18.3911363373","0","858","487","487"
"Rv0892","NC_000962.3","993853..995340","543","11.8239827901","0","1488","543","543"
"Miotto_candidate_1089","NC_000962.3","complement(995028..995098)","0","0","0","71","0","0"
"Rv0893c","NC_000962.3","complement(995318..996295)","563","18.6524734556","0","978","563","563"
"Rv0894","NC_000962.3","996524..997705","115","3.1524430843","0","1182","115","115"
"Rv0895","NC_000962.3","997782..999299","202","4.3116796734","0","1518","202","202"
"gltA2","NC_000962.3","999472..1000767","21573","539.3521726093","0","1296","21573","21573"
"Miotto_candidate_1090","NC_000962.3","complement(999814..999852)","0","0","0","39","0","0"
"Miotto_candidate_1091","NC_000962.3","complement(1000043..1000095)","0","0","0","53","0","0"
"Rv0897c","NC_000962.3","complement(1000808..1002415)","2490","50.1741695701","0","1608","2490","2490"
"Rv0898c","NC_000962.3","complement(1002441..1002704)","2417","296.6467632715","0","264","2417","2417"
"Miotto_candidate_130","NC_000962.3","1002780..1002812","0","0","0","33","0","0"
"Miotto_candidate_1092","NC_000962.3","complement(1002798..1002842)","0","0","0","45","0","0"
"arfA","NC_000962.3","1002812..1003792","748","24.7058318379","0","981","748","748"
"arfB","NC_000962.3","1003805..1003957","93","19.6951098884","0","153","93","93"
"arfC","NC_000962.3","1003957..1004484","937","57.5006241592","0","528","937","937"
"prrB","NC_000962.3","complement(1004501..1005841)","3902","94.2812599652","0","1341","3902","3902"
"prrA","NC_000962.3","complement(1005852..1006562)","5654","257.6636140267","0","711","5654","5654"
"accD3","NC_000962.3","complement(1006693..1008180)","552","12.0199604054","0","1488","552","552"
"echA6","NC_000962.3","1008207..1008938","2717","120.2667147852","0","732","2717","2717"
"Rv0906","NC_000962.3","1008944..1010062","2873","83.1902501133","0","1119","2873","2873"
"Rv0907","NC_000962.3","1010136..1011734","2195","44.4787886876","0","1599","2195","2195"
"ctpE","NC_000962.3","1011731..1014124","3602","48.7513282766","0","2394","3602","3602"
"Miotto_candidate_1093","NC_000962.3","complement(1014668..1014744)","0","0","0","77","0","0"
"Rv0909","NC_000962.3","1014681..1014860","1179","212.2306922007","0","180","1179","1179"
"Rv0910","NC_000962.3","1014866..1015300","2291","170.6485972912","0","435","2291","2291"
"Rv0911","NC_000962.3","1015398..1016171","1110","46.4674573136","0","774","1110","1110"
"IGR203_Rodriguez_Rv0911-Rv0912","NC_000962.3","1016151..1016226","7","2.9843608787","0","76","7","7"
"Rv0912","NC_000962.3","1016236..1016685","607","43.7062019223","0","450","607","607"
"Rv0913c","NC_000962.3","complement(1017217..1018725)","1966","42.2144528115","0","1509","1966","1966"
"Rv0914c","NC_000962.3","complement(1018727..1019965)","2450","64.071024514","0","1239","2450","2450"
"PPE14","NC_000962.3","complement(1020058..1021329)","324","8.2532459879","0","1272","324","324"
"PE7","NC_000962.3","complement(1021344..1021643)","172","18.5769359076","0","300","172","172"
"IGR204_Rodriguez_Rv0916c-Rv0917","NC_000962.3","complement(1021626..1021685)","0","0","0","60","0","0"
"IGR205_Rodriguez_Rv0916c-Rv0917","NC_000962.3","1021636..1021759","0","0","0","124","0","0"
"IGR206_Rodriguez_Rv0916c-Rv0917","NC_000962.3","1021994..1022113","4","1.0800544132","0","120","4","4"
"betP","NC_000962.3","1022087..1023868","823","14.9643902709","0","1782","823","823"
"IGR207_Rodriguez_Rv0917-Rv0918","NC_000962.3","1024070..1024225","10","2.0770277178","0","156","10","10"
"Rv0918","NC_000962.3","1024211..1024687","92","6.2493714477","0","477","92","92"
"Rv0919","NC_000962.3","1024684..1025184","130","8.4076092048","0","501","130","130"
"IGR208_Rodriguez_Rv0919-Rv0920c","NC_000962.3","complement(1025150..1025320)","331","62.7189492598","0","171","331","331"
"argT","NC_000962.3","complement(1025321..1025393)","2","0.8877159561","0","73","2","2"
"Rv0920c","NC_000962.3","complement(1025497..1026816)","659","16.1762695073","0","1320","659","659"
"Miotto_candidate_1094","NC_000962.3","complement(1027094..1027159)","0","0","0","66","0","0"
"Rv0921","NC_000962.3","1027104..1027685","472","26.2776125282","0","582","472","472"
"Miotto_candidate_1095","NC_000962.3","complement(1027194..1027278)","0","0","0","85","0","0"
"Rv0922","NC_000962.3","1027685..1029337","7563","148.2477591161","0","1653","7563","7563"
"Miotto_candidate_131","NC_000962.3","1029499..1029546","0","0","0","48","0","0"
"Rv0923c","NC_000962.3","complement(1029513..1030577)","584","17.7676556994","0","1065","584","584"
"mntH","NC_000962.3","complement(1030578..1031864)","535","13.4692100485","0","1287","535","535"
"Rv0925c","NC_000962.3","complement(1031896..1032633)","1072","47.0657858125","0","738","1072","1072"
"Rv0926c","NC_000962.3","complement(1032710..1033786)","815","24.5193411361","0","1077","815","815"
"Rv0927c","NC_000962.3","complement(1033840..1034631)","554","22.6647782171","0","792","554","554"
"pstS3","NC_000962.3","1034903..1036015","1142","33.2458797821","0","1113","1142","1142"
"pstC2","NC_000962.3","1036028..1037002","760","25.256657048","0","975","760","760"
"pstA1","NC_000962.3","1036999..1037925","645","22.5448251306","0","927","645","645"
"pknD","NC_000962.3","complement(1037920..1039914)","31382","509.6882345285","0","1995","31382","31382"
"Miotto_candidate_132","NC_000962.3","1038819..1038867","0","0","0","49","0","0"
"Miotto_candidate_133","NC_000962.3","1039633..1039677","0","0","0","45","0","0"
"pstS2","NC_000962.3","complement(1039936..1041048)","24607","716.3584621692","0","1113","24607","24607"
"Miotto_candidate_134","NC_000962.3","1039986..1040021","0","0","0","36","0","0"
"Miotto_candidate_135","NC_000962.3","1040645..1040938","1293","142.5010567666","0","294","1293","1293"
"Miotto_candidate_136","NC_000962.3","1041023..1041056","0","0","0","34","0","0"
"Miotto_candidate_1096","NC_000962.3","complement(1041129..1041165)","0","0","0","37","0","0"
"pstB","NC_000962.3","1041264..1042094","2133","83.1680889325","0","831","2133","2133"
"pstS1","NC_000962.3","1042115..1043239","3527","101.5827177461","0","1125","3527","3527"
"IGR209_Rodriguez_Rv0934-Rv0935","NC_000962.3","1043171..1043415","729","96.4113878263","0","245","728","729"
"pstC1","NC_000962.3","1043299..1044315","3887","123.8398673819","0","1017","3886","3887"
"Miotto_candidate_1097","NC_000962.3","complement(1043759..1043814)","0","0","0","56","0","0"
"pstA2","NC_000962.3","1044317..1045222","1835","65.6258227909","0","906","1835","1835"
"mku","NC_000962.3","complement(1045199..1046020)","1786","70.4006270817","0","822","1786","1786"
"ligD","NC_000962.3","1046136..1048415","11827","168.0763624386","0","2280","11827","11827"
"Rv0939","NC_000962.3","1048412..1050346","7838","131.2475424952","0","1935","7838","7838"
"IGR210_Rodriguez_Rv0939-Rv0940c","NC_000962.3","complement(1050467..1050632)","41","8.002812821","0","166","41","41"
"Rv0940c","NC_000962.3","complement(1050593..1051459)","777","29.0381411448","0","867","776","777"
"IGR211_Rodriguez_Rv0940c-Rv0941c","NC_000962.3","complement(1051375..1051572)","51","8.3458750114","0","198","51","51"
"Rv0941c","NC_000962.3","complement(1051544..1052317)","853","35.7087757554","0","774","853","853"
"IGR212_Rodriguez_Rv0941c-Rv0942","NC_000962.3","complement(1052232..1052466)","426","58.7365761751","0","235","426","426"
"Rv0942","NC_000962.3","1052360..1052638","3","0.3484046494","0","279","3","3"
"Rv0943c","NC_000962.3","complement(1052696..1053736)","25","0.7781371853","0","1041","25","25"
"Rv0944","NC_000962.3","1053765..1054241","206","13.9931578067","0","477","206","206"
"Rv0945","NC_000962.3","1054247..1055008","1648","70.0759713784","0","762","1648","1648"
"pgi","NC_000962.3","complement(1055024..1056685)","2670","52.0531639592","0","1662","2670","2670"
"Rv0947c","NC_000962.3","complement(1057300..1057530)","249","34.9264349215","0","231","249","249"
"Rv0948c","NC_000962.3","complement(1057646..1057963)","687","69.9997530087","0","318","687","687"
"uvrD1","NC_000962.3","1058260..1060575","3342","46.7557234331","0","2316","3342","3342"
"Rv0950c","NC_000962.3","complement(1060656..1061654)","2340","75.8957155246","0","999","2340","2340"
"Miotto_candidate_1098","NC_000962.3","complement(1061654..1061732)","1","0.4101472455","0","79","1","1"
"IGR213_Rodriguez_Rv0950c-Rv0951","NC_000962.3","1061678..1061779","57","18.1067945748","0","102","57","57"
"Miotto_candidate_1099","NC_000962.3","complement(1061936..1062000)","0","0","0","65","0","0"
"sucC","NC_000962.3","1061964..1063127","6079","169.2178035582","0","1164","6079","6079"
"Miotto_candidate_1100","NC_000962.3","complement(1062221..1062264)","0","0","0","44","0","0"
"Miotto_candidate_1101","NC_000962.3","complement(1063127..1063224)","1","0.330628902","0","98","1","1"
"sucD","NC_000962.3","1063140..1064051","4956","176.0772918419","0","912","4956","4956"
"Rv0953c","NC_000962.3","complement(1064114..1064962)","271","10.3425705296","0","849","271","271"
"Rv0954","NC_000962.3","1065127..1066038","10667","378.9783034862","0","912","10526","10667"
"Miotto_candidate_1102","NC_000962.3","complement(1065547..1065604)","0","0","0","58","0","0"
"IGR214_Rodriguez_Rv0954-Rv0955","NC_000962.3","1065863..1066233","2602","227.2481064613","0","371","2467","2602"
"Rv0955","NC_000962.3","1066078..1067445","3707","87.801791883","0","1368","3681","3707"
"purN","NC_000962.3","1067561..1068208","513","25.6512923143","0","648","513","513"
"Miotto_candidate_1103","NC_000962.3","complement(1067826..1067877)","0","0","0","52","0","0"
"Miotto_candidate_1104","NC_000962.3","complement(1068089..1068126)","0","0","0","38","0","0"
"purH","NC_000962.3","1068205..1069776","3006","61.9588466829","0","1572","3006","3006"
"Rv0958","NC_000962.3","1069883..1071262","2394","56.2097883758","0","1380","2394","2394"
"Rv0959","NC_000962.3","1071255..1073273","3126","50.1671633844","0","2019","3126","3126"
"Miotto_candidate_1105","NC_000962.3","complement(1073268..1073304)","0","0","0","37","0","0"
"vapB9","NC_000962.3","1073327..1073548","422","61.5922922142","0","222","422","422"
"vapC9","NC_000962.3","1073545..1073928","794","66.997125321","0","384","794","794"
"Rv0961","NC_000962.3","1074074..1074421","922","85.8457042244","0","348","922","922"
"Miotto_candidate_1106","NC_000962.3","complement(1074111..1074143)","0","0","0","33","0","0"
"Miotto_candidate_1107","NC_000962.3","complement(1074200..1074233)","0","0","0","34","0","0"
"lprP","NC_000962.3","complement(1074440..1075114)","14","0.6720338571","0","675","14","14"
"Rv0963c","NC_000962.3","complement(1075297..1076097)","61","2.4675400452","0","801","61","61"
"Rv0964c","NC_000962.3","complement(1076196..1076678)","101","6.7754966296","0","483","101","101"
"Rv0965c","NC_000962.3","complement(1076778..1077197)","486","37.493317488","0","420","486","486"
"Rv0966c","NC_000962.3","complement(1077233..1077835)","2426","130.358806294","0","603","2426","2426"
"csoR","NC_000962.3","1077975..1078334","1044","93.9647339515","0","360","1044","1044"
"Rv0968","NC_000962.3","1078391..1078687","1137","124.042612914","0","297","1137","1137"
"ctpV","NC_000962.3","1078743..1081055","6637","92.9743338605","0","2313","6637","6637"
"Rv0970","NC_000962.3","1081052..1081684","1303","66.6971990732","0","633","1303","1303"
"echA7","NC_000962.3","complement(1081775..1082584)","1141","45.642299463","0","810","1141","1141"
"fadE12","NC_000962.3","complement(1082584..1083750)","2494","69.2456479848","0","1167","2494","2494"
"accA2","NC_000962.3","complement(1083747..1085750)","3704","59.8880471051","0","2004","3704","3704"
"accD2","NC_000962.3","complement(1085756..1087345)","1930","39.3302833499","0","1590","1930","1930"
"fadE13","NC_000962.3","complement(1087348..1088496)","1351","38.0980029316","0","1149","1351","1351"
"Rv0976c","NC_000962.3","complement(1088493..1090175)","1726","33.2294815908","0","1683","1726","1726"
"PE_PGRS16","NC_000962.3","1090373..1093144","1421","16.6099277187","0","2772","1421","1421"
"PE_PGRS17","NC_000962.3","complement(1093361..1094356)","27","0.8783575047","0","996","26","27"
"Rv0979c","NC_000962.3","complement(1094670..1094864)","11","1.8277843916","0","195","11","11"
"rpmF","NC_000962.3","1094886..1095059","780","145.2486969523","0","174","780","780"
"PE_PGRS18","NC_000962.3","complement(1095078..1096451)","91","2.145959642","0","1374","88","91"
"IGR215_Rodriguez_Rv0980c-Rv0981","NC_000962.3","1096526..1096622","0","0","0","97","0","0"
"IGR216_Rodriguez_Rv0980c-Rv0981","NC_000962.3","complement(1096609..1096748)","4","0.9257609256","0","140","4","4"
"mprA","NC_000962.3","1096822..1097508","9021","425.4659764976","0","687","9021","9021"
"Miotto_candidate_1108","NC_000962.3","complement(1097350..1097421)","0","0","0","72","0","0"
"Miotto_candidate_1109","NC_000962.3","complement(1097463..1097506)","0","0","0","44","0","0"
"mprB","NC_000962.3","1097508..1099022","14972","320.2093995041","0","1515","14972","14972"
"Miotto_candidate_1110","NC_000962.3","complement(1097688..1097721)","0","0","0","34","0","0"
"Miotto_candidate_1111","NC_000962.3","complement(1099040..1099141)","0","0","0","102","0","0"
"pepD","NC_000962.3","1099066..1100460","14093","327.3377816285","0","1395","14093","14093"
"Miotto_candidate_1112","NC_000962.3","complement(1099540..1099583)","0","0","0","44","0","0"
"moaB2","NC_000962.3","1100460..1101005","6797","403.358782789","0","546","6797","6797"
"mscL","NC_000962.3","complement(1101025..1101480)","180","12.7901180515","0","456","180","180"
"IGR217_Rodriguez_Rv0985c-Rv0986","NC_000962.3","1101462..1101665","23","3.6531252212","0","204","23","23"
"IGR218_Rodriguez_Rv0985c-Rv0986","NC_000962.3","complement(1101666..1101864)","1","0.1628222734","0","199","1","1"
"IGR219_Rodriguez_Rv0985c-Rv0986","NC_000962.3","1101686..1101786","0","0","0","101","0","0"
"Rv0986","NC_000962.3","1101803..1102549","296","12.8392010569","0","747","296","296"
"Rv0987","NC_000962.3","1102542..1105109","1408","17.7653810027","0","2568","1408","1408"
"Miotto_candidate_1113","NC_000962.3","complement(1103589..1103624)","0","0","0","36","0","0"
"Rv0988","NC_000962.3","1105116..1106276","724","20.2056691262","0","1161","724","724"
"IGR220_Rodriguez_Rv0988-Rv0989c","NC_000962.3","1106174..1106454","104","11.9920632359","0","281","104","104"
"IGR221_Rodriguez_Rv0988-Rv0989c","NC_000962.3","complement(1106251..1106352)","0","0","0","102","0","0"
"grcC2","NC_000962.3","complement(1106405..1107382)","343","11.3637626914","0","978","343","343"
"Rv0990c","NC_000962.3","complement(1107443..1108099)","206","10.1594159418","0","657","206","206"
"IGR222_Rodriguez_Rv0990c-Rv0991c","NC_000962.3","complement(1108114..1108176)","1","0.5143116254","0","63","1","1"
"Rv0991c","NC_000962.3","complement(1108172..1108504)","278","27.0500114306","0","333","278","278"
"Miotto_candidate_138","NC_000962.3","1108205..1108277","0","0","0","73","0","0"
"Miotto_candidate_1115","NC_000962.3","complement(1108504..1108550)","0","0","0","47","0","0"
"Miotto_candidate_139","NC_000962.3","1108506..1108553","0","0","0","48","0","0"
"Rv0992c","NC_000962.3","complement(1108578..1109171)","904","49.3115752305","0","594","904","904"
"galU","NC_000962.3","1109272..1110192","2368","83.3084316137","0","921","2368","2368"
"IGR223_Rodriguez_Rv0993-Rv0994","NC_000962.3","1110087..1110322","407","55.8790863797","0","236","407","407"
"moeA1","NC_000962.3","1110269..1111549","6279","158.8211161757","0","1281","6279","6279"
"rimJ","NC_000962.3","1111612..1112223","1041","55.1145413813","0","612","1041","1041"
"Rv0996","NC_000962.3","1112384..1113460","6158","185.2639297132","0","1077","6158","6158"
"Miotto_candidate_1116","NC_000962.3","complement(1113505..1113581)","0","0","0","77","0","0"
"alaV","NC_000962.3","1113511..1113583","5","2.2192898902","0","73","5","5"
"IGR224_Rodriguez_Rv0996-Rv0997","NC_000962.3","1113585..1113689","19","5.863152529","0","105","19","19"
"Rv0997a","NC_000962.3","1113861..1114112","3575","459.6660151566","0","252","3575","3575"
"IGR226_Rodriguez_Rv0996-Rv0997","NC_000962.3","1114202..1114291","66","23.7611970912","0","90","66","66"
"Rv0997","NC_000962.3","1114293..1114724","1991","149.3325233855","0","432","1991","1991"
"Rv0998","NC_000962.3","1114748..1115749","2136","69.0717433135","0","1002","2136","2136"
"Rv0999","NC_000962.3","1115767..1116525","1544","65.9132021358","0","759","1544","1544"
"Rv1000c","NC_000962.3","complement(1116531..1117148)","1015","53.2162732735","0","618","1015","1015"
"arcA","NC_000962.3","1117185..1118393","2080","55.7447439089","0","1209","2080","2080"
"Rv1002c","NC_000962.3","complement(1118428..1119939)","2167","46.4380538389","0","1512","2167","2167"
"Rv1003","NC_000962.3","1120022..1120879","347","13.104156692","0","858","347","347"
"Rv1004c","NC_000962.3","complement(1120889..1122148)","1599","41.1192144467","0","1260","1599","1599"
"Rv1005c","NC_000962.3","complement(1122222..1123598)","1667","39.2255055961","0","1377","1667","1667"
"IGR227_Rodriguez_Rv1005c-Rv1006","NC_000962.3","1123591..1123823","934","129.8846551882","0","233","927","934"
"IGR228_Rodriguez_Rv1005c-Rv1006","NC_000962.3","complement(1123634..1123702)","0","0","0","69","0","0"
"Rv1006","NC_000962.3","1123714..1125417","10624","202.0158113769","0","1704","10622","10624"
"Miotto_candidate_1117","NC_000962.3","complement(1124112..1124285)","318","59.2167764498","0","174","318","318"
"metS","NC_000962.3","complement(1125444..1127003)","2397","49.7863543947","0","1560","2397","2397"
"tatD","NC_000962.3","1127089..1127883","211","8.5996785356","0","795","211","211"
"IGR229_Rodriguez_Rv1008-Rv1009","NC_000962.3","1127893..1128192","227","24.5172351804","0","300","226","227"
"Miotto_candidate_1118","NC_000962.3","complement(1127902..1128064)","13","2.5841792709","0","163","13","13"
"rpfB","NC_000962.3","1128091..1129179","3727","110.8915371385","0","1089","3726","3727"
"ksgA","NC_000962.3","1129152..1130105","2961","100.5673307418","0","954","2961","2961"
"ispE","NC_000962.3","1130191..1131111","1160","40.8098735946","0","921","1160","1160"
"Rv1012","NC_000962.3","1131128..1131421","33","3.6369179221","0","294","33","33"
"Miotto_candidate_1119","NC_000962.3","complement(1131583..1131614)","0","0","0","32","0","0"
"pks16","NC_000962.3","1131625..1133259","4937","97.8390575806","0","1635","4937","4937"
"Miotto_candidate_1120","NC_000962.3","complement(1131945..1132039)","0","0","0","95","0","0"
"Miotto_candidate_1121","NC_000962.3","complement(1132075..1132182)","0","0","0","108","0","0"
"Miotto_candidate_141","NC_000962.3","1133278..1133310","0","0","0","33","0","0"
"pth","NC_000962.3","complement(1133333..1133908)","578","32.5141380651","0","576","578","578"
"rplY","NC_000962.3","complement(1133921..1134568)","1272","63.603204335","0","648","1272","1272"
"IGR230_Rodriguez_Rv1015c-Rv1016c","NC_000962.3","1134750..1134806","3","1.7053490735","0","57","3","3"
"lpqT","NC_000962.3","complement(1134785..1135465)","1291","61.4251210347","0","681","1291","1291"
"IGR231_Rodriguez_Rv1016c-Rv1017c","NC_000962.3","complement(1135422..1135522)","97","31.1183994308","0","101","97","97"
"prsA","NC_000962.3","complement(1135501..1136481)","3598","118.8390146428","0","981","3598","3598"
"glmU","NC_000962.3","complement(1136573..1138060)","3447","75.0594266617","0","1488","3447","3447"
"glnT","NC_000962.3","complement(1138076..1138147)","1","0.4500226722","0","72","1","1"
"IGR232_Rodriguez_Rv1018c-Rv1019","NC_000962.3","1138249..1138362","40","11.3689938235","0","114","40","40"
"Rv1019","NC_000962.3","1138315..1138908","1533","83.6223947217","0","594","1533","1533"
"mfd","NC_000962.3","1138967..1142671","5274","46.1231334041","0","3705","5274","5274"
"Rv1021","NC_000962.3","1142671..1143648","1234","40.8830412863","0","978","1234","1234"
